,Id,Period,Time,Player,TM,Foul,Season
1,222086,2. část,09:31,22 Luboš Dopita,2,907 nedovolené vrážení,2018/2019
0,222085,2. část,09:43,6 Vladimír Borůvka,2,911 bránění ve hře,2018/2019
1,222085,3. část,07:55,84 Čestmír Brousil,2,907 nedovolené vrážení,2018/2019
0,225356,2. část,05:01,12 Robert Křikava,2,903 nadzvedávání hokejky,2018/2019
1,225356,3. část,07:22,24 Ladislav Griga,2,907 nedovolené vrážení,2018/2019
2,225356,3. část,10:11,24 Ladislav Griga,2,901 sekání,2018/2019
0,225354,1. část,07:34,66 Jan Mičko,2,901 sekání,2018/2019
1,225354,2. část,04:29,18 Daniel Rajtr,2,908 vražení zády,2018/2019
2,225354,2. část,05:58,66 Jan Mičko,2,901 sekání,2018/2019
3,225354,3. část,11:18,14 Martin Olšiak,2,911 bránění ve hře,2018/2019
0,229020,2. část,06:41,69 Lukáš Pyskatý,2,911 bránění ve hře,2018/2019
0,229018,2. část,01:59,33 David Wurst,2,901 sekání,2018/2019
1,229018,2. část,08:13,69 Jakub Šotola,2,920 hra rukou,2018/2019
2,229018,3. část,03:17,27 Zdeněk Podzemný,2,901 sekání,2018/2019
0,234993,1. část,04:13,26 Jindřich Hanousek,2,902 blokování hokejky,2018/2019
1,234993,2. část,06:12,29 Zdeněk Fryš,2,901 sekání,2018/2019
0,235067,1. část,04:51,57 Ondřej Kulka,2,901 sekání,2018/2019
1,235067,2. část,00:11,27 Jakub Kras,2,901 sekání,2018/2019
0,237790,1. část,08:19,66 Petr Ježek,2,901 sekání,2018/2019
0,237788,2. část,10:24,6 Vladimír Borůvka,2,911 bránění ve hře,2018/2019
1,237788,3. část,05:31,15 Pavel Trampota,2,922 špatné střídání,2018/2019
0,241681,1. část,10:48,13 Marek Václavík,2,901 sekání,2018/2019
1,241681,2. část,00:46,77 Ctibor Chmelař,2,901 sekání,2018/2019
2,241681,3. část,07:42,13 Marek Václavík,2,901 sekání,2018/2019
0,241680,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,244649,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,244647,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,247469,2. část,04:27,17 Jakub Kolanda,2,901 sekání,2018/2019
0,247467,1. část,04:08,4 Martin Reichelt,2,901 sekání,2018/2019
1,247467,2. část,10:02,9 Mika Huhmarniemi,2,901 sekání,2018/2019
0,233120,1. část,02:32,8 Filip Weber,2,911 bránění ve hře,2018/2019
1,233120,1. část,08:36,13 Marek Václavík,2,904 vysoká hokejka,2018/2019
2,233120,2. část,01:12,14 Roman Žampach,2,920 hra rukou,2018/2019
0,250974,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,252765,2. část,02:30,11 Jiří Svoboda,2,925 nesportovní chování,2018/2019
1,252765,2. část,02:30,11 Jiří Svoboda,2,911 bránění ve hře,2018/2019
2,252765,2. část,04:29,16 Radim Onderka,2,902 blokování hokejky,2018/2019
3,252765,2. část,07:25,11 Jiří Svoboda,2,909 hrubost,2018/2019
4,252765,2. část,08:25,10 Bořek Sláma,5,909 hrubost,2018/2019
0,252762,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,258459,3. část,05:59,22 Martin Mikšovský,2,901 sekání,2019/2020
1,258459,3. část,10:22,66 Ondřej Čech,2,925 nesportovní chování,2019/2020
0,258090,3. část,01:36,16 Ondřej Turek,2,907 nedovolené vrážení,2019/2020
1,258090,3. část,05:41,16 Ondřej Turek,2,901 sekání,2019/2020
0,261060,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,261055,3. část,07:27,35 Jan Marek,2,901 sekání,2019/2020
0,263313,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,263310,1. část,02:17,5 Jan Strnad,2,901 sekání,2019/2020
0,267256,3. část,04:03,2 Jakub Kvasnička,2,907 nedovolené vrážení,2019/2020
1,267256,3. část,08:40,81 Tomáš Sadil,2,902 blokování hokejky,2019/2020
0,267257,1. část,06:11,11 Pavel Němejc,2,901 sekání,2019/2020
1,267257,2. část,08:59,66 Jan Galgonek,2,901 sekání,2019/2020
2,267257,3. část,03:06,66 Jan Galgonek,2,901 sekání,2019/2020
3,267257,3. část,07:21,98 Roman Tůma,2,901 sekání,2019/2020
0,271089,2. část,06:19,4 David Hanuš,2,901 sekání,2019/2020
1,271089,2. část,09:53,78 Roman Eder,2,901 sekání,2019/2020
0,271087,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,273338,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,273335,2. část,01:29,2 Viktor Černoch,2,901 sekání,2019/2020
1,273335,2. část,07:57,91 Radim Kubíček,2,901 sekání,2019/2020
0,277341,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,277256,1. část,06:37,16 Ondřej Turek,2,901 sekání,2019/2020
0,284092,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2020/2021
0,284095,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2020/2021
0,288076,1. část,08:30,37 Marek Schlossbauer,2,911 bránění ve hře,2020/2021
1,288076,2. část,05:34,20 Jaroslav Šusta,2,911 bránění ve hře,2020/2021
0,288074,1. část,06:58,78 Roman Eder,2,925 nesportovní chování,2020/2021
0,294736,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2021/2022
0,294733,3. část,04:44,21 Jindřich Buša,2,901 sekání,2021/2022
1,294733,3. část,09:04,8 Jan Helešic,2,901 sekání,2021/2022
0,296888,1. část,10:34,78 Lukáš Mendlík,2,907 nedovolené vrážení,2021/2022
0,298364,2. část,07:54,69 Petr Antuš,2,922 špatné střídání,2021/2022
0,300089,1. část,05:41,19 Tomáš Ureš,2,902 blokování hokejky,2021/2022
0,302009,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2021/2022
