,Id,Player,G,A,PTS,Season,Team_against,Team_for
11,158165,99 Oldřich Pilecký (U),2,0,2,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
0,160490,7 Michal Zeman (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
1,160490,11 Vít Novotný (U),0,1,1,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
2,160490,12 Vojtěch Svoboda (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
3,160490,13 Martin Dimitrov (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
4,160490,17 Jiří Novák (O),1,0,1,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
5,160490,23 Ondřej Kulakowski (U),0,4,4,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
6,160490,26 Daniel Kvěch (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
7,160490,32 Jiří Müller (U),3,0,3,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
8,160490,77 Tomáš Moučka (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
9,160490,96 David Musil (O),3,0,3,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
0,160696,4 David Östereicher (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
1,160696,7 Michal Petrbok (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
2,160696,16 Radim Onderka (U),1,0,1,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
3,160696,21 Marek Toráč (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
4,160696,23 Lukáš Žiga (U),0,1,1,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
5,160696,44 Martin Östereicher (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
6,160696,73 Jan Vrba (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
7,160696,77 Ondřej Vaněček (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
8,160696,97 Jakub Smíšek (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
0,165178,4 Jakub Mádr (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
1,165178,8 Filip Weber (O),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
2,165178,10 Miloš Zapadlo (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
3,165178,11 Martin Elišák (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
4,165178,12 Adam Bardún (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
5,165178,13 Marek Václavík (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
6,165178,14 Roman Žampach (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
7,165178,17 Radek Mošnička (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
8,165178,77 Ctibor Chmelař (U),2,0,2,2016/2017,FBC Penguins Praha,FBC Ressler boys
9,165178,86 Zdeněk Karásek (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
10,165178,87 Jakub Edr (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
11,165178,88 Michal Rosí (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
0,165180,4 Michal Janouš (O),0,0,0,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
1,165180,7 Sebastian Pech (U),0,1,1,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
2,165180,8 René Janeba (U),0,0,0,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
3,165180,9 Josef Hájek (U),1,1,2,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
4,165180,11 Michael Tichý (U),0,1,1,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
5,165180,22 Jan Flaška (U),1,1,2,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
6,165180,26 Tomáš Pažout (U),2,0,2,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
7,165180,60 Pavol Pánik (U),0,0,0,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
8,165180,75 Martin Vodička (U),0,0,0,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
9,165180,98 Jakub Sládek (U),1,1,2,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
0,167687,2 Jiří Mencl (U),0,2,2,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
1,167687,9 Pavel Hušák (O),1,1,2,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
2,167687,14 Václav Babor (U),3,0,3,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
3,167687,15 Jan Marek (U),1,2,3,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
4,167687,18 Jan Juklíček (U),1,0,1,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
5,167687,23 Matouš Vlasák (U),1,2,3,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
6,167687,29 Jiří Bareš (U),2,0,2,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
7,167687,51 Michal Šmíd (U),2,3,5,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
8,167687,88 Tomáš Hušák (U),1,1,2,2016/2017,FBC Penguins Praha,IBK Svatý hole Kladno B
0,167690,2 Milan Češek (U),0,2,2,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
1,167690,25 Jakub Pražák (O),1,1,2,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
2,167690,72 Jaroslav Soldán (O),1,0,1,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
3,167690,86 Václav Měchura (U),2,0,2,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
4,167690,93 Tomáš Kupec (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
5,167690,99 Jiří Houžvička (O),0,0,0,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
0,170888,7 Tomáš Dlouhý (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
1,170888,14 Petr Hejda (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
2,170888,17 Stanislav Lepič (U),1,1,2,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
3,170888,18 Jan Mikolášek (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
4,170888,25 Lukáš Pichner (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
5,170888,29 Jakub Hříbal (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
6,170888,50 Jiří Kindl (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
7,170888,66 Lukáš Müller (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
8,170888,93 Michal Čermák (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
0,170890,4 Jakub Mádr (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
1,170890,8 Filip Weber (O),0,1,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
2,170890,10 Miloš Zapadlo (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
3,170890,11 Martin Elišák (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
4,170890,12 Adam Bardún (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
5,170890,13 Marek Václavík (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
6,170890,14 Roman Žampach (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
7,170890,17 Radek Mošnička (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
8,170890,21 Štěpán Trousil (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Ressler boys
9,170890,77 Ctibor Chmelař (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
10,170890,86 Zdeněk Karásek (U),2,2,4,2016/2017,FBC Penguins Praha,FBC Ressler boys
11,170890,88 Michal Rosí (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Ressler boys
0,173095,2 David Ranš (U),4,0,4,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
1,173095,4 Michal Janouš (O),0,1,1,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
2,173095,5 Vítězslav Prágr (U),0,1,1,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
3,173095,7 Sebastian Pech (U),0,0,0,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
4,173095,9 Josef Hájek (U),1,0,1,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
5,173095,11 Michael Tichý (U),0,1,1,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
6,173095,22 Jan Flaška (U),2,2,4,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
7,173095,26 Tomáš Pažout (U),1,2,3,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
8,173095,33 Antonín Krudenc (U),3,0,3,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
9,173095,60 Pavol Pánik (U),0,0,0,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
10,173095,75 Martin Vodička (U),0,2,2,2016/2017,FBC Penguins Praha,SK Alien Nation Černošice
0,173117,3 Kryštof Kocot (O),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
1,173117,9 Tomáš Valenta (U),1,0,1,2016/2017,FBC Penguins Praha,Panthers Praha D
2,173117,14 David Šimůnek (O),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
3,173117,22 Ondřej Bendík (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
4,173117,23 Jakub Havlík (U),1,0,1,2016/2017,FBC Penguins Praha,Panthers Praha D
5,173117,31 Tomáš Pauček (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
6,173117,40 Aleš Kůdela (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
7,173117,42 Jan Šťastný (U),1,0,1,2016/2017,FBC Penguins Praha,Panthers Praha D
8,173117,47 Petr Benedikt (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
9,173117,61 Adam Novák (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
10,173117,63 Dominik Korolus (U),0,2,2,2016/2017,FBC Penguins Praha,Panthers Praha D
11,173117,84 Martin Bajer (U),0,1,1,2016/2017,FBC Penguins Praha,Panthers Praha D
12,173117,89 David Volek (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
13,173117,91 Luboš Berka (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
0,174037,17 Jan Voříšek (U),0,0,0,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
1,174037,22 Ondřej Novák (U),0,1,1,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
2,174037,28 Jakub Malý (U),2,2,4,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
3,174037,31 Petr Matolín (U),0,1,1,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
4,174037,33 Daniel Stránský (O),0,3,3,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
5,174037,35 Petr Ježek (U),1,0,1,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
6,174037,36 Miroslav Šíp (U),1,0,1,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
7,174037,43 Jakub Vrzák (U),1,3,4,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
8,174037,46 Lukáš Frydrych (U),2,1,3,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
9,174037,48 Ondřej Kadaník (U),1,0,1,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
10,174037,72 Richard Mrázek (U),0,0,0,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
11,174037,99 Oldřich Pilecký (U),4,1,5,2016/2017,FBC Penguins Praha,TJ Sokol Královské Vinohrady D
0,177651,2 Petr Kohout (U),1,4,5,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
1,177651,11 David Haring (U),2,1,3,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
2,177651,12 Jan Paulovič (U),1,3,4,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
3,177651,14 Tomáš Kriebel (U),0,0,0,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
4,177651,32 Petr Kaša (U),2,1,3,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
5,177651,54 Lukáš Bozděch (U),1,1,2,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
6,177651,68 Pavel Kohout (U),3,0,3,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
7,177651,91 Michal Kuruc (U),3,3,6,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
8,177651,93 František Podaný (U),1,1,2,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
0,181133,4 Václav Müller (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
1,181133,7 Tomáš Dlouhý (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
2,181133,17 Stanislav Lepič (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
3,181133,50 Jiří Kindl (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
4,181133,66 Lukáš Müller (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
5,181133,91 Jakub Leisch (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
6,181133,93 Michal Čermák (U),2,0,2,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
7,181133,98 Michal Jelínek (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Blue Horses Žehrovice B
0,181139,7 Michal Zeman (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
1,181139,8 Vladimír Bradáč (U),1,0,1,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
2,181139,11 Vít Novotný (U),1,0,1,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
3,181139,12 Vojtěch Svoboda (U),0,2,2,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
4,181139,14 Michal Kramoliš (U),0,1,1,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
5,181139,15 Václav Böhm (U),1,0,1,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
6,181139,17 Jiří Novák (O),0,1,1,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
7,181139,21 Vojtěch Dlouhý (U),2,0,2,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
8,181139,26 Daniel Kvěch (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
9,181139,77 Tomáš Moučka (U),0,0,0,2016/2017,FBC Penguins Praha,FbK Wildcats Praha B
0,184416,9 Tomáš Valenta (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
1,184416,14 Martin Šimůnek (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
2,184416,22 Ondřej Bendík (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
3,184416,23 Jakub Havlík (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
4,184416,31 Tomáš Pauček (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
5,184416,40 Aleš Kůdela (U),1,0,1,2016/2017,FBC Penguins Praha,Panthers Praha D
6,184416,44 Richard Filikar (O),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
7,184416,47 Petr Benedikt (U),0,1,1,2016/2017,FBC Penguins Praha,Panthers Praha D
8,184416,63 Dominik Korolus (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
9,184416,67 Adam Novák (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
10,184416,89 David Volek (U),0,1,1,2016/2017,FBC Penguins Praha,Panthers Praha D
11,184416,91 Luboš Berka (U),1,0,1,2016/2017,FBC Penguins Praha,Panthers Praha D
12,184416,92 Šimon Baumruk (U),0,0,0,2016/2017,FBC Penguins Praha,Panthers Praha D
0,184419,2 Petr Kohout (U),2,2,4,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
1,184419,11 David Haring (U),0,0,0,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
2,184419,12 Jan Paulovič (U),0,0,0,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
3,184419,14 Tomáš Kriebel (U),0,1,1,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
4,184419,32 Petr Kaša (U),0,0,0,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
5,184419,54 Lukáš Bozděch (U),0,1,1,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
6,184419,68 Pavel Kohout (U),2,3,5,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
7,184419,87 Josef Vlček (U),1,1,2,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
8,184419,91 Michal Kuruc (U),1,0,1,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
9,184419,93 František Podaný (U),2,0,2,2016/2017,FBC Penguins Praha,IBK Kubánský Klan C
0,186566,6 Jan Mičko (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
1,186566,7 Michal Petrbok (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
2,186566,11 Jiří Svoboda (U),1,0,1,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
3,186566,13 Václav Östereicher (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
4,186566,14 Bořek Sláma (U),1,2,3,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
5,186566,16 Radim Onderka (U),2,0,2,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
6,186566,21 Marek Toráč (U),1,1,2,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
7,186566,23 Lukáš Žiga (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
8,186566,44 Martin Östereicher (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
9,186566,77 Ondřej Vaněček (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
10,186566,97 Jakub Smíšek (U),0,0,0,2016/2017,FBC Penguins Praha,Gladiátor Team Beroun
0,186570,2 Vítek Moučka (U),1,1,2,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
1,186570,8 Prokop Kocur (U),3,0,3,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
2,186570,15 Vojtěch Hecl (U),0,2,2,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
3,186570,23 Alexandr Mostýn (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
4,186570,25 Jakub Pražák (O),1,0,1,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
5,186570,37 Martin Počta (U),1,0,1,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
6,186570,50 Kryštof Jinek (U),1,2,3,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
7,186570,72 Jaroslav Soldán (O),0,1,1,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
8,186570,81 Karel Němec (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
9,186570,93 Tomáš Kupec (U),0,1,1,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
10,186570,98 Jan Horyna (U),0,0,0,2016/2017,FBC Penguins Praha,FBC Slavia Praha B
0,188121,2 Petr Michálek (U),0,0,0,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
1,188121,3 Vojtěch Sýkora (U),1,0,1,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
2,188121,7 Martin Bařtipán (U),0,0,0,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
3,188121,8 Radek Štengl (U),0,1,1,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
4,188121,11 Martin Brixí (U),1,1,2,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
5,188121,14 Pavel Böhm (U),1,0,1,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
6,188121,19 Radek Šmerák (U),0,0,0,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
7,188121,20 Dávid Nagy (U),0,1,1,2017/2018,FBC Penguins Praha,F.C. Vorms Praha
0,188126,2 František Doležal (U),0,0,0,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
1,188126,3 Filip Prusík (U),1,0,1,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
2,188126,6 Petr Veselý (U),0,0,0,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
3,188126,7 Michal Rozšafný (U),0,1,1,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
4,188126,9 Vladimír Drnec (U),1,1,2,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
5,188126,10 Jaroslav Šimek (U),0,0,0,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
6,188126,12 Jakub Brabec (U),0,2,2,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
7,188126,13 Jaroslav Němec (U),1,0,1,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
8,188126,14 Michal Kolář (U),1,3,4,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
9,188126,16 Pavel Procházka (U),0,0,0,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
10,188126,17 Jan Vrba (U),3,0,3,2017/2018,FBC Penguins Praha,TJ Sokol Dobříš B
0,188617,18 Lukáš Klíma (U),1,1,2,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
1,188617,19 Ondřej Falber (U),0,0,0,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
2,188617,26 Jan Sláma (U),4,0,4,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
3,188617,33 Jakub Horáček (U),1,2,3,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
4,188617,71 Tomáš Zídek (U),1,0,1,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
5,188617,73 Pavel Horák (U),0,0,0,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
6,188617,84 Aleš Vondřejc (U),0,1,1,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
7,188617,88 Tomáš Říha (U),0,1,1,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
8,188617,99 Petr Brimus (U),1,1,2,2017/2018,FBC Penguins Praha,BLACK ANGELS D DYNAMO
0,188620,2 Petr Šváb (U),1,0,1,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
1,188620,5 Pavel Vozka (U),0,0,0,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
2,188620,6 Ondřej Šváb (U),0,0,0,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
3,188620,8 Petr Heteš (U),0,3,3,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
4,188620,9 Petr Urban (U),2,2,4,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
5,188620,11 Martin Kovář (U),1,0,1,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
6,188620,18 Martin Tuma (U),2,0,2,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
7,188620,20 Lukáš Ruda (O),0,0,0,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
8,188620,78 Šimon Hejda (U),1,1,2,2017/2018,FBC Penguins Praha,Noxa TJ Ruzyně A
0,190306,5 Tomáš Zíval (U),2,2,4,2017/2018,FBC Penguins Praha,FBC LYNX
1,190306,12 Pavel Suchánek (U),1,2,3,2017/2018,FBC Penguins Praha,FBC LYNX
2,190306,17 Vlastislav Brabec (U),1,2,3,2017/2018,FBC Penguins Praha,FBC LYNX
3,190306,18 Karel Hrubý (U),4,0,4,2017/2018,FBC Penguins Praha,FBC LYNX
4,190306,29 František Vršecký (U),0,0,0,2017/2018,FBC Penguins Praha,FBC LYNX
5,190306,42 Pavel Voltner (U),1,2,3,2017/2018,FBC Penguins Praha,FBC LYNX
6,190306,48 Vladimír Hladík (U),2,0,2,2017/2018,FBC Penguins Praha,FBC LYNX
7,190306,77 Vladimír John (U),1,2,3,2017/2018,FBC Penguins Praha,FBC LYNX
8,190306,83 Miloš Loužecký (O),1,1,2,2017/2018,FBC Penguins Praha,FBC LYNX
0,197391,9 Josef Liška (U),1,0,1,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
1,197391,13 Josef Mimráček (U),0,1,1,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
2,197391,18 Zdeněk Jurka (U),0,0,0,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
3,197391,19 Josef Horčička (U),0,0,0,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
4,197391,33 Vojtěch Vašák (U),2,1,3,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
5,197391,58 Jaroslav Matyáš (U),0,0,0,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
6,197391,71 Filip Lukeš (U),1,0,1,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
7,197391,78 Jan Valeš (U),1,1,2,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
8,197391,88 Vít Štejfa (U),0,0,0,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
9,197391,90 David Valeš (U),0,3,3,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
10,197391,91 Patrik Toulec (U),2,1,3,2017/2018,FBC Penguins Praha,Fbk Buldoci Radotín B
0,197395,4 Martin Reichelt (U),0,2,2,2017/2018,FBC Penguins Praha,FBC Uhříněves
1,197395,5 Jan Vocetka (U),0,0,0,2017/2018,FBC Penguins Praha,FBC Uhříněves
2,197395,10 Jiří Havlan (U),0,1,1,2017/2018,FBC Penguins Praha,FBC Uhříněves
3,197395,18 Martin Zelenka (U),2,0,2,2017/2018,FBC Penguins Praha,FBC Uhříněves
4,197395,24 Filip Friedberger (U),0,1,1,2017/2018,FBC Penguins Praha,FBC Uhříněves
5,197395,48 Petr Brabenec (U),1,0,1,2017/2018,FBC Penguins Praha,FBC Uhříněves
6,197395,57 Tomáš Kostinek (O),0,0,0,2017/2018,FBC Penguins Praha,FBC Uhříněves
7,197395,78 Martin Matoška (U),1,0,1,2017/2018,FBC Penguins Praha,FBC Uhříněves
8,197395,88 Lukáš Bárta (U),1,1,2,2017/2018,FBC Penguins Praha,FBC Uhříněves
0,190313,9 Filip Fišer (U),5,1,6,2017/2018,FBC Penguins Praha,PALERMO PŘÍBRAM
1,190313,11 Vít Bohata (U),1,1,2,2017/2018,FBC Penguins Praha,PALERMO PŘÍBRAM
2,190313,14 Tomáš Čajan (U),1,0,1,2017/2018,FBC Penguins Praha,PALERMO PŘÍBRAM
3,190313,16 Aleš Bambas (U),0,4,4,2017/2018,FBC Penguins Praha,PALERMO PŘÍBRAM
4,190313,17 Petr Čepelák (U),1,0,1,2017/2018,FBC Penguins Praha,PALERMO PŘÍBRAM
5,190313,21 Jiří Ureš (U),2,0,2,2017/2018,FBC Penguins Praha,PALERMO PŘÍBRAM
