,Id,Player,G,A,PTS,Season,Team_against,Team_for
6,229876,24 Michal Šindelář (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
7,229876,55 Dalibor Pavlíček (U),2,2,4,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
8,229876,77 Jan Vichr (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Hornets Praha B
0,229873,2 Vojtěch Pejša (O),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
1,229873,3 Matyáš Marek (O),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
2,229873,4 Filip Kolařík (U),0,1,1,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
3,229873,7 David Šnejdar (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
4,229873,10 Adam Hudlička (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
5,229873,11 Miroslav Čadský (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
6,229873,13 Jiří Krbec (O),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
7,229873,14 Marek Vlasák (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
8,229873,20 Tomáš Medřický (U),0,0,0,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
9,229873,23 Teodor Kandilarov (O),1,0,1,2018/2019,FBC Mobydick Praha,FBK Vosy Praha DDM P2 C
0,232664,2 Michal Lebeda (O),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
1,232664,7 Pavel Špirit (U),0,1,1,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
2,232664,9 Jan Vítkovský (U),0,2,2,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
3,232664,13 Marek Häusler (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
4,232664,15 Lukáš Mašek (U),2,1,3,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
5,232664,21 Jaroslav Rendla (U),1,1,2,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
6,232664,69 Juraj Michajlov (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
7,232664,73 Vít Matuška (U),2,0,2,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
8,232664,79 Tomáš Karbusický (U),2,1,3,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
9,232664,89 Jan Lovasz (U),1,1,2,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
10,232664,92 Jiří Krotký (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
11,232664,99 Tomáš Hruška (U),0,0,0,2018/2019,FBC Mobydick Praha,FLORBAL RIDERS
0,232662,3 Jiří Adam (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
1,232662,8 Jiří Pavliš (U),0,2,2,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
2,232662,15 Vojtěch Hecl (O),0,0,0,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
3,232662,25 Jakub Šuťák (U),2,0,2,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
4,232662,28 Roman Malík (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
5,232662,33 Jan Handl (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
6,232662,36 Patrick Smejkal (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
7,232662,70 Tomáš Janovský (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
8,232662,87 Jakub Kamberský (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
9,232662,88 Daniel Alfery (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
10,232662,99 Ondřej Otáhal (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Slavia Praha C
0,236944,3 Martin Kopecký (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
1,236944,4 Martin Habart (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Majklar
2,236944,5 Lukáš Venhuda (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
3,236944,7 David Sládek (U),0,1,1,2018/2019,FBC Mobydick Praha,FBC Majklar
4,236944,8 Jan Calta (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
5,236944,10 Martin Křížek (U),1,0,1,2018/2019,FBC Mobydick Praha,FBC Majklar
6,236944,11 Michal Hajas (U),0,0,0,2018/2019,FBC Mobydick Praha,FBC Majklar
