,Id,Period,Time,Type,Goal,Assist,Season,Minute,Seconds,Seconds_all
0,247469,1,03:23,-, Michal Šíma, Vojtěch Brávek,2018/2019,3,23,203
1,247469,1,06:21,-, Ondřej Zeman, Jaroslav Soldán,2018/2019,6,21,381
2,247469,2,00:28,-, Mikuláš Vyleta,,2018/2019,0,28,28
0,247467,1,06:31,-, Vojtěch Brávek,,2018/2019,6,31,391
1,247467,1,11:31,-, Vojtěch Brávek, Ondřej Zeman,2018/2019,11,31,691
2,247467,2,03:38,-, Daniel Klugar, Michal Šíma,2018/2019,3,38,218
3,247467,2,09:25,-, Václav Boček, Stanislav Kodet,2018/2019,9,25,565
4,247467,3,00:54,-, Michal Šíma, Václav Boček,2018/2019,0,54,54
5,247467,3,10:05,-, Daniel Klugar,,2018/2019,10,5,605
6,247467,3,11:05,-, Jakub Hruška, Ondřej Zeman,2018/2019,11,5,665
0,233120,2,09:42,-, Ondřej Zeman, Jakub Hruška,2018/2019,9,42,582
0,250974,3,08:34,-, Jakub Hruška, Ondřej Zeman,2018/2019,8,34,514
0,252765,1,02:11,-, Václav Boček, Michal Šíma,2018/2019,2,11,131
1,252765,1,03:33,-, Stanislav Kodet, Mikuláš Vyleta,2018/2019,3,33,213
2,252765,1,04:23,-, Michal Šíma, Stanislav Kodet,2018/2019,4,23,263
3,252765,1,05:22,-, Jakub Klement, Ondřej Zeman,2018/2019,5,22,322
4,252765,2,06:28,PP, Václav Boček,,2018/2019,6,28,388
0,252762,3,10:03,-, Kryštof Hoch, Vojtěch Brávek,2018/2019,10,3,603
0,258459,1,06:46,-, Michal Šíma, Jakub Klement,2019/2020,6,46,406
1,258459,1,08:27,-, Václav Boček,,2019/2020,8,27,507
0,258090,1,05:00,-, Václav Boček,,2019/2020,5,0,300
1,258090,1,07:56,-, Daniel Klugar,,2019/2020,7,56,476
0,261060,3,01:13,-, Václav Boček, Michal Šíma,2019/2020,1,13,73
1,261060,3,02:45,-, Jaroslav Soldán, Jakub Klement,2019/2020,2,45,165
2,261060,3,06:27,-, Daniel Klugar, Jakub Hruška,2019/2020,6,27,387
3,261060,3,11:59,-, Václav Boček, Jakub Hruška,2019/2020,11,59,719
0,261055,1,05:58,-, Filip Terč, Daniel Klugar,2019/2020,5,58,358
1,261055,1,08:03,-, Jakub Hruška, Václav Boček,2019/2020,8,3,483
0,263313,2,04:21,-, Jakub Klement, Michal Šíma,2019/2020,4,21,261
1,263313,3,01:56,-, Daniel Klugar,,2019/2020,1,56,116
0,263310,2,09:29,-, Václav Boček, Jakub Rada,2019/2020,9,29,569
1,263310,3,08:52,-, Filip Terč, Jakub Klement,2019/2020,8,52,532
0,267257,3,04:22,PP, Jakub Klement, Jakub Hruška,2019/2020,4,22,262
1,267257,3,05:45,-, Michal Šíma, Jakub Hruška,2019/2020,5,45,345
0,271089,2,08:30,-, Jakub Hruška, Jakub Rada,2019/2020,8,30,510
1,271089,2,10:54,PP, Jakub Hruška, Václav Boček,2019/2020,10,54,654
2,271089,3,03:48,-, Václav Boček, Jakub Hruška,2019/2020,3,48,228
0,271087,1,06:03,-, Jakub Rada, Jakub Hruška,2019/2020,6,3,363
1,271087,1,10:38,-, Václav Boček, Jaroslav Soldán,2019/2020,10,38,638
2,271087,3,08:57,-, Daniel Klugar, Jakub Klement,2019/2020,8,57,537
0,273338,3,04:09,-, Mikuláš Vyleta, Jakub Hruška,2019/2020,4,9,249
0,273335,1,04:18,-, Michal Šíma, Jaroslav Soldán,2019/2020,4,18,258
1,273335,1,05:50,-, Václav Boček, Michal Šíma,2019/2020,5,50,350
2,273335,1,06:47,-, Václav Boček, Michal Šíma,2019/2020,6,47,407
3,273335,3,11:30,-, Jakub Hruška, Michal Šíma,2019/2020,11,30,690
0,277341,2,07:10,-, Jakub Hruška, Mikuláš Vyleta,2019/2020,7,10,430
0,277256,1,00:49,-, Kryštof Hoch,,2019/2020,0,49,49
1,277256,3,02:32,-, Kryštof Hoch, Michal Šíma,2019/2020,2,32,152
2,277256,3,10:30,-, Václav Boček,,2019/2020,10,30,630
0,284092,1,05:40,-, Jakub Hruška, Michal Šíma,2020/2021,5,40,340
1,284092,1,10:17,-, Jakub Hruška, Jakub Klement,2020/2021,10,17,617
2,284092,3,10:05,-, Jakub Hruška, Stanislav Kodet,2020/2021,10,5,605
0,284095,3,07:11,-, Michal Šíma, Jakub Klement,2020/2021,7,11,431
1,284095,3,10:56,-, Ondřej Zeman, Jakub Hruška,2020/2021,10,56,656
0,288076,1,00:04,-, Jakub Hruška, Ondřej Zeman,2020/2021,0,4,4
1,288076,1,10:35,-, Václav Boček, Jakub Rada,2020/2021,10,35,635
2,288076,2,07:44,-, Michal Šíma, Jakub Rada,2020/2021,7,44,464
3,288076,3,09:02,-, Ondřej Zeman, Jakub Klement,2020/2021,9,2,542
0,288074,1,01:57,-, Ondřej Zeman, Jakub Hruška,2020/2021,1,57,117
1,288074,2,07:14,-, Václav Boček, Michal Šíma,2020/2021,7,14,434
2,288074,2,07:18,-, Ondřej Zeman, Václav Boček,2020/2021,7,18,438
3,288074,2,10:26,-, Ondřej Zeman,,2020/2021,10,26,626
4,288074,3,00:20,-, Ondřej Zeman, Jakub Hruška,2020/2021,0,20,20
5,288074,-,-,PS, Jakub Klement,,2020/2021,0,0,0
0,294736,1,05:51,-, Martin Bukovič, Jakub Rada,2021/2022,5,51,351
0,294733,1,02:41,-, Kryštof Hoch,,2021/2022,2,41,161
1,294733,2,01:59,-, Václav Boček, Jaroslav Soldán,2021/2022,1,59,119
2,294733,3,07:32,-, Jakub Rada, Václav Boček,2021/2022,7,32,452
0,296888,2,00:41,-, Kryštof Hoch, Jakub Hruška,2021/2022,0,41,41
1,296888,3,09:19,-, Jakub Hruška,,2021/2022,9,19,559
2,296888,3,09:43,-, Michal Šíma, Martin Bukovič,2021/2022,9,43,583
0,298364,1,00:05,-, Ondřej Zeman, Jakub Hruška,2021/2022,0,5,5
1,298364,1,08:18,-, Martin Bukovič,,2021/2022,8,18,498
2,298364,1,11:38,-, Václav Boček, Jakub Hruška,2021/2022,11,38,698
3,298364,2,04:52,-, Ondřej Zeman, Jakub Hruška,2021/2022,4,52,292
4,298364,2,05:00,-, Jakub Hruška, Ondřej Zeman,2021/2022,5,0,300
5,298364,3,04:33,-, Jakub Hruška, Jaroslav Soldán,2021/2022,4,33,273
6,298364,3,10:36,OG, Martin Pokorný,,2021/2022,10,36,636
7,298364,-,-,PS, Jakub Hruška,,2021/2022,0,0,0
0,300089,2,00:50,-, Jakub Klement, Jaroslav Soldán,2021/2022,0,50,50
1,300089,2,05:12,-, Ondřej Zeman, Jakub Hruška,2021/2022,5,12,312
2,300089,2,06:06,-, Ondřej Zeman, Kryštof Hoch,2021/2022,6,6,366
3,300089,2,11:58,-, Jakub Hruška, Jakub Klement,2021/2022,11,58,718
4,300089,3,05:31,-, Jaroslav Soldán, Jakub Hruška,2021/2022,5,31,331
5,300089,3,06:35,-, Jakub Hruška, Ondřej Zeman,2021/2022,6,35,395
0,302009,1,02:37,-, Ondřej Zeman, Jakub Hruška,2021/2022,2,37,157
1,302009,3,03:22,-, Kryštof Hoch, Michal Šíma,2021/2022,3,22,202
2,302009,3,03:38,-, Jakub Rada, Kryštof Hoch,2021/2022,3,38,218
0,304774,1,03:46,-, Jakub Rada, Ondřej Zeman,2021/2022,3,46,226
1,304774,1,06:10,-, Jakub Hruška, Ondřej Zeman,2021/2022,6,10,370
2,304774,2,10:37,-, Ondřej Zeman, Jakub Hruška,2021/2022,10,37,637
3,304774,3,07:17,-, Ondřej Zeman, Jakub Hruška,2021/2022,7,17,437
4,304774,3,08:56,-, Václav Boček, Kryštof Hoch,2021/2022,8,56,536
5,304774,3,10:37,-, Kryštof Hoch, Ondřej Zeman,2021/2022,10,37,637
0,304777,1,02:24,PS, Jakub Hruška,,2021/2022,2,24,144
1,304777,1,02:49,-, Ondřej Zeman, Jakub Hruška,2021/2022,2,49,169
2,304777,2,06:33,-, Kryštof Hoch, Václav Boček,2021/2022,6,33,393
0,308696,1,04:27,-, Kryštof Hoch, Jaroslav Soldán,2021/2022,4,27,267
1,308696,1,10:55,PP, Václav Boček, Kryštof Hoch,2021/2022,10,55,655
2,308696,3,07:36,-, Kryštof Hoch, Václav Boček,2021/2022,7,36,456
3,308696,-,-,PS, Václav Boček,,2021/2022,0,0,0
0,308719,1,01:47,-, Václav Boček, Jakub Rada,2021/2022,1,47,107
1,308719,1,05:35,-, Jakub Klement, Jan Roháč,2021/2022,5,35,335
2,308719,1,07:22,-, Kryštof Hoch, Jakub Klement,2021/2022,7,22,442
3,308719,1,08:24,-, Ondřej Zeman, Martin Bukovič,2021/2022,8,24,504
4,308719,2,07:00,-, Jaroslav Soldán, Martin Bukovič,2021/2022,7,0,420
5,308719,2,11:48,-, Václav Boček, Ondřej Zeman,2021/2022,11,48,708
0,311041,3,09:11,-, Michal Šíma, Martin Bukovič,2021/2022,9,11,551
0,311043,1,06:30,-, Václav Boček,,2021/2022,6,30,390
1,311043,2,01:12,-, Martin Bukovič, Ondřej Zeman,2021/2022,1,12,72
2,311043,3,08:04,SH, Ondřej Zeman,,2021/2022,8,4,484
0,316363,2,02:15,-, Ondřej Zeman, Michal Šíma,2021/2022,2,15,135
0,319260,1,03:59,-, Václav Boček,,2021/2022,3,59,239
1,319260,1,11:56,-, Jakub Rada, Stanislav Kodet,2021/2022,11,56,716
2,319260,2,08:42,-, Martin Bukovič, Michal Šíma,2021/2022,8,42,522
0,322541,1,05:20,-, Jakub Rada, Ondřej Zeman,2021/2022,5,20,320
1,322541,3,02:41,-, Ondřej Zeman, Michal Šíma,2021/2022,2,41,161
0,322535,2,01:20,-, Martin Bukovič, Michal Šíma,2021/2022,1,20,80
