,Id,Team,Opponent,Goal_team,Goal_opponent,Outcome,Date_place,visitors,begin_end,round_soutez,casti_strely,referee,delegate,MOTM_Team,MOTM_Opponent,MOTM,Season,Date,Place,Weekday,ref1,ref2,League
49,197391,FBC Penguins Praha,Fbk Buldoci Radotín B,0,7,Lose,sobota 25.11.2017; SH ZŠ Kunratice,počet diváků: 3,začátek 08:00; konec 08:54,Utkání: 3XM82017/2018-A028; 4. kolo; PH+SČ soutěž mužů,"části: 1:0, 2:0, 4:0, střely na branku: 0:0","rozhodčí: Šimek Tomáš, Hrubý Dominik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                     Vojtěch Vašák  Patrik Toulec,                     Vojtěch Vašák  Patrik Toulec,2017/2018,25.11.2017, SH ZŠ Kunratice,sobota, Šimek Tomáš, Hrubý Dominik, PH+SČ soutěž mužů
50,197395,FBC Penguins Praha,FBC Uhříněves,2,5,Lose,sobota 25.11.2017; SH ZŠ Kunratice,počet diváků: 6,začátek 12:40; konec 13:27,Utkání: 3XM82017/2018-A032; 4. kolo; PH+SČ soutěž mužů,"části: 1:2, 1:1, 0:2, střely na branku: 0:0","rozhodčí: Šimek Tomáš, Hrubý Dominik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                    Martin Zelenka,                    Martin Zelenka,2017/2018,25.11.2017, SH ZŠ Kunratice,sobota, Šimek Tomáš, Hrubý Dominik, PH+SČ soutěž mužů
51,190313,FBC Penguins Praha,PALERMO PŘÍBRAM,7,12,Win,sobota 09.12.2017; SH Kralupy nad Vltavou,počet diváků: 2,začátek 10:00; konec 11:13,Utkání: 3XM82017/2018-A022; 3. kolo; PH+SČ soutěž mužů,"části: 1:4, 4:2, 2:6, střely na branku: 0:0","rozhodčí: Stránský Čeněk, Trejbal Patrik",delegát: ,                  Jakub Klement,                Filip Fišer,                Filip Fišer,2017/2018,09.12.2017, SH Kralupy nad Vltavou,sobota, Stránský Čeněk, Trejbal Patrik, PH+SČ soutěž mužů
52,199709,FBC Penguins Praha,FbK 1996 Příbram,5,6,Lose,neděle 17.12.2017; SH Gymnázium Sedlčany,počet diváků: 13,začátek 17:10; konec 18:10,Utkání: 3XM82017/2018-A044; 5. kolo; PH+SČ soutěž mužů,"části: 2:1, 2:2, 1:3, střely na branku: 0:0","rozhodčí: Jangl Jakub, Stárek Vojtěch",delegát: ,                  Kryštof Hoch,                 Pavel Zeman,                  Kryštof Hoch,2017/2018,17.12.2017, SH Gymnázium Sedlčany,neděle, Jangl Jakub, Stárek Vojtěch, PH+SČ soutěž mužů
53,202065,FBC Penguins Praha,TJ Sokol Dobříš B,6,2,Win,sobota 13.01.2018; SH Králův Dvůr,počet diváků: 11,začátek 11:30; konec 12:35,Utkání: 3XM82017/2018-A049; 6. kolo; PH+SČ soutěž mužů,"části: 0:3, 2:2, 0:1, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Krameš Jan",delegát: ,                    Vojtěch Brávek,                   Vladimír Drnec,                    Vojtěch Brávek,2017/2018,13.01.2018, SH Králův Dvůr,sobota, Cimrman Tomáš, Krameš Jan, PH+SČ soutěž mužů
54,202049,FBC Penguins Praha,F.C. Vorms Praha,6,6,Draw,sobota 13.01.2018; SH Králův Dvůr,počet diváků: 11,začátek 16:00; konec 17:05,Utkání: 3XM82017/2018-A053; 6. kolo; PH+SČ soutěž mužů,"části: 2:1, 3:3, 1:2, střely na branku: 0:0","rozhodčí: Brejcha Jan, Vojtěch Ondřej",delegát: ,                  Jakub Hruška,                      Břetislav Klápště      Jiří Horáček       Jiří Braüer,                  Jakub Hruška,2017/2018,13.01.2018, SH Králův Dvůr,sobota, Brejcha Jan, Vojtěch Ondřej, PH+SČ soutěž mužů
55,206061,FBC Penguins Praha,Noxa TJ Ruzyně A,6,6,Draw,neděle 04.02.2018; SH Čakovice,počet diváků: 20,začátek 09:00; konec 10:08,Utkání: 3XM82017/2018-A055; 7. kolo; PH+SČ soutěž mužů,"části: 4:2, 0:4, 2:0, střely na branku: 0:0","rozhodčí: Bína Petr, Verner Jaroslav",delegát: ,                  Ondřej Zeman,               Petr Urban,               Petr Urban,2017/2018,04.02.2018, SH Čakovice,neděle, Bína Petr, Verner Jaroslav, PH+SČ soutěž mužů
56,206070,FBC Penguins Praha,BLACK ANGELS D DYNAMO,6,9,Lose,neděle 04.02.2018; SH Čakovice,počet diváků: 20,začátek 12:40; konec 13:45,Utkání: 3XM82017/2018-A058; 7. kolo; PH+SČ soutěž mužů,"části: 2:1, 2:3, 2:5, střely na branku: 0:0","rozhodčí: Bína Petr, Verner Jaroslav",delegát: ,                    Vojtěch Brávek,               Jan Sláma,                    Vojtěch Brávek,2017/2018,04.02.2018, SH Čakovice,neděle, Bína Petr, Verner Jaroslav, PH+SČ soutěž mužů
57,211408,FBC Penguins Praha,PALERMO PŘÍBRAM,6,6,Draw,sobota 10.03.2018; SH Dobříš,počet diváků: 15,začátek 09:10; konec 10:12,Utkání: 3XM82017/2018-A065; 8. kolo; PH+SČ soutěž mužů,"části: 2:2, 3:1, 1:3, střely na branku: 0:0","rozhodčí: Gaberdén Filip, Novotný Jakub",delegát: Leibl Filip,                  Jakub Klement,                Filip Fišer,                  Jakub Klement,2017/2018,10.03.2018, SH Dobříš,sobota, Gaberdén Filip, Novotný Jakub, PH+SČ soutěž mužů
58,211427,FBC Penguins Praha,FBC LYNX,7,6,Win,sobota 10.03.2018; SH Dobříš,počet diváků: 0,začátek 17:20; konec ,Utkání: 3XM82017/2018-A072; 8. kolo; PH+SČ soutěž mužů,"části: 1:2, 2:2, 4:2, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Gross Jan",delegát: ,                  Kryštof Hoch,                   Vladimír John,                   Vladimír John,2017/2018,10.03.2018, SH Dobříš,sobota, Cimrman Tomáš, Gross Jan, PH+SČ soutěž mužů
59,214987,FBC Penguins Praha,FBC Uhříněves,7,2,Win,sobota 07.04.2018; SH Králův Dvůr,počet diváků: 4,začátek 15:00; konec 16:00,Utkání: 3XM82017/2018-A079; 9. kolo; PH+SČ soutěž mužů,"části: 0:1, 0:1, 2:5, střely na branku: 0:0","rozhodčí: Machů Jakub, Cimrman Tomáš",delegát: ,                   Daniel Klugar,                 Lukáš Bárta,                   Daniel Klugar,2017/2018,07.04.2018, SH Králův Dvůr,sobota, Machů Jakub, Cimrman Tomáš, PH+SČ soutěž mužů
60,214982,FBC Penguins Praha,Fbk Buldoci Radotín B,2,3,Lose,sobota 07.04.2018; SH Králův Dvůr,počet diváků: 0,začátek 17:20; konec 18:18,Utkání: 3XM82017/2018-A081; 9. kolo; PH+SČ soutěž mužů,"části: 2:1, 0:1, 0:1, střely na branku: 0:0","rozhodčí: Kotyza Karel, Machů Jakub",delegát: ,                  Ondřej Zeman,                 Martin Jurka,                 Martin Jurka,2017/2018,07.04.2018, SH Králův Dvůr,sobota, Kotyza Karel, Machů Jakub, PH+SČ soutěž mužů
61,217306,FBC Penguins Praha,FbK 1996 Příbram,0,7,Lose,sobota 28.04.2018; TJ Ruzyně,počet diváků: 3,začátek 15:10; konec 16:05,Utkání: 3XM82017/2018-A088; 10. kolo; PH+SČ soutěž mužů,"části: 3:0, 1:0, 3:0, střely na branku: 20:20","rozhodčí: Cimrman Tomáš, Gross Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                     Jaroslav Skácel,                     Jaroslav Skácel,2017/2018,28.04.2018, TJ Ruzyně,sobota, Cimrman Tomáš, Gross Jan, PH+SČ soutěž mužů
62,222086,FBC Penguins Praha,J.B.M. Praha,2,5,Lose,neděle 23.09.2018; Unihoc Aréna Praha,počet diváků: 0,začátek 08:00; konec 09:07,Utkání: 3XM82018/2019-B001; 1. kolo; PHaSČ soutěž mužů,"části: 0:0, 0:0, 5:2, střely na branku: 0:0","rozhodčí: Horyna Jakub, Voldřich Adam",delegát: ,                  Jakub Hruška   Michal Šíma,                 Tomáš Hájek,                 Tomáš Hájek,2018/2019,23.09.2018, Unihoc Aréna Praha,neděle, Horyna Jakub, Voldřich Adam, PHaSČ soutěž mužů
63,222085,FBC Penguins Praha,Šneci z Pěšin,9,4,Win,neděle 23.09.2018; Unihoc Aréna Praha,počet diváků: 0,začátek 10:20; konec 11:27,Utkání: 3XM82018/2019-B003; 1. kolo; PHaSČ soutěž mužů,"části: 3:1, 2:2, 4:1, střely na branku: 0:0","rozhodčí: Koucký Filip, Pavlík Martin",delegát: ,                  Jakub Hruška,               Jiří Čihák,                  Jakub Hruška,2018/2019,23.09.2018, Unihoc Aréna Praha,neděle, Koucký Filip, Pavlík Martin, PHaSČ soutěž mužů
64,225356,FBC Penguins Praha,T.B.C. LUCERN Králův Dvůr C,5,5,Draw,neděle 14.10.2018; Sport Eden Beroun,počet diváků: 0,začátek 10:10; konec 11:18,Utkání: 3XM82018/2019-B012; 2. kolo; PHaSČ soutěž mužů,"části: 2:2, 1:2, 2:1, střely na branku: 0:0","rozhodčí: Recht Lukáš, Fišer Daniel",delegát: ,                    Mikuláš Vyleta    Václav Boček,                  Lukáš Jirásek,                      Lukáš Jirásek  Mikuláš Vyleta    Václav Boček,2018/2019,14.10.2018, Sport Eden Beroun,neděle, Recht Lukáš, Fišer Daniel, PHaSČ soutěž mužů
65,225354,FBC Penguins Praha,GLADIATOR TEAM BEROUN,5,2,Win,neděle 14.10.2018; Sport Eden Beroun,počet diváků: 0,začátek 12:30; konec 13:35,Utkání: 3XM82018/2019-B014; 2. kolo; PHaSČ soutěž mužů,"části: 3:0, 1:1, 1:1, střely na branku: 0:0","rozhodčí: Recht Lukáš, Fišer Daniel",delegát: ,                  Václav Boček,                   Radim Onderka,                  Václav Boček,2018/2019,14.10.2018, Sport Eden Beroun,neděle, Recht Lukáš, Fišer Daniel, PHaSČ soutěž mužů
66,229020,FBC Penguins Praha,TJ Lokomotiva Rakovník B,3,3,Draw,sobota 03.11.2018; Sport Eden Beroun,počet diváků: 12,začátek 15:00; konec 16:02,Utkání: 3XM82018/2019-B026; 3. kolo; PHaSČ soutěž mužů,"části: 0:1, 2:1, 1:1, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Stárek Vojtěch",delegát: ,                    Mikuláš Vyleta,                 Vít Němeček,                    Mikuláš Vyleta     Vít Němeček,2018/2019,03.11.2018, Sport Eden Beroun,sobota, Nejedlo Daniel, Stárek Vojtěch, PHaSČ soutěž mužů
67,229018,FBC Penguins Praha,FBC DYNAMIS B,5,4,Win,sobota 03.11.2018; Sport Eden Beroun,počet diváků: 10,začátek 18:25; konec 19:25,Utkání: 3XM82018/2019-B029; 3. kolo; PHaSČ soutěž mužů,"části: 1:2, 1:2, 2:1, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Baloun Lukáš",delegát: ,                 Michal Šíma,                       David Martynek  Lukáš Chramosil,                 Michal Šíma,2018/2019,03.11.2018, Sport Eden Beroun,sobota, Trejbal Patrik, Baloun Lukáš, PHaSČ soutěž mužů
68,234993,FBC Penguins Praha,FBC JELENI UNHOŠŤ,3,2,Win,sobota 22.12.2018; TJ Radlice,počet diváků: 0,začátek 10:10; konec 11:30,Utkání: 3XM82018/2019-B042; 5. kolo; PHaSČ soutěž mužů,"části: 0:1, 1:1, 2:0, střely na branku: 0:0","rozhodčí: Dolejš Dominik, Cimrman Tomáš",delegát: ,                  Václav Boček,                  Vojtěch Mičín  Richard Hurt,                  Václav Boček,2018/2019,22.12.2018, TJ Radlice,sobota, Dolejš Dominik, Cimrman Tomáš, PHaSČ soutěž mužů
69,235067,FBC Penguins Praha,FBC Uhříněves,8,2,Win,sobota 22.12.2018; TJ Radlice,počet diváků: 12,začátek 13:40; konec 15:13,Utkání: 3XM82018/2019-B045; 5. kolo; PHaSČ soutěž mužů,"části: 0:2, 0:2, 2:4, střely na branku: 0:0","rozhodčí: Bollardt Filip, Hrubý Dominik",delegát: ,                  Jakub Hruška,                  Ondřej Kulka,                  Jakub Hruška,2018/2019,22.12.2018, TJ Radlice,sobota, Bollardt Filip, Hrubý Dominik, PHaSČ soutěž mužů
70,237790,FBC Penguins Praha,TJ Lokomotiva Rakovník B,10,6,Lose,sobota 19.01.2019; SH Hořovice,počet diváků: 10,začátek 16:10; konec 17:11,Utkání: 3XM82018/2019-B058; 6. kolo; PHaSČ soutěž mužů,"části: 2:1, 3:5, 1:4, střely na branku: 0:0","rozhodčí: Dolejší Filip, Chuděj Jan",delegát: ,                  Ondřej Zeman,                Petr Ježek,                Petr Ježek,2018/2019,19.01.2019, SH Hořovice,sobota, Dolejší Filip, Chuděj Jan, PHaSČ soutěž mužů
71,237788,FBC Penguins Praha,Šneci z Pěšin,4,12,Win,sobota 19.01.2019; SH Hořovice,počet diváků: 0,začátek 18:30; konec 19:45,Utkání: 3XM82018/2019-B060; 6. kolo; PHaSČ soutěž mužů,"části: 6:2, 4:0, 2:2, střely na branku: 0:0","rozhodčí: Jícha Ondřej, Krupička Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                    Lukáš Trampota,                    Lukáš Trampota,2018/2019,19.01.2019, SH Hořovice,sobota, Jícha Ondřej, Krupička Jan, PHaSČ soutěž mužů
72,241681,FBC Penguins Praha,FBC Ressler boys,6,5,Win,neděle 10.02.2019; SH Králův Dvůr,počet diváků: 1,začátek 16:00; konec 17:18,Utkání: 3XM82018/2019-B067; 7. kolo; PHaSČ soutěž mužů,"části: 2:2, 0:1, 4:2, střely na branku: 0:0","rozhodčí: Vostrá Jana, Stuš Pavel",delegát: ,                  Jakub Klement    Filip Terč  Kryštof Hoch  Ondřej Zeman,                    Ctibor Chmelař,                    Ctibor Chmelař,2018/2019,10.02.2019, SH Králův Dvůr,neděle, Vostrá Jana, Stuš Pavel, PHaSČ soutěž mužů
73,241680,FBC Penguins Praha,FBK Vosy Praha DDM P2 B,0,4,Lose,neděle 10.02.2019; SH Králův Dvůr,počet diváků: 3,začátek 18:20; konec 19:28,Utkání: 3XM82018/2019-B069; 7. kolo; PHaSČ soutěž mužů,"části: 0:0, 1:0, 3:0, střely na branku: 0:0","rozhodčí: Tomeš Miroslav, Hencl Karel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                   Michael Dvořák,                   Michael Dvořák,2018/2019,10.02.2019, SH Králův Dvůr,neděle, Tomeš Miroslav, Hencl Karel, PHaSČ soutěž mužů
74,244649,FBC Penguins Praha,FBC DYNAMIS B,6,2,Win,sobota 02.03.2019; SH Stochov,počet diváků: 0,začátek 17:27; konec 18:29,Utkání: 3XM82018/2019-B078; 8. kolo; PHaSČ soutěž mužů,"části: 2:2, 2:0, 2:0, střely na branku: 0:0","rozhodčí: Bollardt Filip, Přibil Daniel",delegát: ,                  Kryštof Hoch,"Empty DataFrame
Columns: [Player]
Index: []",                  Kryštof Hoch,2018/2019,02.03.2019, SH Stochov,sobota, Bollardt Filip, Přibil Daniel, PHaSČ soutěž mužů
75,244647,FBC Penguins Praha,J.B.M. Praha,0,2,Lose,sobota 02.03.2019; SH Stochov,počet diváků: 0,začátek 19:52; konec 20:49,Utkání: 3XM82018/2019-B080; 8. kolo; PHaSČ soutěž mužů,"části: 0:0, 0:0, 0:2, střely na branku: 0:0","rozhodčí: Bollardt Filip, Přibil Daniel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2018/2019,02.03.2019, SH Stochov,sobota, Bollardt Filip, Přibil Daniel, PHaSČ soutěž mužů
76,247469,FBC Penguins Praha,FBC JELENI UNHOŠŤ,3,2,Win,neděle 24.03.2019; SH Děkanka,počet diváků: 0,začátek 16:10; konec 17:20,Utkání: 3XM82018/2019-B088; 9. kolo; PHaSČ soutěž mužů,"části: 0:2, 0:1, 2:0, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2018/2019,24.03.2019, SH Děkanka,neděle, Flek Václav, Bollardt Filip, PHaSČ soutěž mužů
77,247467,FBC Penguins Praha,FBC Uhříněves,7,2,Win,neděle 24.03.2019; SH Děkanka,počet diváků: 0,začátek 18:38; konec 19:43,Utkání: 3XM82018/2019-B090; 9. kolo; PHaSČ soutěž mužů,"části: 2:0, 2:1, 3:1, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,                    Vojtěch Brávek   Daniel Klugar,                  Lukáš Bárta,                      Vojtěch Brávek    Daniel Klugar     Lukáš Bárta,2018/2019,24.03.2019, SH Děkanka,neděle, Flek Václav, Bollardt Filip, PHaSČ soutěž mužů
78,233120,FBC Penguins Praha,FBC Ressler boys,1,4,Lose,sobota 13.04.2019; SH TJ Kobylisy,počet diváků: 0,začátek 09:00; konec 10:04,Utkání: 3XM82018/2019-B091; 10. kolo; PHaSČ soutěž mužů,"části: 0:0, 2:1, 2:0, střely na branku: 0:0","rozhodčí: Šubrt Jan, Štěpánek Jakub",delegát: ,                   Ondřej Zeman,                    Štefan Záležák,                    Štefan Záležák,2018/2019,13.04.2019, SH TJ Kobylisy,sobota, Šubrt Jan, Štěpánek Jakub, PHaSČ soutěž mužů
79,250974,FBC Penguins Praha,T.B.C. LUCERN Králův Dvůr C,1,4,Lose,sobota 13.04.2019; SH TJ Kobylisy,počet diváků: 0,začátek 12:30; konec 13:20,Utkání: 3XM82018/2019-B094; 10. kolo; PHaSČ soutěž mužů,"části: 0:1, 0:1, 1:2, střely na branku: 0:0","rozhodčí: Gaberdén Filip, Škoula Daniel",delegát: ,                  Jakub Hruška,                  Lukáš Jirásek   Tomáš Vlček    Petr Kubuš,                  Lukáš Jirásek   Tomáš Vlček    Petr Kubuš,2018/2019,13.04.2019, SH TJ Kobylisy,sobota, Gaberdén Filip, Škoula Daniel, PHaSČ soutěž mužů
80,252765,FBC Penguins Praha,GLADIATOR TEAM BEROUN,5,4,Win,sobota 04.05.2019; SH BIOS Kladno,počet diváků: 0,začátek 13:50; konec 15:49,Utkání: 3XM82018/2019-B106; 11. kolo; PHaSČ soutěž mužů,"části: 1:4, 0:1, 3:0, střely na branku: 0:0","rozhodčí: Baloun Lukáš, Trejbal Patrik",delegát: ,                  Václav Boček,                   Radim Onderka,                   Radim Onderka,2018/2019,04.05.2019, SH BIOS Kladno,sobota, Baloun Lukáš, Trejbal Patrik, PHaSČ soutěž mužů
81,252762,FBC Penguins Praha,FBK Vosy Praha DDM P2 B,1,1,Draw,sobota 04.05.2019; SH BIOS Kladno,počet diváků: 0,začátek 18:09; konec 19:05,Utkání: 3XM82018/2019-B109; 11. kolo; PHaSČ soutěž mužů,"části: 0:0, 0:1, 1:0, střely na branku: 0:0","rozhodčí: Hlinka Karel, Jestříbek Jiří",delegát: ,                  Kryštof Hoch,                  Robin Franče,"Empty DataFrame
Columns: [Player]
Index: []",2018/2019,04.05.2019, SH BIOS Kladno,sobota, Hlinka Karel, Jestříbek Jiří, PHaSČ soutěž mužů
82,258459,FBC Penguins Praha,Orka Čelákovice B,2,7,Lose,neděle 06.10.2019; Sport Eden Beroun,počet diváků: 25,začátek 08:00; konec 09:03,Utkání: 3XM72019/2020-D001; 1. kolo; PH a SČ přebor mužů,"části: 3:2, 0:0, 4:0, střely na branku: 0:0","rozhodčí: Baloun Lukáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",               Jan Mitka,               Jan Mitka,2019/2020,06.10.2019, Sport Eden Beroun,neděle, Baloun Lukáš, Trejbal Patrik, PH a SČ přebor mužů
83,258090,FBC Penguins Praha,FAT PIPE FLORBAL CHODOV C,2,8,Lose,neděle 06.10.2019; Sport Eden Beroun,počet diváků: 23,začátek 11:05; konec 12:07,Utkání: 3XM72019/2020-D004; 1. kolo; PH a SČ přebor mužů,"části: 2:1, 0:1, 0:6, střely na branku: 0:0","rozhodčí: Baloun Lukáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                  Martin Kovář,                  Martin Kovář,2019/2020,06.10.2019, Sport Eden Beroun,neděle, Baloun Lukáš, Trejbal Patrik, PH a SČ přebor mužů
84,261060,FBC Penguins Praha,FBK Vosy Praha DDM P2 B,4,7,Lose,neděle 20.10.2019; SH VŠE,počet diváků: 0,začátek 13:50; konec 15:00,Utkání: 3XM72019/2020-D016; 2. kolo; PH a SČ přebor mužů,"části: 0:3, 0:2, 4:2, střely na branku: 0:0","rozhodčí: Brak Jan, Hejzlar David",delegát: ,                  Václav Boček,                    Tomáš Medřický,                    Tomáš Medřický,2019/2020,20.10.2019, SH VŠE,neděle, Brak Jan, Hejzlar David, PH a SČ přebor mužů
85,261055,FBC Penguins Praha,Sport Kolín Pátečníci,2,9,Lose,neděle 20.10.2019; SH VŠE,počet diváků: 0,začátek 17:20; konec 18:15,Utkání: 3XM72019/2020-D019; 2. kolo; PH a SČ přebor mužů,"části: 3:2, 2:0, 4:0, střely na branku: 0:0","rozhodčí: Brak Jan, Hejzlar David",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                 Milan Ježek,                 Milan Ježek,2019/2020,20.10.2019, SH VŠE,neděle, Brak Jan, Hejzlar David, PH a SČ přebor mužů
86,263313,FBC Penguins Praha,FBC Snipers Poděbrady,2,4,Lose,neděle 03.11.2019; SH Zruč nad Sázavou,počet diváků: 6,začátek 13:49; konec 14:45,Utkání: 3XM72019/2020-D026; 3. kolo; PH a SČ přebor mužů,"části: 0:1, 1:1, 1:2, střely na branku: 0:0","rozhodčí: Tůma Jan, Přibil Daniel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                      Radek Petrnoušek,                      Radek Petrnoušek,2019/2020,03.11.2019, SH Zruč nad Sázavou,neděle, Tůma Jan, Přibil Daniel, PH a SČ přebor mužů
87,263310,FBC Penguins Praha,ASI Torza Sorry,2,8,Lose,neděle 03.11.2019; SH Zruč nad Sázavou,počet diváků: 10,začátek 16:12; konec 17:11,Utkání: 3XM72019/2020-D028; 3. kolo; PH a SČ přebor mužů,"části: 5:0, 2:1, 1:1, střely na branku: 0:0","rozhodčí: Hertz David, Chuděj Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",               Jan Buchta,               Jan Buchta,2019/2020,03.11.2019, SH Zruč nad Sázavou,neděle, Hertz David, Chuděj Jan, PH a SČ přebor mužů
88,267256,FBC Penguins Praha,Orka Čelákovice B,0,8,Lose,sobota 23.11.2019; TJ Radlice,počet diváků: 0,začátek 16:00; konec 17:10,Utkání: 3XM72019/2020-D037; 4. kolo; PH a SČ přebor mužů,"části: 0:3, 0:5, 0:0, střely na branku: 0:0","rozhodčí: Knap Jan, Kolář Michal",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                   Martin Šťastný,                   Martin Šťastný,2019/2020,23.11.2019, TJ Radlice,sobota, Knap Jan, Kolář Michal, PH a SČ přebor mužů
89,267257,FBC Penguins Praha,FBC VŠTJ Ekonom Praha,2,10,Win,sobota 23.11.2019; TJ Radlice,počet diváků: 0,začátek 18:20; konec 19:41,Utkání: 3XM72019/2020-D039; 4. kolo; PH a SČ přebor mužů,"části: 4:0, 2:0, 4:2, střely na branku: 0:0","rozhodčí: Knap Jan, Kolář Michal",delegát: ,                  Jakub Hruška,                  Tomáš Špinka,                  Tomáš Špinka,2019/2020,23.11.2019, TJ Radlice,sobota, Knap Jan, Kolář Michal, PH a SČ přebor mužů
90,271089,FBC Penguins Praha,Prague Tigers C,3,5,Lose,neděle 15.12.2019; SH Kostelec nad Černými lesy,počet diváků: 0,začátek 15:00; konec 16:05,Utkání: 3XM72019/2020-D047; 5. kolo; PH a SČ přebor mužů,"části: 0:0, 2:2, 3:1, střely na branku: 0:0","rozhodčí: Přibil Daniel, Joska Tomáš",delegát: ,                  Jakub Hruška,                Jan Fencík,                  Jakub Hruška,2019/2020,15.12.2019, SH Kostelec nad Černými lesy,neděle, Přibil Daniel, Joska Tomáš, PH a SČ přebor mužů
91,271087,FBC Penguins Praha,FBC Snipers Poděbrady,3,4,Lose,neděle 15.12.2019; SH Kostelec nad Černými lesy,počet diváků: 0,začátek 17:20; konec 18:23,Utkání: 3XM72019/2020-D049; 5. kolo; PH a SČ přebor mužů,"části: 0:2, 3:0, 1:1, střely na branku: 0:0","rozhodčí: Přibil Daniel, Joska Tomáš",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                      Radek Petrnoušek,                      Radek Petrnoušek,2019/2020,15.12.2019, SH Kostelec nad Černými lesy,neděle, Přibil Daniel, Joska Tomáš, PH a SČ přebor mužů
92,273338,FBC Penguins Praha,ASI Torza Sorry,1,10,Lose,sobota 11.01.2020; Sport Eden Beroun,počet diváků: 0,začátek 15:00; konec 15:57,Utkání: 3XM72019/2020-D057; 6. kolo; PH a SČ přebor mužů,"části: 0:4, 0:2, 1:4, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,                    Mikuláš Vyleta,               Jan Buchta,               Jan Buchta,2019/2020,11.01.2020, Sport Eden Beroun,sobota, Flek Václav, Bollardt Filip, PH a SČ přebor mužů
93,273335,FBC Penguins Praha,FBK VŠSK PaedF UK Praha,4,6,Lose,sobota 11.01.2020; Sport Eden Beroun,počet diváků: 0,začátek 18:30; konec 19:33,Utkání: 3XM72019/2020-D060; 6. kolo; PH a SČ přebor mužů,"části: 3:3, 3:0, 0:1, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,                 Michal Šíma,                 Luboš Kučera,                 Luboš Kučera,2019/2020,11.01.2020, Sport Eden Beroun,sobota, Flek Václav, Bollardt Filip, PH a SČ přebor mužů
94,277341,FBC Penguins Praha,FBC Pitbulls Kolín B,1,6,Lose,sobota 01.02.2020; TJ Sokol Vinohrady,počet diváků: 3,začátek 08:00; konec 09:00,Utkání: 3XM72019/2020-D061; 7. kolo; PH a SČ přebor mužů,"části: 0:3, 1:1, 0:2, střely na branku: 0:0","rozhodčí: Jirka Martin, Přibil Daniel",delegát: ,                  Jakub Hruška,                 David Horák,                 David Horák,2019/2020,01.02.2020, TJ Sokol Vinohrady,sobota, Jirka Martin, Přibil Daniel, PH a SČ přebor mužů
95,277256,FBC Penguins Praha,FAT PIPE FLORBAL CHODOV C,3,5,Lose,sobota 01.02.2020; TJ Sokol Vinohrady,počet diváků: 0,začátek 10:20; konec 11:20,Utkání: 3XM72019/2020-D063; 7. kolo; PH a SČ přebor mužů,"části: 0:1, 3:0, 2:2, střely na branku: 0:0","rozhodčí: Kubašovský Jakub, Gabesam René",delegát: ,                  Kryštof Hoch,                  Ondřej Turek,                  Ondřej Turek,2019/2020,01.02.2020, TJ Sokol Vinohrady,sobota, Kubašovský Jakub, Gabesam René, PH a SČ přebor mužů
96,284092,FBC Penguins Praha,FBC Pitbulls Kolín B,3,4,Lose,sobota 12.09.2020; Sport Eden Beroun,počet diváků: 3,začátek 15:00; konec 16:07,Utkání: 3XM72020/2021-D007; 1. kolo; PH a SČ přebor mužů,"části: 2:3, 0:1, 1:0, střely na branku: 0:0","rozhodčí: Herman Petr, Kolář Michal",delegát: ,                  Jakub Hruška,                    Ondřej Šlechta,                  Jakub Hruška,2020/2021,12.09.2020, Sport Eden Beroun,sobota, Herman Petr, Kolář Michal, PH a SČ přebor mužů
