,Id,Team,Opponent,Goal_team,Goal_opponent,Outcome,Date_place,visitors,begin_end,round_soutez,casti_strely,referee,delegate,MOTM_Team,MOTM_Opponent,MOTM,Season,Date,Place,Weekday,ref1,ref2,League
10,142369,FBC Penguins Praha,Athletics Praha D,4,9,Lose,neděle 10.01.2016; Přetlaková SH Kladno,počet diváků: 0,začátek 08:00; konec ,Utkání: 3XM92015/2016-A079; 7. kolo; PH+SČ třída mužů,"části: 0:0, 6:1, 3:3, střely na branku: 0:0","rozhodčí: Keprta Antonín, Pavlík Martin",delegát: ,                  Kryštof Hoch,                   Zbyněk Prokšan,                   Zbyněk Prokšan,2015/2016,10.01.2016, Přetlaková SH Kladno,neděle, Keprta Antonín, Pavlík Martin, PH+SČ třída mužů
11,142372,FBC Penguins Praha,FBC Kralupy n/V C,5,3,Win,neděle 10.01.2016; Přetlaková SH Kladno,počet diváků: 0,začátek 11:30; konec ,Utkání: 3XM92015/2016-A082; 7. kolo; PH+SČ třída mužů,"části: 1:1, 1:1, 3:1, střely na branku: 0:0","rozhodčí: Keprta Antonín, Pavlík Martin",delegát: ,                   Martin Bukovič   Jakub Klement,                  Josef Kučera,                   Martin Bukovič   Jakub Klement   Josef Kučera,2015/2016,10.01.2016, Přetlaková SH Kladno,neděle, Keprta Antonín, Pavlík Martin, PH+SČ třída mužů
12,144132,FBC Penguins Praha,Gladiátor Team Beroun B,2,6,Lose,sobota 23.01.2016; TJ Ruzyně,počet diváků: 0,začátek 12:30; konec ,Utkání: 3XM92015/2016-A088; 8. kolo; PH+SČ třída mužů,"části: 4:0, 1:1, 1:1, střely na branku: 0:0","rozhodčí: Jícha Ondřej, Krupička Jan",delegát: ,                   Martin Bukovič   Ondřej Zeman,                   Radim Onderka,                   Radim Onderka,2015/2016,23.01.2016, TJ Ruzyně,sobota, Jícha Ondřej, Krupička Jan, PH+SČ třída mužů
13,144134,FBC Penguins Praha,FBC Slavia Praha B,3,7,Lose,sobota 23.01.2016; TJ Ruzyně,počet diváků: 0,začátek 14:50; konec ,Utkání: 3XM92015/2016-A090; 8. kolo; PH+SČ třída mužů,"části: 2:3, 0:3, 1:1, střely na branku: 0:0","rozhodčí: Jícha Ondřej, Líska Jakub",delegát: Drápalová Vendula,"Empty DataFrame
Columns: [Player]
Index: []",                         Vítek Moučka  Alexandr Mostýn,                         Vítek Moučka  Alexandr Mostýn,2015/2016,23.01.2016, TJ Ruzyně,sobota, Jícha Ondřej, Líska Jakub, PH+SČ třída mužů
14,145416,FBC Penguins Praha,CRPA B Prague Amigos,3,3,Draw,sobota 06.02.2016; SH Králův Dvůr,počet diváků: 0,začátek 09:00; konec ,Utkání: 3XM92015/2016-A097; 9. kolo; PH+SČ třída mužů,"části: 1:1, 1:2, 1:0, střely na branku: 0:0","rozhodčí: Šedová Kristýna, Beranová Barbora",delegát: ,                  Jakub Klement,                 Ondřej Šafář,                  Jakub Klement,2015/2016,06.02.2016, SH Králův Dvůr,sobota, Šedová Kristýna, Beranová Barbora, PH+SČ třída mužů
15,145419,FBC Penguins Praha,Florbal Riders,3,8,Lose,sobota 06.02.2016; SH Králův Dvůr,počet diváků: 0,začátek 11:20; konec ,Utkání: 3XM92015/2016-A099; 9. kolo; PH+SČ třída mužů,"části: 3:2, 3:1, 2:0, střely na branku: 0:0","rozhodčí: Šedová Kristýna, Michálek Petr",delegát: ,                  Tomáš Weisser,                       Tomáš Karbusický      Tomáš Hruška,                       Tomáš Karbusický      Tomáš Hruška       Tomáš Weisser,2015/2016,06.02.2016, SH Králův Dvůr,sobota, Šedová Kristýna, Michálek Petr, PH+SČ třída mužů
16,148808,FBC Penguins Praha,FBC JELENI UNHOŠŤ B,6,4,Win,sobota 27.02.2016; TJ Ruzyně,počet diváků: 0,začátek 09:10; konec ,Utkání: 3XM92015/2016-A110; 10. kolo; PH+SČ třída mužů,"části: 2:2, 1:0, 3:2, střely na branku: 0:0","rozhodčí: Krameš Jan, Fišer Daniel",delegát: ,                    Mikuláš Vyleta,                   Lukáš Mendlík,                   Lukáš Mendlík,2015/2016,27.02.2016, TJ Ruzyně,sobota, Krameš Jan, Fišer Daniel, PH+SČ třída mužů
17,148818,FBC Penguins Praha,"FBC Young Boys ""B""",6,2,Win,sobota 27.02.2016; TJ Ruzyně,počet diváků: 0,začátek 13:50; konec ,Utkání: 3XM92015/2016-A114; 10. kolo; PH+SČ třída mužů,"části: 0:2, 0:0, 2:4, střely na branku: 0:0","rozhodčí: Novotný Jakub, Krameš Jan",delegát: ,                  Jakub Hruška,                Petr Sváda,                    Petr Sváda  Jakub Hruška,2015/2016,27.02.2016, TJ Ruzyně,sobota, Novotný Jakub, Krameš Jan, PH+SČ třída mužů
18,151296,FBC Penguins Praha,TJ Sokol Dobříš B,2,5,Lose,neděle 20.03.2016; SH Čakovice,počet diváků: 0,začátek 10:10; konec ,Utkání: 3XM92015/2016-A128; 11. kolo; PH+SČ třída mužů,"části: 2:1, 2:0, 1:1, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Jícha Ondřej",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                    Dominik Bouček,                    Dominik Bouček,2015/2016,20.03.2016, SH Čakovice,neděle, Cimrman Tomáš, Jícha Ondřej, PH+SČ třída mužů
19,151313,FBC Penguins Praha,Athletics Praha D,6,7,Lose,neděle 20.03.2016; SH Čakovice,počet diváků: 0,začátek 14:50; konec ,Utkání: 3XM92015/2016-A132; 11. kolo; PH+SČ třída mužů,"části: 3:1, 2:3, 1:3, střely na branku: 0:0","rozhodčí: Krupička Jan, Cimrman Tomáš",delegát: ,                  Ondřej Zeman,                   Zbyněk Prokšan,                   Zbyněk Prokšan,2015/2016,20.03.2016, SH Čakovice,neděle, Krupička Jan, Cimrman Tomáš, PH+SČ třída mužů
20,153302,FBC Penguins Praha,FBC Atomovky,3,10,Win,sobota 09.04.2016; Sport Eden Beroun,počet diváků: 0,začátek 08:30; konec ,Utkání: 3XM92015/2016-A133; 12. kolo; PH+SČ třída mužů,"části: 4:0, 5:0, 1:3, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Baloun Milan",delegát: ,                  Ondřej Zeman,                 Jakub Šíma,                 Jakub Šíma,2015/2016,09.04.2016, Sport Eden Beroun,sobota, Nejedlo Daniel, Baloun Milan, PH+SČ třída mužů
21,153426,FBC Penguins Praha,IBK Kubánský Klan C,6,5,Win,sobota 09.04.2016; Sport Eden Beroun,počet diváků: 0,začátek 12:00; konec ,Utkání: 3XM92015/2016-A136; 12. kolo; PH+SČ třída mužů,"části: 2:2, 0:2, 4:1, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Baloun Milan",delegát: ,                   Ondřej Zeman,                  Michal Kuruc,                   Ondřej Zeman,2015/2016,09.04.2016, Sport Eden Beroun,sobota, Nejedlo Daniel, Baloun Milan, PH+SČ třída mužů
22,155310,FBC Penguins Praha,Gladiátor Team Beroun B,6,3,Win,neděle 01.05.2016; TJ Radlice,počet diváků: 0,začátek 10:20; konec ,Utkání: 3XM92015/2016-A152; 13. kolo; PH+SČ třída mužů,"části: 3:0, 2:1, 1:2, střely na branku: 0:0","rozhodčí: Pochop Jiří, Krameš Jan",delegát: ,                Filip Terč,"Empty DataFrame
Columns: [Player]
Index: []",                Filip Terč,2015/2016,01.05.2016, TJ Radlice,neděle, Pochop Jiří, Krameš Jan, PH+SČ třída mužů
23,155930,FBC Penguins Praha,TJ Kyje,7,4,Win,neděle 01.05.2016; TJ Radlice,počet diváků: 0,začátek 15:00; konec ,Utkání: 3XM92015/2016-A156; 13. kolo; PH+SČ třída mužů,"části: 1:3, 2:3, 1:1, střely na branku: 0:0","rozhodčí: Zavadil Václav, Voltr Vít",delegát: ,                  Kryštof Hoch,"Empty DataFrame
Columns: [Player]
Index: []",                  Kryštof Hoch,2015/2016,01.05.2016, TJ Radlice,neděle, Zavadil Václav, Voltr Vít, PH+SČ třída mužů
24,158160,FBC Penguins Praha,IBK Svatý hole Kladno B,2,8,Lose,neděle 25.09.2016; SH ZŠ Kunratice,počet diváků: 0,začátek 13:50; konec 14:55,Utkání: 3XM82016/2017-B006; 1. kolo; PH+SČ soutěž mužů,"části: 3:1, 3:1, 2:0, střely na branku: 0:0","rozhodčí: Bína Petr, Přibil Daniel",delegát: ,                 Michal Šíma,                  Jan Juklíček,                  Jan Juklíček,2016/2017,25.09.2016, SH ZŠ Kunratice,neděle, Bína Petr, Přibil Daniel, PH+SČ soutěž mužů
25,158165,FBC Penguins Praha,TJ Sokol Královské Vinohrady D,3,7,Lose,neděle 25.09.2016; SH ZŠ Kunratice,počet diváků: 25,začátek 17:20; konec 18:13,Utkání: 3XM82016/2017-B009; 1. kolo; PH+SČ soutěž mužů,"části: 0:3, 0:3, 3:1, střely na branku: 0:0","rozhodčí: Hertz David, Jirka Martin",delegát: ,                  Ondřej Zeman,                          Miroslav Šíp  Oldřich Pilecký,                          Ondřej Zeman      Miroslav Šíp  Oldřich Pilecký,2016/2017,25.09.2016, SH ZŠ Kunratice,neděle, Hertz David, Jirka Martin, PH+SČ soutěž mužů
26,160490,FBC Penguins Praha,FbK Wildcats Praha B,0,7,Lose,sobota 15.10.2016; SH Zličín,počet diváků: 5,začátek 09:00; konec 10:00,Utkání: 3XM82016/2017-B011; 2. kolo; PH+SČ soutěž mužů,"části: 0:2, 0:2, 0:3, střely na branku: 0:0","rozhodčí: Machů Jakub, Přibyl Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                       Ondřej Kulakowski,                       Ondřej Kulakowski,2016/2017,15.10.2016, SH Zličín,sobota, Machů Jakub, Přibyl Jan, PH+SČ soutěž mužů
27,160696,FBC Penguins Praha,Gladiátor Team Beroun,9,1,Win,sobota 15.10.2016; SH Zličín,počet diváků: 4,začátek 12:30; konec 13:35,Utkání: 3XM82016/2017-B014; 2. kolo; PH+SČ soutěž mužů,"části: 0:3, 1:4, 0:2, střely na branku: 0:0","rozhodčí: Machů Jakub, Přibyl Jan",delegát: ,                  Ondřej Zeman,                   Radim Onderka,                  Ondřej Zeman,2016/2017,15.10.2016, SH Zličín,sobota, Machů Jakub, Přibyl Jan, PH+SČ soutěž mužů
28,165178,FBC Penguins Praha,FBC Ressler boys,2,3,Lose,neděle 06.11.2016; Sport Eden Beroun,počet diváků: 0,začátek 14:50; konec ,Utkání: 3XM82016/2017-B026; 3. kolo; PH+SČ soutěž mužů,"části: 1:1, 0:1, 1:1, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                    Ctibor Chmelař,                    Ctibor Chmelař,2016/2017,06.11.2016, Sport Eden Beroun,neděle, Cimrman Tomáš, Trejbal Patrik, PH+SČ soutěž mužů
29,165180,FBC Penguins Praha,SK Alien Nation Černošice,0,5,Lose,neděle 06.11.2016; Sport Eden Beroun,počet diváků: 0,začátek 17:10; konec ,Utkání: 3XM82016/2017-B028; 3. kolo; PH+SČ soutěž mužů,"části: 3:0, 2:0, 0:0, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                  Tomáš Pažout,                  Tomáš Pažout,2016/2017,06.11.2016, Sport Eden Beroun,neděle, Cimrman Tomáš, Trejbal Patrik, PH+SČ soutěž mužů
30,167687,FBC Penguins Praha,IBK Svatý hole Kladno B,3,12,Win,neděle 27.11.2016; SH VŠE,počet diváků: 0,začátek 09:10; konec ,Utkání: 3XM82016/2017-B032; 4. kolo; PH+SČ soutěž mužů,"části: 0:5, 3:4, 0:3, střely na branku: 0:0","rozhodčí: Bína Petr, Kropáček Jiří",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",                 Michal Šmíd,                 Michal Šmíd,2016/2017,27.11.2016, SH VŠE,neděle, Bína Petr, Kropáček Jiří, PH+SČ soutěž mužů
31,167690,FBC Penguins Praha,FBC Slavia Praha B,5,5,Draw,neděle 27.11.2016; SH VŠE,počet diváků: 0,začátek 11:30; konec ,Utkání: 3XM82016/2017-B034; 4. kolo; PH+SČ soutěž mužů,"části: 3:0, 1:4, 1:1, střely na branku: 0:0","rozhodčí: Bína Petr, Kropáček Jiří",delegát: ,                 Michal Šíma,                    Václav Měchura,                    Václav Měchura     Michal Šíma,2016/2017,27.11.2016, SH VŠE,neděle, Bína Petr, Kropáček Jiří, PH+SČ soutěž mužů
32,170888,FBC Penguins Praha,FBC Blue Horses Žehrovice B,12,2,Lose,neděle 18.12.2016; SH Radotín,počet diváků: 0,začátek 15:00; konec ,Utkání: 3XM82016/2017-B047; 5. kolo; PH+SČ soutěž mužů,"části: 0:3, 2:5, 0:4, střely na branku: 0:0","rozhodčí: Kozlík David, Dolejší Filip",delegát: ,                    Vojtěch Brávek,                     Stanislav Lepič,                    Vojtěch Brávek,2016/2017,18.12.2016, SH Radotín,neděle, Kozlík David, Dolejší Filip, PH+SČ soutěž mužů
33,170890,FBC Penguins Praha,FBC Ressler boys,4,5,Lose,neděle 18.12.2016; SH Radotín,počet diváků: 0,začátek 17:20; konec ,Utkání: 3XM82016/2017-B049; 5. kolo; PH+SČ soutěž mužů,"části: 2:2, 1:1, 2:1, střely na branku: 0:0","rozhodčí: Kozlík David, Dolejší Filip",delegát: ,                  Ondřej Zeman,                     Zdeněk Karásek,                     Zdeněk Karásek,2016/2017,18.12.2016, SH Radotín,neděle, Kozlík David, Dolejší Filip, PH+SČ soutěž mužů
34,173095,FBC Penguins Praha,SK Alien Nation Černošice,2,11,Win,sobota 14.01.2017; TJ Radlice,počet diváků: 0,začátek 15:00; konec ,Utkání: 3XM82016/2017-B057; 6. kolo; PH+SČ soutěž mužů,"části: 1:3, 0:5, 1:3, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: ,                  Ondřej Zeman,               David Ranš,               David Ranš,2016/2017,14.01.2017, TJ Radlice,sobota, Trejbal Patrik, Trnobranský Karel, PH+SČ soutěž mužů
35,173117,FBC Penguins Praha,Panthers Praha D,4,3,Win,sobota 14.01.2017; TJ Radlice,počet diváků: 0,začátek 18:30; konec ,Utkání: 3XM82016/2017-B060; 6. kolo; PH+SČ soutěž mužů,"části: 0:0, 2:4, 1:0, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: ,                   Daniel Klugar,                      Dominik Korolus,                   Daniel Klugar,2016/2017,14.01.2017, TJ Radlice,sobota, Trejbal Patrik, Trnobranský Karel, PH+SČ soutěž mužů
36,174037,FBC Penguins Praha,TJ Sokol Královské Vinohrady D,4,12,Win,sobota 11.02.2017; SH ZŠ Černošice-Mokropsy,počet diváků: 0,začátek 08:30; konec ,Utkání: 3XM82016/2017-B061; 7. kolo; PH+SČ soutěž mužů,"části: 2:0, 5:2, 5:2, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: Oriš Jan,                 Michal Šíma,                      Oldřich Pilecký,                      Oldřich Pilecký,2016/2017,11.02.2017, SH ZŠ Černošice-Mokropsy,sobota, Trejbal Patrik, Trnobranský Karel, PH+SČ soutěž mužů
37,177651,FBC Penguins Praha,IBK Kubánský Klan C,6,14,Win,sobota 11.02.2017; SH ZŠ Černošice-Mokropsy,počet diváků: 0,začátek 12:00; konec ,Utkání: 3XM82016/2017-B064; 7. kolo; PH+SČ soutěž mužů,"části: 1:5, 2:1, 3:8, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: ,                  Jakub Hruška   Michal Šíma,                  Michal Kuruc,                  Michal Kuruc,2016/2017,11.02.2017, SH ZŠ Černošice-Mokropsy,sobota, Trejbal Patrik, Trnobranský Karel, PH+SČ soutěž mužů
38,181133,FBC Penguins Praha,FBC Blue Horses Žehrovice B,4,3,Win,neděle 19.03.2017; Sport Eden Beroun,počet diváků: 0,začátek 13:50; konec ,Utkání: 3XM82016/2017-B086; 9. kolo; PH+SČ soutěž mužů,"části: 2:0, 1:0, 1:3, střely na branku: 0:0","rozhodčí: Dolejší Filip, Cimrman Tomáš",delegát: ,                   Ondřej Zeman,                   Michal Čermák,                   Ondřej Zeman,2016/2017,19.03.2017, Sport Eden Beroun,neděle, Dolejší Filip, Cimrman Tomáš, PH+SČ soutěž mužů
39,181139,FBC Penguins Praha,FbK Wildcats Praha B,5,5,Draw,neděle 19.03.2017; Sport Eden Beroun,počet diváků: 0,začátek 17:20; konec ,Utkání: 3XM82016/2017-B089; 9. kolo; PH+SČ soutěž mužů,"části: 2:1, 2:3, 1:1, střely na branku: 0:0","rozhodčí: Pavlík Martin, Cimrman Tomáš",delegát: ,                   Ondřej Zeman,                    Vojtěch Dlouhý,                      Vojtěch Dlouhý    Ondřej Zeman,2016/2017,19.03.2017, Sport Eden Beroun,neděle, Pavlík Martin, Cimrman Tomáš, PH+SČ soutěž mužů
40,184416,FBC Penguins Praha,Panthers Praha D,1,2,Lose,neděle 09.04.2017; SH Stochov,počet diváků: 0,začátek 09:10; konec ,Utkání: 3XM82016/2017-B092; 10. kolo; PH+SČ soutěž mužů,"části: 1:1, 0:0, 0:1, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Pavlík Martin",delegát: Reichelt Martin,                  Jakub Klement,"Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2016/2017,09.04.2017, SH Stochov,neděle, Nejedlo Daniel, Pavlík Martin, PH+SČ soutěž mužů
41,184419,FBC Penguins Praha,IBK Kubánský Klan C,4,8,Lose,neděle 09.04.2017; SH Stochov,počet diváků: 0,začátek 12:40; konec ,Utkání: 3XM82016/2017-B095; 10. kolo; PH+SČ soutěž mužů,"části: 3:1, 4:1, 1:2, střely na branku: 0:0","rozhodčí: Přibyl Jan, Machů Jakub",delegát: ,                  Ondřej Zeman,                  Pavel Kohout,                  Pavel Kohout,2016/2017,09.04.2017, SH Stochov,neděle, Přibyl Jan, Machů Jakub, PH+SČ soutěž mužů
42,186566,FBC Penguins Praha,Gladiátor Team Beroun,7,5,Win,neděle 30.04.2017; TJ Sokol Vinohrady,počet diváků: 0,začátek 13:50; konec ,Utkání: 3XM82016/2017-B106; 11. kolo; PH+SČ soutěž mužů,"části: 3:0, 2:3, 2:2, střely na branku: 0:0","rozhodčí: Grigar Tomáš, Jirka Martin",delegát: ,                  Ondřej Zeman,                 Bořek Sláma,                  Ondřej Zeman,2016/2017,30.04.2017, TJ Sokol Vinohrady,neděle, Grigar Tomáš, Jirka Martin, PH+SČ soutěž mužů
43,186570,FBC Penguins Praha,FBC Slavia Praha B,2,7,Lose,neděle 30.04.2017; TJ Sokol Vinohrady,počet diváků: 0,začátek 16:10; konec ,Utkání: 3XM82016/2017-B108; 11. kolo; PH+SČ soutěž mužů,"části: 0:2, 1:2, 1:3, střely na branku: 0:0","rozhodčí: Grigar Tomáš, Jirka Martin",delegát: ,                  Ondřej Zeman,                 Prokop Kocur,                 Prokop Kocur,2016/2017,30.04.2017, TJ Sokol Vinohrady,neděle, Grigar Tomáš, Jirka Martin, PH+SČ soutěž mužů
44,188121,FBC Penguins Praha,F.C. Vorms Praha,5,3,Win,sobota 16.09.2017; TJ Radlice,počet diváků: 0,začátek 11:20; konec 12:23,Utkání: 3XM82017/2018-A003; 1. kolo; PH+SČ soutěž mužů,"části: 1:3, 0:1, 2:1, střely na branku: 0:0","rozhodčí: Tůma Jan, Pavlík Martin",delegát: ,                      Jakub Klement   Daniel Klugar   Ondřej Zeman,                  Martin Brixí,                      Martin Brixí    Jakub Klement   Daniel Klugar   Ondřej Zeman,2017/2018,16.09.2017, TJ Radlice,sobota, Tůma Jan, Pavlík Martin, PH+SČ soutěž mužů
45,188126,FBC Penguins Praha,TJ Sokol Dobříš B,1,7,Lose,sobota 16.09.2017; TJ Radlice,počet diváků: 3,začátek 17:20; konec 18:26,Utkání: 3XM82017/2018-A008; 1. kolo; PH+SČ soutěž mužů,"části: 0:2, 1:2, 0:3, střely na branku: 0:0","rozhodčí: Hertz David, Hrubý Dominik",delegát: ,                   Daniel Klugar,                  Michal Kolář,                  Michal Kolář,2017/2018,16.09.2017, TJ Radlice,sobota, Hertz David, Hrubý Dominik, PH+SČ soutěž mužů
46,188617,FBC Penguins Praha,BLACK ANGELS D DYNAMO,3,8,Lose,neděle 01.10.2017; SH Radotín,počet diváků: 10,začátek 11:20; konec 12:25,Utkání: 3XM82017/2018-A012; 2. kolo; PH+SČ soutěž mužů,"části: 2:2, 3:0, 3:1, střely na branku: 0:0","rozhodčí: Fišer Daniel, Baloun Lukáš",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []",               Jan Sláma,               Jan Sláma,2017/2018,01.10.2017, SH Radotín,neděle, Fišer Daniel, Baloun Lukáš, PH+SČ soutěž mužů
47,188620,FBC Penguins Praha,Noxa TJ Ruzyně A,5,7,Lose,neděle 01.10.2017; SH Radotín,počet diváků: 5,začátek 14:50; konec 16:00,Utkání: 3XM82017/2018-A015; 2. kolo; PH+SČ soutěž mužů,"části: 2:2, 3:0, 0:5, střely na branku: 0:0","rozhodčí: Fišer Daniel, Baloun Lukáš",delegát: ,                    Mikuláš Vyleta,               Petr Urban,               Petr Urban,2017/2018,01.10.2017, SH Radotín,neděle, Fišer Daniel, Baloun Lukáš, PH+SČ soutěž mužů
48,190306,FBC Penguins Praha,FBC LYNX,4,13,Win,neděle 29.10.2017; SH Zličín,počet diváků: 2,začátek 11:00; konec 12:08,Utkání: 3XM82017/2018-A019; 3. kolo; PH+SČ soutěž mužů,"části: 2:3, 5:0, 6:1, střely na branku: 0:0","rozhodčí: Bollardt Filip, Šubrt Jan",delegát: ,                  Jakub Hruška,                 Karel Hrubý,                 Karel Hrubý,2017/2018,29.10.2017, SH Zličín,neděle, Bollardt Filip, Šubrt Jan, PH+SČ soutěž mužů
