,Id,Player,G,A,PTS,Season,Team_against,Team_for,Hattrick,Date,League
127,144132, Jakub Klement ,0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
128,144132, Mikuláš Vyleta ,0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
129,144132, Jakub Hruška ,0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
130,144132, Michal Šíma ,0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
131,144132, Antonio Rotondo ,0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
132,144132, Jiří Kvasnička ,0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
133,144132, Ondřej Zeman ,1,1,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
134,144134, Stanislav Kodet ,0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
135,144134, Martin Bukovič ,0,1,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
136,144134, Jakub Klement ,0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
137,144134, Mikuláš Vyleta ,0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
138,144134, Jakub Hruška ,0,1,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
139,144134, Michal Šíma ,1,0,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
140,144134, Antonio Rotondo ,0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
141,144134, Jiří Kvasnička ,0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
142,144134, Ondřej Zeman ,1,0,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha,0,23.01.2016, PH+SČ třída mužů
143,145416, Stanislav Kodet ,1,0,1,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
144,145416, Tomáš Weisser ,0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
145,145416, Jakub Klement ,2,0,2,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
146,145416, Jakub Hruška ,0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
147,145416, Jiří Kvasnička ,0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
148,145416, Daniel Klugar ,0,2,2,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
149,145416, Max Horn ,0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
150,145416, Kryštof Hoch ,0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
151,145416, Ondřej Zeman ,0,1,1,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
152,145419, Stanislav Kodet ,0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
153,145419, Tomáš Weisser ,2,0,2,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
154,145419, Jakub Klement ,0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
155,145419, Jakub Hruška ,0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
156,145419, Jiří Kvasnička ,0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
157,145419, Daniel Klugar ,0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
158,145419, Max Horn ,0,1,1,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
159,145419, Kryštof Hoch ,0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
160,145419, Ondřej Zeman ,1,0,1,2015/2016,Florbal Riders,FBC Penguins Praha,0,06.02.2016, PH+SČ třída mužů
161,148808, Stanislav Kodet ,0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
162,148808, Martin Bukovič ,0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
163,148808, Jakub Klement ,1,0,1,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
164,148808, Mikuláš Vyleta ,2,1,3,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
165,148808, Jakub Hruška ,1,1,2,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
166,148808, Antonio Rotondo ,0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
167,148808, Štěpán Kalina ,1,0,1,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
168,148808, Max Horn ,0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
169,148808, Kryštof Hoch ,0,3,3,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
170,148808, Ondřej Zeman ,1,1,2,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
171,148818, Stanislav Kodet ,0,0,0,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
172,148818, Martin Bukovič ,1,0,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
173,148818, Jakub Klement ,1,1,2,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
174,148818, Mikuláš Vyleta ,1,0,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
175,148818, Jakub Hruška ,2,0,2,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
176,148818, Antonio Rotondo ,0,1,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
177,148818, Štěpán Kalina ,1,0,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
178,148818, Max Horn ,0,1,1,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
179,148818, Kryštof Hoch ,0,0,0,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
180,148818, Ondřej Zeman ,0,0,0,2015/2016,"FBC Young Boys ""B""",FBC Penguins Praha,0,27.02.2016, PH+SČ třída mužů
181,151296, Stanislav Kodet ,0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
182,151296, Martin Bukovič ,0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
183,151296, Jakub Klement ,1,0,1,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
184,151296, Filip Terč ,0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
185,151296, Vojtěch Brávek ,0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
186,151296, Jakub Hruška ,0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
187,151296, Michal Šíma ,0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
188,151296, Antonio Rotondo ,0,0,0,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
189,151296, Kryštof Hoch ,0,1,1,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
190,151296, Ondřej Zeman ,1,0,1,2015/2016,TJ Sokol Dobříš B,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
191,151313, Stanislav Kodet ,0,0,0,2015/2016,Athletics Praha D,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
192,151313, Jakub Klement ,2,1,3,2015/2016,Athletics Praha D,FBC Penguins Praha,0,20.03.2016, PH+SČ třída mužů
