,Id,Player,G,A,PTS,Season,Team_against,Team_for
11,142372,97 Ondřej Zeman (U),1,0,1,2015/2016,FBC Kralupy n/V C,FBC Penguins Praha
0,144132,4 Stanislav Kodet (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
1,144132,7 Martin Bukovič (U),1,1,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
2,144132,9 Jakub Klement (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
3,144132,16 Mikuláš Vyleta (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
4,144132,17 Jakub Hruška (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
5,144132,18 Michal Šíma (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
6,144132,19 Antonio Rotondo (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
7,144132,22 Jiří Kvasnička (U),0,0,0,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
8,144132,97 Ondřej Zeman (U),1,1,2,2015/2016,Gladiátor Team Beroun B,FBC Penguins Praha
0,144134,4 Stanislav Kodet (U),0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
1,144134,7 Martin Bukovič (U),0,1,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
2,144134,9 Jakub Klement (U),0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
3,144134,16 Mikuláš Vyleta (U),0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
4,144134,17 Jakub Hruška (U),0,1,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
5,144134,18 Michal Šíma (U),1,0,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
6,144134,19 Antonio Rotondo (U),0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
7,144134,22 Jiří Kvasnička (U),0,0,0,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
8,144134,97 Ondřej Zeman (U),1,0,1,2015/2016,FBC Slavia Praha B,FBC Penguins Praha
0,145416,4 Stanislav Kodet (U),1,0,1,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
1,145416,6 Tomáš Weisser (U),0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
2,145416,9 Jakub Klement (U),2,0,2,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
3,145416,17 Jakub Hruška (U),0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
4,145416,22 Jiří Kvasnička (U),0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
5,145416,37 Daniel Klugar (U),0,2,2,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
6,145416,69 Max Horn (U),0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
7,145416,73 Kryštof Hoch (U),0,0,0,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
8,145416,97 Ondřej Zeman (U),0,1,1,2015/2016,CRPA B Prague Amigos,FBC Penguins Praha
0,145419,4 Stanislav Kodet (U),0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha
1,145419,6 Tomáš Weisser (U),2,0,2,2015/2016,Florbal Riders,FBC Penguins Praha
2,145419,9 Jakub Klement (U),0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha
3,145419,17 Jakub Hruška (U),0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha
4,145419,22 Jiří Kvasnička (U),0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha
5,145419,37 Daniel Klugar (U),0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha
6,145419,69 Max Horn (U),0,1,1,2015/2016,Florbal Riders,FBC Penguins Praha
7,145419,73 Kryštof Hoch (U),0,0,0,2015/2016,Florbal Riders,FBC Penguins Praha
8,145419,97 Ondřej Zeman (U),1,0,1,2015/2016,Florbal Riders,FBC Penguins Praha
0,148808,4 Stanislav Kodet (U),0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
1,148808,7 Martin Bukovič (U),0,0,0,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
2,148808,9 Jakub Klement (U),1,0,1,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
3,148808,16 Mikuláš Vyleta (U),2,1,3,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
4,148808,17 Jakub Hruška (U),1,1,2,2015/2016,FBC JELENI UNHOŠŤ B,FBC Penguins Praha
