,Id,Team,Opponent,Goal_team,Goal_opponent,Outcome,Date_place,visitors,begin_end,round_soutez,casti_strely,referee,delegate,MOTM_Team,MOTM_Opponent,MOTM,Season
10,142369,FBC Penguins Praha,Athletics Praha D,4,9,Lose,neděle 10.01.2016; Přetlaková SH Kladno,počet diváků: 0,začátek 08:00; konec ,Utkání: 3XM92015/2016-A079; 7. kolo; PH+SČ třída mužů,"části: 0:0, 6:1, 3:3, střely na branku: 0:0","rozhodčí: Keprta Antonín, Pavlík Martin",delegát: ,"                Player
8  73 Kryštof Hoch (U)","                 Player
1  7 Zbyněk Prokšan (U)","                 Player
1  7 Zbyněk Prokšan (U)",2015/2016
11,142372,FBC Penguins Praha,FBC Kralupy n/V C,5,3,Win,neděle 10.01.2016; Přetlaková SH Kladno,počet diváků: 0,začátek 11:30; konec ,Utkání: 3XM92015/2016-A082; 7. kolo; PH+SČ třída mužů,"části: 1:1, 1:1, 3:1, střely na branku: 0:0","rozhodčí: Keprta Antonín, Pavlík Martin",delegát: ,"                 Player
3  7 Martin Bukovič (U)
4   9 Jakub Klement (U)","                Player
0  11 Josef Kučera (U)","                 Player
3  7 Martin Bukovič (U)
4   9 Jakub Klement (U)
0   11 Josef Kučera (U)",2015/2016
12,144132,FBC Penguins Praha,Gladiátor Team Beroun B,2,6,Lose,sobota 23.01.2016; TJ Ruzyně,počet diváků: 0,začátek 12:30; konec ,Utkání: 3XM92015/2016-A088; 8. kolo; PH+SČ třída mužů,"části: 4:0, 1:1, 1:1, střely na branku: 0:0","rozhodčí: Jícha Ondřej, Krupička Jan",delegát: ,"                 Player
1  7 Martin Bukovič (U)
8   97 Ondřej Zeman (U)","                 Player
3  16 Radim Onderka (U)","                 Player
3  16 Radim Onderka (U)",2015/2016
13,144134,FBC Penguins Praha,FBC Slavia Praha B,3,7,Lose,sobota 23.01.2016; TJ Ruzyně,počet diváků: 0,začátek 14:50; konec ,Utkání: 3XM92015/2016-A090; 8. kolo; PH+SČ třída mužů,"části: 2:3, 0:3, 1:1, střely na branku: 0:0","rozhodčí: Jícha Ondřej, Líska Jakub",delegát: Drápalová Vendula,"Empty DataFrame
Columns: [Player]
Index: []","                   Player
0      2 Vítek Moučka (U)
3  23 Alexandr Mostýn (U)","                   Player
0      2 Vítek Moučka (U)
3  23 Alexandr Mostýn (U)",2015/2016
14,145416,FBC Penguins Praha,CRPA B Prague Amigos,3,3,Draw,sobota 06.02.2016; SH Králův Dvůr,počet diváků: 0,začátek 09:00; konec ,Utkání: 3XM92015/2016-A097; 9. kolo; PH+SČ třída mužů,"části: 1:1, 1:2, 1:0, střely na branku: 0:0","rozhodčí: Šedová Kristýna, Beranová Barbora",delegát: ,"                Player
2  9 Jakub Klement (U)","               Player
3  8 Ondřej Šafář (U)","                Player
2  9 Jakub Klement (U)",2015/2016
15,145419,FBC Penguins Praha,Florbal Riders,3,8,Lose,sobota 06.02.2016; SH Králův Dvůr,počet diváků: 0,začátek 11:20; konec ,Utkání: 3XM92015/2016-A099; 9. kolo; PH+SČ třída mužů,"části: 3:2, 3:1, 2:0, střely na branku: 0:0","rozhodčí: Šedová Kristýna, Michálek Petr",delegát: ,"                Player
1  6 Tomáš Weisser (U)","                     Player
10  79 Tomáš Karbusický (U)
12      99 Tomáš Hruška (U)","                     Player
10  79 Tomáš Karbusický (U)
12      99 Tomáš Hruška (U)
1       6 Tomáš Weisser (U)",2015/2016
16,148808,FBC Penguins Praha,FBC JELENI UNHOŠŤ B,6,4,Win,sobota 27.02.2016; TJ Ruzyně,počet diváků: 0,začátek 09:10; konec ,Utkání: 3XM92015/2016-A110; 10. kolo; PH+SČ třída mužů,"části: 2:2, 1:0, 3:2, střely na branku: 0:0","rozhodčí: Krameš Jan, Fišer Daniel",delegát: ,"                  Player
3  16 Mikuláš Vyleta (U)","                 Player
5  78 Lukáš Mendlík (U)","                 Player
5  78 Lukáš Mendlík (U)",2015/2016
17,148818,FBC Penguins Praha,"FBC Young Boys ""B""",6,2,Win,sobota 27.02.2016; TJ Ruzyně,počet diváků: 0,začátek 13:50; konec ,Utkání: 3XM92015/2016-A114; 10. kolo; PH+SČ třída mužů,"části: 0:2, 0:0, 2:4, střely na branku: 0:0","rozhodčí: Novotný Jakub, Krameš Jan",delegát: ,"                Player
4  17 Jakub Hruška (U)","              Player
6  24 Petr Sváda (U)","                Player
6    24 Petr Sváda (U)
4  17 Jakub Hruška (U)",2015/2016
18,151296,FBC Penguins Praha,TJ Sokol Dobříš B,2,5,Lose,neděle 20.03.2016; SH Čakovice,počet diváků: 0,začátek 10:10; konec ,Utkání: 3XM92015/2016-A128; 11. kolo; PH+SČ třída mužů,"části: 2:1, 2:0, 1:1, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Jícha Ondřej",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                  Player
8  13 Dominik Bouček (U)","                  Player
8  13 Dominik Bouček (U)",2015/2016
19,151313,FBC Penguins Praha,Athletics Praha D,6,7,Lose,neděle 20.03.2016; SH Čakovice,počet diváků: 0,začátek 14:50; konec ,Utkání: 3XM92015/2016-A132; 11. kolo; PH+SČ třída mužů,"části: 3:1, 2:3, 1:3, střely na branku: 0:0","rozhodčí: Krupička Jan, Cimrman Tomáš",delegát: ,"                Player
8  97 Ondřej Zeman (U)","                 Player
1  7 Zbyněk Prokšan (U)","                 Player
1  7 Zbyněk Prokšan (U)",2015/2016
20,153302,FBC Penguins Praha,FBC Atomovky,3,10,Win,sobota 09.04.2016; Sport Eden Beroun,počet diváků: 0,začátek 08:30; konec ,Utkání: 3XM92015/2016-A133; 12. kolo; PH+SČ třída mužů,"části: 4:0, 5:0, 1:3, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Baloun Milan",delegát: ,"                Player
9  97 Ondřej Zeman (U)","               Player
10  81 Jakub Šíma (U)","               Player
10  81 Jakub Šíma (U)",2015/2016
21,153426,FBC Penguins Praha,IBK Kubánský Klan C,6,5,Win,sobota 09.04.2016; Sport Eden Beroun,počet diváků: 0,začátek 12:00; konec ,Utkání: 3XM92015/2016-A136; 12. kolo; PH+SČ třída mužů,"části: 2:2, 0:2, 4:1, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Baloun Milan",delegát: ,"                 Player
10  97 Ondřej Zeman (U)","                Player
8  91 Michal Kuruc (U)","                 Player
10  97 Ondřej Zeman (U)",2015/2016
22,155310,FBC Penguins Praha,Gladiátor Team Beroun B,6,3,Win,neděle 01.05.2016; TJ Radlice,počet diváků: 0,začátek 10:20; konec ,Utkání: 3XM92015/2016-A152; 13. kolo; PH+SČ třída mužů,"části: 3:0, 2:1, 1:2, střely na branku: 0:0","rozhodčí: Pochop Jiří, Krameš Jan",delegát: ,"              Player
3  11 Filip Terč (U)","Empty DataFrame
Columns: [Player]
Index: []","              Player
3  11 Filip Terč (U)",2015/2016
23,155930,FBC Penguins Praha,TJ Kyje,7,4,Win,neděle 01.05.2016; TJ Radlice,počet diváků: 0,začátek 15:00; konec ,Utkání: 3XM92015/2016-A156; 13. kolo; PH+SČ třída mužů,"části: 1:3, 2:3, 1:1, střely na branku: 0:0","rozhodčí: Zavadil Václav, Voltr Vít",delegát: ,"                Player
8  73 Kryštof Hoch (U)","Empty DataFrame
Columns: [Player]
Index: []","                Player
8  73 Kryštof Hoch (U)",2015/2016
24,158160,FBC Penguins Praha,IBK Svatý hole Kladno B,2,8,Lose,neděle 25.09.2016; SH ZŠ Kunratice,počet diváků: 0,začátek 13:50; konec 14:55,Utkání: 3XM82016/2017-B006; 1. kolo; PH+SČ soutěž mužů,"části: 3:1, 3:1, 2:0, střely na branku: 0:0","rozhodčí: Bína Petr, Přibil Daniel",delegát: ,"               Player
5  18 Michal Šíma (U)","                Player
4  18 Jan Juklíček (U)","                Player
4  18 Jan Juklíček (U)",2016/2017
25,158165,FBC Penguins Praha,TJ Sokol Královské Vinohrady D,3,7,Lose,neděle 25.09.2016; SH ZŠ Kunratice,počet diváků: 25,začátek 17:20; konec 18:13,Utkání: 3XM82016/2017-B009; 1. kolo; PH+SČ soutěž mužů,"části: 0:3, 0:3, 3:1, střely na branku: 0:0","rozhodčí: Hertz David, Jirka Martin",delegát: ,"                Player
8  97 Ondřej Zeman (U)","                    Player
5      36 Miroslav Šíp (U)
11  99 Oldřich Pilecký (U)","                    Player
8      97 Ondřej Zeman (U)
5      36 Miroslav Šíp (U)
11  99 Oldřich Pilecký (U)",2016/2017
26,160490,FBC Penguins Praha,FbK Wildcats Praha B,0,7,Lose,sobota 15.10.2016; SH Zličín,počet diváků: 5,začátek 09:00; konec 10:00,Utkání: 3XM82016/2017-B011; 2. kolo; PH+SČ soutěž mužů,"části: 0:2, 0:2, 0:3, střely na branku: 0:0","rozhodčí: Machů Jakub, Přibyl Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                     Player
5  23 Ondřej Kulakowski (U)","                     Player
5  23 Ondřej Kulakowski (U)",2016/2017
27,160696,FBC Penguins Praha,Gladiátor Team Beroun,9,1,Win,sobota 15.10.2016; SH Zličín,počet diváků: 4,začátek 12:30; konec 13:35,Utkání: 3XM82016/2017-B014; 2. kolo; PH+SČ soutěž mužů,"části: 0:3, 1:4, 0:2, střely na branku: 0:0","rozhodčí: Machů Jakub, Přibyl Jan",delegát: ,"                Player
6  97 Ondřej Zeman (U)","                 Player
2  16 Radim Onderka (U)","                Player
6  97 Ondřej Zeman (U)",2016/2017
28,165178,FBC Penguins Praha,FBC Ressler boys,2,3,Lose,neděle 06.11.2016; Sport Eden Beroun,počet diváků: 0,začátek 14:50; konec ,Utkání: 3XM82016/2017-B026; 3. kolo; PH+SČ soutěž mužů,"části: 1:1, 0:1, 1:1, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                  Player
8  77 Ctibor Chmelař (U)","                  Player
8  77 Ctibor Chmelař (U)",2016/2017
29,165180,FBC Penguins Praha,SK Alien Nation Černošice,0,5,Lose,neděle 06.11.2016; Sport Eden Beroun,počet diváků: 0,začátek 17:10; konec ,Utkání: 3XM82016/2017-B028; 3. kolo; PH+SČ soutěž mužů,"části: 3:0, 2:0, 0:0, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                Player
6  26 Tomáš Pažout (U)","                Player
6  26 Tomáš Pažout (U)",2016/2017
30,167687,FBC Penguins Praha,IBK Svatý hole Kladno B,3,12,Win,neděle 27.11.2016; SH VŠE,počet diváků: 0,začátek 09:10; konec ,Utkání: 3XM82016/2017-B032; 4. kolo; PH+SČ soutěž mužů,"části: 0:5, 3:4, 0:3, střely na branku: 0:0","rozhodčí: Bína Petr, Kropáček Jiří",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","               Player
7  51 Michal Šmíd (U)","               Player
7  51 Michal Šmíd (U)",2016/2017
31,167690,FBC Penguins Praha,FBC Slavia Praha B,5,5,Draw,neděle 27.11.2016; SH VŠE,počet diváků: 0,začátek 11:30; konec ,Utkání: 3XM82016/2017-B034; 4. kolo; PH+SČ soutěž mužů,"části: 3:0, 1:4, 1:1, střely na branku: 0:0","rozhodčí: Bína Petr, Kropáček Jiří",delegát: ,"               Player
3  18 Michal Šíma (U)","                  Player
3  86 Václav Měchura (U)","                  Player
3  86 Václav Měchura (U)
3     18 Michal Šíma (U)",2016/2017
32,170888,FBC Penguins Praha,FBC Blue Horses Žehrovice B,12,2,Lose,neděle 18.12.2016; SH Radotín,počet diváků: 0,začátek 15:00; konec ,Utkání: 3XM82016/2017-B047; 5. kolo; PH+SČ soutěž mužů,"části: 0:3, 2:5, 0:4, střely na branku: 0:0","rozhodčí: Kozlík David, Dolejší Filip",delegát: ,"                  Player
2  15 Vojtěch Brávek (U)","                   Player
2  17 Stanislav Lepič (U)","                  Player
2  15 Vojtěch Brávek (U)",2016/2017
33,170890,FBC Penguins Praha,FBC Ressler boys,4,5,Lose,neděle 18.12.2016; SH Radotín,počet diváků: 0,začátek 17:20; konec ,Utkání: 3XM82016/2017-B049; 5. kolo; PH+SČ soutěž mužů,"části: 2:2, 1:1, 2:1, střely na branku: 0:0","rozhodčí: Kozlík David, Dolejší Filip",delegát: ,"                Player
6  97 Ondřej Zeman (U)","                   Player
10  86 Zdeněk Karásek (U)","                   Player
10  86 Zdeněk Karásek (U)",2016/2017
34,173095,FBC Penguins Praha,SK Alien Nation Černošice,2,11,Win,sobota 14.01.2017; TJ Radlice,počet diváků: 0,začátek 15:00; konec ,Utkání: 3XM82016/2017-B057; 6. kolo; PH+SČ soutěž mužů,"části: 1:3, 0:5, 1:3, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: ,"                Player
8  97 Ondřej Zeman (U)","             Player
0  2 David Ranš (U)","             Player
0  2 David Ranš (U)",2016/2017
35,173117,FBC Penguins Praha,Panthers Praha D,4,3,Win,sobota 14.01.2017; TJ Radlice,počet diváků: 0,začátek 18:30; konec ,Utkání: 3XM82016/2017-B060; 6. kolo; PH+SČ soutěž mužů,"části: 0:0, 2:4, 1:0, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: ,"                 Player
7  77 Daniel Klugar (U)","                    Player
10  63 Dominik Korolus (U)","                 Player
7  77 Daniel Klugar (U)",2016/2017
36,174037,FBC Penguins Praha,TJ Sokol Královské Vinohrady D,4,12,Win,sobota 11.02.2017; SH ZŠ Černošice-Mokropsy,počet diváků: 0,začátek 08:30; konec ,Utkání: 3XM82016/2017-B061; 7. kolo; PH+SČ soutěž mužů,"části: 2:0, 5:2, 5:2, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: Oriš Jan,"               Player
4  18 Michal Šíma (U)","                    Player
11  99 Oldřich Pilecký (U)","                    Player
11  99 Oldřich Pilecký (U)",2016/2017
37,177651,FBC Penguins Praha,IBK Kubánský Klan C,6,14,Win,sobota 11.02.2017; SH ZŠ Černošice-Mokropsy,počet diváků: 0,začátek 12:00; konec ,Utkání: 3XM82016/2017-B064; 7. kolo; PH+SČ soutěž mužů,"části: 1:5, 2:1, 3:8, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Trnobranský Karel",delegát: ,"                Player
2  17 Jakub Hruška (U)
3   18 Michal Šíma (U)","                Player
7  91 Michal Kuruc (U)","                Player
7  91 Michal Kuruc (U)",2016/2017
38,181133,FBC Penguins Praha,FBC Blue Horses Žehrovice B,4,3,Win,neděle 19.03.2017; Sport Eden Beroun,počet diváků: 0,začátek 13:50; konec ,Utkání: 3XM82016/2017-B086; 9. kolo; PH+SČ soutěž mužů,"části: 2:0, 1:0, 1:3, střely na branku: 0:0","rozhodčí: Dolejší Filip, Cimrman Tomáš",delegát: ,"                 Player
10  97 Ondřej Zeman (U)","                 Player
6  93 Michal Čermák (U)","                 Player
10  97 Ondřej Zeman (U)",2016/2017
39,181139,FBC Penguins Praha,FbK Wildcats Praha B,5,5,Draw,neděle 19.03.2017; Sport Eden Beroun,počet diváků: 0,začátek 17:20; konec ,Utkání: 3XM82016/2017-B089; 9. kolo; PH+SČ soutěž mužů,"části: 2:1, 2:3, 1:1, střely na branku: 0:0","rozhodčí: Pavlík Martin, Cimrman Tomáš",delegát: ,"                 Player
10  97 Ondřej Zeman (U)","                  Player
7  21 Vojtěch Dlouhý (U)","                   Player
7   21 Vojtěch Dlouhý (U)
10    97 Ondřej Zeman (U)",2016/2017
40,184416,FBC Penguins Praha,Panthers Praha D,1,2,Lose,neděle 09.04.2017; SH Stochov,počet diváků: 0,začátek 09:10; konec ,Utkání: 3XM82016/2017-B092; 10. kolo; PH+SČ soutěž mužů,"části: 1:1, 0:0, 0:1, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Pavlík Martin",delegát: Reichelt Martin,"                Player
2  9 Jakub Klement (U)","Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2016/2017
41,184419,FBC Penguins Praha,IBK Kubánský Klan C,4,8,Lose,neděle 09.04.2017; SH Stochov,počet diváků: 0,začátek 12:40; konec ,Utkání: 3XM82016/2017-B095; 10. kolo; PH+SČ soutěž mužů,"části: 3:1, 4:1, 1:2, střely na branku: 0:0","rozhodčí: Přibyl Jan, Machů Jakub",delegát: ,"                Player
8  97 Ondřej Zeman (U)","                Player
6  68 Pavel Kohout (U)","                Player
6  68 Pavel Kohout (U)",2016/2017
42,186566,FBC Penguins Praha,Gladiátor Team Beroun,7,5,Win,neděle 30.04.2017; TJ Sokol Vinohrady,počet diváků: 0,začátek 13:50; konec ,Utkání: 3XM82016/2017-B106; 11. kolo; PH+SČ soutěž mužů,"části: 3:0, 2:3, 2:2, střely na branku: 0:0","rozhodčí: Grigar Tomáš, Jirka Martin",delegát: ,"                Player
8  97 Ondřej Zeman (U)","               Player
4  14 Bořek Sláma (U)","                Player
8  97 Ondřej Zeman (U)",2016/2017
43,186570,FBC Penguins Praha,FBC Slavia Praha B,2,7,Lose,neděle 30.04.2017; TJ Sokol Vinohrady,počet diváků: 0,začátek 16:10; konec ,Utkání: 3XM82016/2017-B108; 11. kolo; PH+SČ soutěž mužů,"části: 0:2, 1:2, 1:3, střely na branku: 0:0","rozhodčí: Grigar Tomáš, Jirka Martin",delegát: ,"                Player
8  97 Ondřej Zeman (U)","               Player
1  8 Prokop Kocur (U)","               Player
1  8 Prokop Kocur (U)",2016/2017
44,188121,FBC Penguins Praha,F.C. Vorms Praha,5,3,Win,sobota 16.09.2017; TJ Radlice,počet diváků: 0,začátek 11:20; konec 12:23,Utkání: 3XM82017/2018-A003; 1. kolo; PH+SČ soutěž mužů,"části: 1:3, 0:1, 2:1, střely na branku: 0:0","rozhodčí: Tůma Jan, Pavlík Martin",delegát: ,"                  Player
2    9 Jakub Klement (U)
9   77 Daniel Klugar (U)
10   97 Ondřej Zeman (U)","                Player
4  11 Martin Brixí (U)","                  Player
4    11 Martin Brixí (U)
2    9 Jakub Klement (U)
9   77 Daniel Klugar (U)
10   97 Ondřej Zeman (U)",2017/2018
45,188126,FBC Penguins Praha,TJ Sokol Dobříš B,1,7,Lose,sobota 16.09.2017; TJ Radlice,počet diváků: 3,začátek 17:20; konec 18:26,Utkání: 3XM82017/2018-A008; 1. kolo; PH+SČ soutěž mužů,"části: 0:2, 1:2, 0:3, střely na branku: 0:0","rozhodčí: Hertz David, Hrubý Dominik",delegát: ,"                 Player
8  77 Daniel Klugar (U)","                Player
8  14 Michal Kolář (U)","                Player
8  14 Michal Kolář (U)",2017/2018
46,188617,FBC Penguins Praha,BLACK ANGELS D DYNAMO,3,8,Lose,neděle 01.10.2017; SH Radotín,počet diváků: 10,začátek 11:20; konec 12:25,Utkání: 3XM82017/2018-A012; 2. kolo; PH+SČ soutěž mužů,"části: 2:2, 3:0, 3:1, střely na branku: 0:0","rozhodčí: Fišer Daniel, Baloun Lukáš",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","             Player
2  26 Jan Sláma (U)","             Player
2  26 Jan Sláma (U)",2017/2018
47,188620,FBC Penguins Praha,Noxa TJ Ruzyně A,5,7,Lose,neděle 01.10.2017; SH Radotín,počet diváků: 5,začátek 14:50; konec 16:00,Utkání: 3XM82017/2018-A015; 2. kolo; PH+SČ soutěž mužů,"části: 2:2, 3:0, 0:5, střely na branku: 0:0","rozhodčí: Fišer Daniel, Baloun Lukáš",delegát: ,"                  Player
3  16 Mikuláš Vyleta (U)","             Player
4  9 Petr Urban (U)","             Player
4  9 Petr Urban (U)",2017/2018
48,190306,FBC Penguins Praha,FBC LYNX,4,13,Win,neděle 29.10.2017; SH Zličín,počet diváků: 2,začátek 11:00; konec 12:08,Utkání: 3XM82017/2018-A019; 3. kolo; PH+SČ soutěž mužů,"části: 2:3, 5:0, 6:1, střely na branku: 0:0","rozhodčí: Bollardt Filip, Šubrt Jan",delegát: ,"                Player
5  17 Jakub Hruška (U)","               Player
3  18 Karel Hrubý (U)","               Player
3  18 Karel Hrubý (U)",2017/2018
49,197391,FBC Penguins Praha,Fbk Buldoci Radotín B,0,7,Lose,sobota 25.11.2017; SH ZŠ Kunratice,počet diváků: 3,začátek 08:00; konec 08:54,Utkání: 3XM82017/2018-A028; 4. kolo; PH+SČ soutěž mužů,"části: 1:0, 2:0, 4:0, střely na branku: 0:0","rozhodčí: Šimek Tomáš, Hrubý Dominik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                  Player
4   33 Vojtěch Vašák (U)
10  91 Patrik Toulec (U)","                  Player
4   33 Vojtěch Vašák (U)
10  91 Patrik Toulec (U)",2017/2018
50,197395,FBC Penguins Praha,FBC Uhříněves,2,5,Lose,sobota 25.11.2017; SH ZŠ Kunratice,počet diváků: 6,začátek 12:40; konec 13:27,Utkání: 3XM82017/2018-A032; 4. kolo; PH+SČ soutěž mužů,"části: 1:2, 1:1, 0:2, střely na branku: 0:0","rozhodčí: Šimek Tomáš, Hrubý Dominik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                  Player
3  18 Martin Zelenka (U)","                  Player
3  18 Martin Zelenka (U)",2017/2018
51,190313,FBC Penguins Praha,PALERMO PŘÍBRAM,7,12,Win,sobota 09.12.2017; SH Kralupy nad Vltavou,počet diváků: 2,začátek 10:00; konec 11:13,Utkání: 3XM82017/2018-A022; 3. kolo; PH+SČ soutěž mužů,"části: 1:4, 4:2, 2:6, střely na branku: 0:0","rozhodčí: Stránský Čeněk, Trejbal Patrik",delegát: ,"                Player
1  9 Jakub Klement (U)","              Player
0  9 Filip Fišer (U)","              Player
0  9 Filip Fišer (U)",2017/2018
52,199709,FBC Penguins Praha,FbK 1996 Příbram,5,6,Lose,neděle 17.12.2017; SH Gymnázium Sedlčany,počet diváků: 13,začátek 17:10; konec 18:10,Utkání: 3XM82017/2018-A044; 5. kolo; PH+SČ soutěž mužů,"části: 2:1, 2:2, 1:3, střely na branku: 0:0","rozhodčí: Jangl Jakub, Stárek Vojtěch",delegát: ,"                Player
7  73 Kryštof Hoch (U)","               Player
5  10 Pavel Zeman (U)","                Player
7  73 Kryštof Hoch (U)",2017/2018
