,Id,Team,Opponent,Goal_team,Goal_opponent,Outcome,Date_place,visitors,begin_end,round_soutez,casti_strely,referee,delegate,MOTM_Team,MOTM_Opponent,MOTM,Season
53,202065,FBC Penguins Praha,TJ Sokol Dobříš B,6,2,Win,sobota 13.01.2018; SH Králův Dvůr,počet diváků: 11,začátek 11:30; konec 12:35,Utkání: 3XM82017/2018-A049; 6. kolo; PH+SČ soutěž mužů,"části: 0:3, 2:2, 0:1, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Krameš Jan",delegát: ,"                  Player
3  15 Vojtěch Brávek (U)","                 Player
5  9 Vladimír Drnec (U)","                  Player
3  15 Vojtěch Brávek (U)",2017/2018
54,202049,FBC Penguins Praha,F.C. Vorms Praha,6,6,Draw,sobota 13.01.2018; SH Králův Dvůr,počet diváků: 11,začátek 16:00; konec 17:05,Utkání: 3XM82017/2018-A053; 6. kolo; PH+SČ soutěž mužů,"části: 2:1, 3:3, 1:2, střely na branku: 0:0","rozhodčí: Brejcha Jan, Vojtěch Ondřej",delegát: ,"                Player
4  17 Jakub Hruška (U)","                    Player
2  6 Břetislav Klápště (U)
4      10 Jiří Horáček (U)
8       17 Jiří Braüer (U)","                Player
4  17 Jakub Hruška (U)",2017/2018
55,206061,FBC Penguins Praha,Noxa TJ Ruzyně A,6,6,Draw,neděle 04.02.2018; SH Čakovice,počet diváků: 20,začátek 09:00; konec 10:08,Utkání: 3XM82017/2018-A055; 7. kolo; PH+SČ soutěž mužů,"části: 4:2, 0:4, 2:0, střely na branku: 0:0","rozhodčí: Bína Petr, Verner Jaroslav",delegát: ,"                Player
7  97 Ondřej Zeman (U)","             Player
1  9 Petr Urban (U)","             Player
1  9 Petr Urban (U)",2017/2018
56,206070,FBC Penguins Praha,BLACK ANGELS D DYNAMO,6,9,Lose,neděle 04.02.2018; SH Čakovice,počet diváků: 20,začátek 12:40; konec 13:45,Utkání: 3XM82017/2018-A058; 7. kolo; PH+SČ soutěž mužů,"části: 2:1, 2:3, 2:5, střely na branku: 0:0","rozhodčí: Bína Petr, Verner Jaroslav",delegát: ,"                  Player
1  15 Vojtěch Brávek (U)","             Player
3  26 Jan Sláma (U)","                  Player
1  15 Vojtěch Brávek (U)",2017/2018
57,211408,FBC Penguins Praha,PALERMO PŘÍBRAM,6,6,Draw,sobota 10.03.2018; SH Dobříš,počet diváků: 15,začátek 09:10; konec 10:12,Utkání: 3XM82017/2018-A065; 8. kolo; PH+SČ soutěž mužů,"části: 2:2, 3:1, 1:3, střely na branku: 0:0","rozhodčí: Gaberdén Filip, Novotný Jakub",delegát: Leibl Filip,"                Player
1  9 Jakub Klement (U)","              Player
1  9 Filip Fišer (U)","                Player
1  9 Jakub Klement (U)",2017/2018
58,211427,FBC Penguins Praha,FBC LYNX,7,6,Win,sobota 10.03.2018; SH Dobříš,počet diváků: 0,začátek 17:20; konec ,Utkání: 3XM82017/2018-A072; 8. kolo; PH+SČ soutěž mužů,"části: 1:2, 2:2, 4:2, střely na branku: 0:0","rozhodčí: Cimrman Tomáš, Gross Jan",delegát: ,"                Player
6  73 Kryštof Hoch (U)","                 Player
5  77 Vladimír John (U)","                 Player
5  77 Vladimír John (U)",2017/2018
59,214987,FBC Penguins Praha,FBC Uhříněves,7,2,Win,sobota 07.04.2018; SH Králův Dvůr,počet diváků: 4,začátek 15:00; konec 16:00,Utkání: 3XM82017/2018-A079; 9. kolo; PH+SČ soutěž mužů,"části: 0:1, 0:1, 2:5, střely na branku: 0:0","rozhodčí: Machů Jakub, Cimrman Tomáš",delegát: ,"                 Player
8  77 Daniel Klugar (U)","               Player
5  88 Lukáš Bárta (U)","                 Player
8  77 Daniel Klugar (U)",2017/2018
60,214982,FBC Penguins Praha,Fbk Buldoci Radotín B,2,3,Lose,sobota 07.04.2018; SH Králův Dvůr,počet diváků: 0,začátek 17:20; konec 18:18,Utkání: 3XM82017/2018-A081; 9. kolo; PH+SČ soutěž mužů,"části: 2:1, 0:1, 0:1, střely na branku: 0:0","rozhodčí: Kotyza Karel, Machů Jakub",delegát: ,"                Player
9  97 Ondřej Zeman (U)","               Player
0  4 Martin Jurka (U)","               Player
0  4 Martin Jurka (U)",2017/2018
61,217306,FBC Penguins Praha,FbK 1996 Příbram,0,7,Lose,sobota 28.04.2018; TJ Ruzyně,počet diváků: 3,začátek 15:10; konec 16:05,Utkání: 3XM82017/2018-A088; 10. kolo; PH+SČ soutěž mužů,"části: 3:0, 1:0, 3:0, střely na branku: 20:20","rozhodčí: Cimrman Tomáš, Gross Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                   Player
5  11 Jaroslav Skácel (O)","                   Player
5  11 Jaroslav Skácel (O)",2017/2018
62,222086,FBC Penguins Praha,J.B.M. Praha,2,5,Lose,neděle 23.09.2018; Unihoc Aréna Praha,počet diváků: 0,začátek 08:00; konec 09:07,Utkání: 3XM82018/2019-B001; 1. kolo; PHaSČ soutěž mužů,"části: 0:0, 0:0, 5:2, střely na branku: 0:0","rozhodčí: Horyna Jakub, Voldřich Adam",delegát: ,"                Player
3  17 Jakub Hruška (U)
4   18 Michal Šíma (U)","               Player
7  20 Tomáš Hájek (U)","               Player
7  20 Tomáš Hájek (U)",2018/2019
63,222085,FBC Penguins Praha,Šneci z Pěšin,9,4,Win,neděle 23.09.2018; Unihoc Aréna Praha,počet diváků: 0,začátek 10:20; konec 11:27,Utkání: 3XM82018/2019-B003; 1. kolo; PHaSČ soutěž mužů,"části: 3:1, 2:2, 4:1, střely na branku: 0:0","rozhodčí: Koucký Filip, Pavlík Martin",delegát: ,"                Player
2  17 Jakub Hruška (U)","             Player
0  3 Jiří Čihák (U)","                Player
2  17 Jakub Hruška (U)",2018/2019
64,225356,FBC Penguins Praha,T.B.C. LUCERN Králův Dvůr C,5,5,Draw,neděle 14.10.2018; Sport Eden Beroun,počet diváků: 0,začátek 10:10; konec 11:18,Utkání: 3XM82018/2019-B012; 2. kolo; PHaSČ soutěž mužů,"části: 2:2, 1:2, 2:1, střely na branku: 0:0","rozhodčí: Recht Lukáš, Fišer Daniel",delegát: ,"                  Player
2  16 Mikuláš Vyleta (U)
5    69 Václav Boček (U)","                Player
0  3 Lukáš Jirásek (U)","                  Player
0    3 Lukáš Jirásek (U)
2  16 Mikuláš Vyleta (U)
5    69 Václav Boček (U)",2018/2019
65,225354,FBC Penguins Praha,GLADIATOR TEAM BEROUN,5,2,Win,neděle 14.10.2018; Sport Eden Beroun,počet diváků: 0,začátek 12:30; konec 13:35,Utkání: 3XM82018/2019-B014; 2. kolo; PHaSČ soutěž mužů,"části: 3:0, 1:1, 1:1, střely na branku: 0:0","rozhodčí: Recht Lukáš, Fišer Daniel",delegát: ,"                Player
5  69 Václav Boček (U)","                 Player
2  16 Radim Onderka (U)","                Player
5  69 Václav Boček (U)",2018/2019
66,229020,FBC Penguins Praha,TJ Lokomotiva Rakovník B,3,3,Draw,sobota 03.11.2018; Sport Eden Beroun,počet diváků: 12,začátek 15:00; konec 16:02,Utkání: 3XM82018/2019-B026; 3. kolo; PHaSČ soutěž mužů,"části: 0:1, 2:1, 1:1, střely na branku: 0:0","rozhodčí: Nejedlo Daniel, Stárek Vojtěch",delegát: ,"                  Player
3  15 Mikuláš Vyleta (U)","               Player
3  24 Vít Němeček (U)","                  Player
3  15 Mikuláš Vyleta (U)
3     24 Vít Němeček (U)",2018/2019
67,229018,FBC Penguins Praha,FBC DYNAMIS B,5,4,Win,sobota 03.11.2018; Sport Eden Beroun,počet diváků: 10,začátek 18:25; konec 19:25,Utkání: 3XM82018/2019-B029; 3. kolo; PHaSČ soutěž mužů,"části: 1:2, 1:2, 2:1, střely na branku: 0:0","rozhodčí: Trejbal Patrik, Baloun Lukáš",delegát: ,"               Player
5  18 Michal Šíma (U)","                   Player
1    6 David Martynek (U)
4  17 Lukáš Chramosil (U)","               Player
5  18 Michal Šíma (U)",2018/2019
68,234993,FBC Penguins Praha,FBC JELENI UNHOŠŤ,3,2,Win,sobota 22.12.2018; TJ Radlice,počet diváků: 0,začátek 10:10; konec 11:30,Utkání: 3XM82018/2019-B042; 5. kolo; PHaSČ soutěž mužů,"části: 0:1, 1:1, 2:0, střely na branku: 0:0","rozhodčí: Dolejš Dominik, Cimrman Tomáš",delegát: ,"                Player
5  69 Václav Boček (U)","                Player
1  7 Vojtěch Mičín (U)
9  69 Richard Hurt (U)","                Player
5  69 Václav Boček (U)",2018/2019
69,235067,FBC Penguins Praha,FBC Uhříněves,8,2,Win,sobota 22.12.2018; TJ Radlice,počet diváků: 12,začátek 13:40; konec 15:13,Utkání: 3XM82018/2019-B045; 5. kolo; PHaSČ soutěž mužů,"části: 0:2, 0:2, 2:4, střely na branku: 0:0","rozhodčí: Bollardt Filip, Hrubý Dominik",delegát: ,"                Player
3  17 Jakub Hruška (U)","                Player
7  57 Ondřej Kulka (U)","                Player
3  17 Jakub Hruška (U)",2018/2019
70,237790,FBC Penguins Praha,TJ Lokomotiva Rakovník B,10,6,Lose,sobota 19.01.2019; SH Hořovice,počet diváků: 10,začátek 16:10; konec 17:11,Utkání: 3XM82018/2019-B058; 6. kolo; PHaSČ soutěž mužů,"části: 2:1, 3:5, 1:4, střely na branku: 0:0","rozhodčí: Dolejší Filip, Chuděj Jan",delegát: ,"                Player
8  97 Ondřej Zeman (U)","              Player
6  66 Petr Ježek (U)","              Player
6  66 Petr Ježek (U)",2018/2019
71,237788,FBC Penguins Praha,Šneci z Pěšin,4,12,Win,sobota 19.01.2019; SH Hořovice,počet diváků: 0,začátek 18:30; konec 19:45,Utkání: 3XM82018/2019-B060; 6. kolo; PHaSČ soutěž mužů,"části: 6:2, 4:0, 2:2, střely na branku: 0:0","rozhodčí: Jícha Ondřej, Krupička Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                  Player
4  30 Lukáš Trampota (U)","                  Player
4  30 Lukáš Trampota (U)",2018/2019
72,241681,FBC Penguins Praha,FBC Ressler boys,6,5,Win,neděle 10.02.2019; SH Králův Dvůr,počet diváků: 1,začátek 16:00; konec 17:18,Utkání: 3XM82018/2019-B067; 7. kolo; PHaSČ soutěž mužů,"části: 2:2, 0:1, 4:2, střely na branku: 0:0","rozhodčí: Vostrá Jana, Stuš Pavel",delegát: ,"                Player
0  9 Jakub Klement (U)
1    11 Filip Terč (U)
7  73 Kryštof Hoch (U)
8  97 Ondřej Zeman (U)","                  Player
7  77 Ctibor Chmelař (U)","                  Player
7  77 Ctibor Chmelař (U)",2018/2019
73,241680,FBC Penguins Praha,FBK Vosy Praha DDM P2 B,0,4,Lose,neděle 10.02.2019; SH Králův Dvůr,počet diváků: 3,začátek 18:20; konec 19:28,Utkání: 3XM82018/2019-B069; 7. kolo; PHaSČ soutěž mužů,"části: 0:0, 1:0, 3:0, střely na branku: 0:0","rozhodčí: Tomeš Miroslav, Hencl Karel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                 Player
2  8 Michael Dvořák (U)","                 Player
2  8 Michael Dvořák (U)",2018/2019
74,244649,FBC Penguins Praha,FBC DYNAMIS B,6,2,Win,sobota 02.03.2019; SH Stochov,počet diváků: 0,začátek 17:27; konec 18:29,Utkání: 3XM82018/2019-B078; 8. kolo; PHaSČ soutěž mužů,"části: 2:2, 2:0, 2:0, střely na branku: 0:0","rozhodčí: Bollardt Filip, Přibil Daniel",delegát: ,"                Player
5  73 Kryštof Hoch (U)","Empty DataFrame
Columns: [Player]
Index: []","                Player
5  73 Kryštof Hoch (U)",2018/2019
75,244647,FBC Penguins Praha,J.B.M. Praha,0,2,Lose,sobota 02.03.2019; SH Stochov,počet diváků: 0,začátek 19:52; konec 20:49,Utkání: 3XM82018/2019-B080; 8. kolo; PHaSČ soutěž mužů,"části: 0:0, 0:0, 0:2, střely na branku: 0:0","rozhodčí: Bollardt Filip, Přibil Daniel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2018/2019
76,247469,FBC Penguins Praha,FBC JELENI UNHOŠŤ,3,2,Win,neděle 24.03.2019; SH Děkanka,počet diváků: 0,začátek 16:10; konec 17:20,Utkání: 3XM82018/2019-B088; 9. kolo; PHaSČ soutěž mužů,"části: 0:2, 0:1, 2:0, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []","Empty DataFrame
Columns: [Player]
Index: []",2018/2019
77,247467,FBC Penguins Praha,FBC Uhříněves,7,2,Win,neděle 24.03.2019; SH Děkanka,počet diváků: 0,začátek 18:38; konec 19:43,Utkání: 3XM82018/2019-B090; 9. kolo; PHaSČ soutěž mužů,"části: 2:0, 2:1, 3:1, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,"                  Player
2  15 Vojtěch Brávek (U)
9   77 Daniel Klugar (U)","                Player
10  88 Lukáš Bárta (U)","                   Player
2   15 Vojtěch Brávek (U)
9    77 Daniel Klugar (U)
10     88 Lukáš Bárta (U)",2018/2019
78,233120,FBC Penguins Praha,FBC Ressler boys,1,4,Lose,sobota 13.04.2019; SH TJ Kobylisy,počet diváků: 0,začátek 09:00; konec 10:04,Utkání: 3XM82018/2019-B091; 10. kolo; PHaSČ soutěž mužů,"části: 0:0, 2:1, 2:0, střely na branku: 0:0","rozhodčí: Šubrt Jan, Štěpánek Jakub",delegát: ,"                 Player
10  97 Ondřej Zeman (U)","                  Player
7  94 Štefan Záležák (U)","                  Player
7  94 Štefan Záležák (U)",2018/2019
79,250974,FBC Penguins Praha,T.B.C. LUCERN Králův Dvůr C,1,4,Lose,sobota 13.04.2019; SH TJ Kobylisy,počet diváků: 0,začátek 12:30; konec 13:20,Utkání: 3XM82018/2019-B094; 10. kolo; PHaSČ soutěž mužů,"části: 0:1, 0:1, 1:2, střely na branku: 0:0","rozhodčí: Gaberdén Filip, Škoula Daniel",delegát: ,"                Player
4  17 Jakub Hruška (U)","                Player
0  3 Lukáš Jirásek (U)
2   11 Tomáš Vlček (U)
3    22 Petr Kubuš (U)","                Player
0  3 Lukáš Jirásek (U)
2   11 Tomáš Vlček (U)
3    22 Petr Kubuš (U)",2018/2019
80,252765,FBC Penguins Praha,GLADIATOR TEAM BEROUN,5,4,Win,sobota 04.05.2019; SH BIOS Kladno,počet diváků: 0,začátek 13:50; konec 15:49,Utkání: 3XM82018/2019-B106; 11. kolo; PHaSČ soutěž mužů,"části: 1:4, 0:1, 3:0, střely na branku: 0:0","rozhodčí: Baloun Lukáš, Trejbal Patrik",delegát: ,"                Player
7  69 Václav Boček (U)","                 Player
4  16 Radim Onderka (U)","                 Player
4  16 Radim Onderka (U)",2018/2019
81,252762,FBC Penguins Praha,FBK Vosy Praha DDM P2 B,1,1,Draw,sobota 04.05.2019; SH BIOS Kladno,počet diváků: 0,začátek 18:09; konec 19:05,Utkání: 3XM82018/2019-B109; 11. kolo; PHaSČ soutěž mužů,"části: 0:0, 0:1, 1:0, střely na branku: 0:0","rozhodčí: Hlinka Karel, Jestříbek Jiří",delegát: ,"                Player
9  73 Kryštof Hoch (U)","                Player
8  26 Robin Franče (U)","Empty DataFrame
Columns: [Player]
Index: []",2018/2019
82,258459,FBC Penguins Praha,Orka Čelákovice B,2,7,Lose,neděle 06.10.2019; Sport Eden Beroun,počet diváků: 25,začátek 08:00; konec 09:03,Utkání: 3XM72019/2020-D001; 1. kolo; PH a SČ přebor mužů,"části: 3:2, 0:0, 4:0, střely na branku: 0:0","rozhodčí: Baloun Lukáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","             Player
5  50 Jan Mitka (U)","             Player
5  50 Jan Mitka (U)",2019/2020
83,258090,FBC Penguins Praha,FAT PIPE FLORBAL CHODOV C,2,8,Lose,neděle 06.10.2019; Sport Eden Beroun,počet diváků: 23,začátek 11:05; konec 12:07,Utkání: 3XM72019/2020-D004; 1. kolo; PH a SČ přebor mužů,"části: 2:1, 0:1, 0:6, střely na branku: 0:0","rozhodčí: Baloun Lukáš, Trejbal Patrik",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                Player
5  76 Martin Kovář (U)","                Player
5  76 Martin Kovář (U)",2019/2020
84,261060,FBC Penguins Praha,FBK Vosy Praha DDM P2 B,4,7,Lose,neděle 20.10.2019; SH VŠE,počet diváků: 0,začátek 13:50; konec 15:00,Utkání: 3XM72019/2020-D016; 2. kolo; PH a SČ přebor mužů,"části: 0:3, 0:2, 4:2, střely na branku: 0:0","rozhodčí: Brak Jan, Hejzlar David",delegát: ,"                Player
3  12 Václav Boček (U)","                  Player
8  20 Tomáš Medřický (U)","                  Player
8  20 Tomáš Medřický (U)",2019/2020
85,261055,FBC Penguins Praha,Sport Kolín Pátečníci,2,9,Lose,neděle 20.10.2019; SH VŠE,počet diváků: 0,začátek 17:20; konec 18:15,Utkání: 3XM72019/2020-D019; 2. kolo; PH a SČ přebor mužů,"části: 3:2, 2:0, 4:0, střely na branku: 0:0","rozhodčí: Brak Jan, Hejzlar David",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","               Player
9  71 Milan Ježek (U)","               Player
9  71 Milan Ježek (U)",2019/2020
86,263313,FBC Penguins Praha,FBC Snipers Poděbrady,2,4,Lose,neděle 03.11.2019; SH Zruč nad Sázavou,počet diváků: 6,začátek 13:49; konec 14:45,Utkání: 3XM72019/2020-D026; 3. kolo; PH a SČ přebor mužů,"části: 0:1, 1:1, 1:2, střely na branku: 0:0","rozhodčí: Tůma Jan, Přibil Daniel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                    Player
9  73 Radek Petrnoušek (U)","                    Player
9  73 Radek Petrnoušek (U)",2019/2020
87,263310,FBC Penguins Praha,ASI Torza Sorry,2,8,Lose,neděle 03.11.2019; SH Zruč nad Sázavou,počet diváků: 10,začátek 16:12; konec 17:11,Utkání: 3XM72019/2020-D028; 3. kolo; PH a SČ přebor mužů,"části: 5:0, 2:1, 1:1, střely na branku: 0:0","rozhodčí: Hertz David, Chuděj Jan",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","             Player
4  6 Jan Buchta (U)","             Player
4  6 Jan Buchta (U)",2019/2020
88,267256,FBC Penguins Praha,Orka Čelákovice B,0,8,Lose,sobota 23.11.2019; TJ Radlice,počet diváků: 0,začátek 16:00; konec 17:10,Utkání: 3XM72019/2020-D037; 4. kolo; PH a SČ přebor mužů,"části: 0:3, 0:5, 0:0, střely na branku: 0:0","rozhodčí: Knap Jan, Kolář Michal",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                 Player
2  8 Martin Šťastný (U)","                 Player
2  8 Martin Šťastný (U)",2019/2020
89,267257,FBC Penguins Praha,FBC VŠTJ Ekonom Praha,2,10,Win,sobota 23.11.2019; TJ Radlice,počet diváků: 0,začátek 18:20; konec 19:41,Utkání: 3XM72019/2020-D039; 4. kolo; PH a SČ přebor mužů,"části: 4:0, 2:0, 4:2, střely na branku: 0:0","rozhodčí: Knap Jan, Kolář Michal",delegát: ,"                Player
5  17 Jakub Hruška (U)","                Player
4  55 Tomáš Špinka (U)","                Player
4  55 Tomáš Špinka (U)",2019/2020
90,271089,FBC Penguins Praha,Prague Tigers C,3,5,Lose,neděle 15.12.2019; SH Kostelec nad Černými lesy,počet diváků: 0,začátek 15:00; konec 16:05,Utkání: 3XM72019/2020-D047; 5. kolo; PH a SČ přebor mužů,"části: 0:0, 2:2, 3:1, střely na branku: 0:0","rozhodčí: Přibil Daniel, Joska Tomáš",delegát: ,"                Player
3  17 Jakub Hruška (U)","              Player
9  84 Jan Fencík (U)","                Player
3  17 Jakub Hruška (U)",2019/2020
91,271087,FBC Penguins Praha,FBC Snipers Poděbrady,3,4,Lose,neděle 15.12.2019; SH Kostelec nad Černými lesy,počet diváků: 0,začátek 17:20; konec 18:23,Utkání: 3XM72019/2020-D049; 5. kolo; PH a SČ přebor mužů,"části: 0:2, 3:0, 1:1, střely na branku: 0:0","rozhodčí: Přibil Daniel, Joska Tomáš",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                    Player
4  73 Radek Petrnoušek (U)","                    Player
4  73 Radek Petrnoušek (U)",2019/2020
92,273338,FBC Penguins Praha,ASI Torza Sorry,1,10,Lose,sobota 11.01.2020; Sport Eden Beroun,počet diváků: 0,začátek 15:00; konec 15:57,Utkání: 3XM72019/2020-D057; 6. kolo; PH a SČ přebor mužů,"části: 0:4, 0:2, 1:4, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,"                  Player
2  16 Mikuláš Vyleta (U)","             Player
3  6 Jan Buchta (U)","             Player
3  6 Jan Buchta (U)",2019/2020
93,273335,FBC Penguins Praha,FBK VŠSK PaedF UK Praha,4,6,Lose,sobota 11.01.2020; Sport Eden Beroun,počet diváků: 0,začátek 18:30; konec 19:33,Utkání: 3XM72019/2020-D060; 6. kolo; PH a SČ přebor mužů,"části: 3:3, 3:0, 0:1, střely na branku: 0:0","rozhodčí: Flek Václav, Bollardt Filip",delegát: ,"               Player
4  18 Michal Šíma (U)","               Player
1  3 Luboš Kučera (U)","               Player
1  3 Luboš Kučera (U)",2019/2020
94,277341,FBC Penguins Praha,FBC Pitbulls Kolín B,1,6,Lose,sobota 01.02.2020; TJ Sokol Vinohrady,počet diváků: 3,začátek 08:00; konec 09:00,Utkání: 3XM72019/2020-D061; 7. kolo; PH a SČ přebor mužů,"části: 0:3, 1:1, 0:2, střely na branku: 0:0","rozhodčí: Jirka Martin, Přibil Daniel",delegát: ,"                Player
3  17 Jakub Hruška (U)","               Player
9  94 David Horák (U)","               Player
9  94 David Horák (U)",2019/2020
95,277256,FBC Penguins Praha,FAT PIPE FLORBAL CHODOV C,3,5,Lose,sobota 01.02.2020; TJ Sokol Vinohrady,počet diváků: 0,začátek 10:20; konec 11:20,Utkání: 3XM72019/2020-D063; 7. kolo; PH a SČ přebor mužů,"části: 0:1, 3:0, 2:2, střely na branku: 0:0","rozhodčí: Kubašovský Jakub, Gabesam René",delegát: ,"                Player
6  73 Kryštof Hoch (U)","                Player
2  16 Ondřej Turek (U)","                Player
2  16 Ondřej Turek (U)",2019/2020
96,284092,FBC Penguins Praha,FBC Pitbulls Kolín B,3,4,Lose,sobota 12.09.2020; Sport Eden Beroun,počet diváků: 3,začátek 15:00; konec 16:07,Utkání: 3XM72020/2021-D007; 1. kolo; PH a SČ přebor mužů,"části: 2:3, 0:1, 1:0, střely na branku: 0:0","rozhodčí: Herman Petr, Kolář Michal",delegát: ,"                Player
3  17 Jakub Hruška (U)","                  Player
3  13 Ondřej Šlechta (U)","                Player
3  17 Jakub Hruška (U)",2020/2021
97,284095,FBC Penguins Praha,Fbk Buldoci GOP Radotín,2,6,Lose,sobota 12.09.2020; Sport Eden Beroun,počet diváků: 1,začátek 17:20; konec 18:19,Utkání: 3XM72020/2021-D009; 1. kolo; PH a SČ přebor mužů,"části: 3:0, 1:0, 2:2, střely na branku: 0:0","rozhodčí: Recht Lukáš, Fišer Daniel",delegát: ,"Empty DataFrame
Columns: [Player]
Index: []","                Player
5  22 Marek Střída (U)","                Player
5  22 Marek Střída (U)",2020/2021
98,288076,FBC Penguins Praha,FBC Snipers Poděbrady,4,3,Win,neděle 04.10.2020; SH Zruč nad Sázavou,počet diváků: 0,začátek 16:00; konec 17:14,Utkání: 3XM72020/2021-D017; 2. kolo; PH a SČ přebor mužů,"části: 2:0, 1:2, 1:1, střely na branku: 0:0","rozhodčí: Preclík Martin, Baloun Lukáš",delegát: ,"                Player
8  97 Ondřej Zeman (U)","               Player
10  99 Vít Souček (U)","               Player
10  99 Vít Souček (U)",2020/2021
99,288074,FBC Penguins Praha,Prague Tigers C,6,5,Win,neděle 04.10.2020; SH Zruč nad Sázavou,počet diváků: 0,začátek 19:30; konec 20:40,Utkání: 3XM72020/2021-D020; 2. kolo; PH a SČ přebor mužů,"části: 0:1, 2:3, 3:1, střely na branku: 0:0","rozhodčí: Preclík Martin, Baloun Lukáš",delegát: ,"                Player
7  97 Ondřej Zeman (U)","                 Player
0  12 Vojta Zmrzlík (U)
6     96 Jan Štědrý (U)","                Player
7  97 Ondřej Zeman (U)",2020/2021
