,Id,Player,G,A,PTS,Season,Team_against,Team_for,Hattrick,Date,League
518,38223, Štěpán Trousil ,1,1,2,2010/2011,Goalbusters Bystřice,FBC Ressler boys,0,22.01.2011, PH+SČ soutěž mužů
519,38223, Jakub Nováček ,0,1,1,2010/2011,Goalbusters Bystřice,FBC Ressler boys,0,22.01.2011, PH+SČ soutěž mužů
520,38223, Roman Žampach ,1,0,1,2010/2011,Goalbusters Bystřice,FBC Ressler boys,0,22.01.2011, PH+SČ soutěž mužů
521,38223, Ctibor Chmelař ,1,0,1,2010/2011,Goalbusters Bystřice,FBC Ressler boys,0,22.01.2011, PH+SČ soutěž mužů
522,38223, Zdeněk Karásek ,0,0,0,2010/2011,Goalbusters Bystřice,FBC Ressler boys,0,22.01.2011, PH+SČ soutěž mužů
523,28904, Martin Elišák ,1,0,1,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
524,28904, Ladislav Tyll ,0,0,0,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
525,28904, Miloš Zapadlo ,0,2,2,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
526,28904, Filip Weber ,0,0,0,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
527,28904, Václav Rides ,0,0,0,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
528,28904, Adam Bardún ,0,0,0,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
529,28904, Lukáš Benda ,0,0,0,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
530,28904, Štěpán Trousil ,2,0,2,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
531,28904, Jakub Nováček ,0,2,2,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
532,28904, Roman Žampach ,1,0,1,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
533,28904, Ctibor Chmelař ,1,0,1,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
534,28904, Zdeněk Máčel ,0,1,1,2010/2011,FBC Merkur Praha B,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
535,29832, Martin Elišák ,0,0,0,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
536,29832, Ladislav Tyll ,0,0,0,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
537,29832, Miloš Zapadlo ,2,1,3,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
538,29832, Filip Weber ,0,0,0,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
539,29832, Václav Rides ,1,2,3,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
540,29832, Adam Bardún ,0,1,1,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
541,29832, Lukáš Benda ,2,1,3,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
542,29832, Štěpán Trousil ,0,0,0,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
543,29832, Jakub Nováček ,0,0,0,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
544,29832, Roman Žampach ,0,1,1,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
545,29832, Ctibor Chmelař ,3,1,4,2010/2011,FBC Uhříněves,FBC Ressler boys,1,20.02.2011, PH+SČ soutěž mužů
546,29832, Zdeněk Máčel ,0,0,0,2010/2011,FBC Uhříněves,FBC Ressler boys,0,20.02.2011, PH+SČ soutěž mužů
547,40660, Martin Elišák ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
548,40660, Ladislav Tyll ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
549,40660, Miloš Zapadlo ,2,0,2,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
550,40660, Filip Weber ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
551,40660, Václav Rides ,0,1,1,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
552,40660, Adam Bardún ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
553,40660, Lukáš Benda ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
554,40660, Štěpán Trousil ,0,1,1,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
555,40660, Jakub Nováček ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
556,40660, Roman Žampach ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
557,40660, Ctibor Chmelař ,1,0,1,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
558,40660, Zdeněk Máčel ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
559,40660, Zdeněk Karásek ,0,0,0,2010/2011,FbC Panthers F,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
560,41547, Martin Elišák ,1,1,2,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
561,41547, Ladislav Tyll ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
562,41547, Miloš Zapadlo ,2,0,2,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
563,41547, Filip Weber ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
564,41547, Václav Rides ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
565,41547, Adam Bardún ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
566,41547, Lukáš Benda ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
567,41547, Štěpán Trousil ,0,1,1,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
568,41547, Jakub Nováček ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
569,41547, Roman Žampach ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
570,41547, Ctibor Chmelař ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
571,41547, Zdeněk Máčel ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
572,41547, Zdeněk Karásek ,0,0,0,2010/2011,SK Florbal Benešov C,FBC Ressler boys,0,13.03.2011, PH+SČ soutěž mužů
573,43569, Martin Elišák ,0,1,1,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
574,43569, Jakub Mádr ,0,1,1,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
575,43569, Ladislav Tyll ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
576,43569, Miloš Zapadlo ,4,0,4,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,1,16.04.2011, PH+SČ soutěž mužů
577,43569, Filip Weber ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
578,43569, Václav Rides ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
579,43569, Adam Bardún ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
580,43569, Štěpán Trousil ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
581,43569, Jakub Nováček ,1,0,1,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
582,43569, Roman Žampach ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
583,43569, Ctibor Chmelař ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
584,43569, Zdeněk Máčel ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
585,43569, Zdeněk Karásek ,0,0,0,2010/2011,FBK Prokrastinators Praha,FBC Ressler boys,0,16.04.2011, PH+SČ soutěž mužů
586,46482, Martin Elišák ,1,0,1,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
587,46482, Jakub Mádr ,0,1,1,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
588,46482, Ladislav Tyll ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
589,46482, Miloš Zapadlo ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
590,46482, Filip Weber ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
591,46482, Václav Rides ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
592,46482, Štěpán Trousil ,2,1,3,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
593,46482, Roman Žampach ,0,1,1,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
594,46482, Ctibor Chmelař ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
595,46482, Zdeněk Máčel ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
596,46482, Zdeněk Karásek ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,18.09.2011, PH+SČ soutěž mužů
597,48470, Martin Elišák ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
598,48470, Jakub Mádr ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
599,48470, Ladislav Tyll ,1,0,1,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
600,48470, Miloš Zapadlo ,1,0,1,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
601,48470, Filip Weber ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
602,48470, Adam Štefánik ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
603,48470, Václav Rides ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
604,48470, Adam Bardún ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
605,48470, Lukáš Benda ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
606,48470, Štěpán Trousil ,0,1,1,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
607,48470, Jakub Nováček ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
608,48470, Roman Žampach ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
609,48470, Ctibor Chmelař ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
610,48470, Zdeněk Máčel ,0,0,0,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
611,48470, Zdeněk Karásek ,0,1,1,2011/2012,Mosquitos,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
612,48466, Martin Elišák ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
613,48466, Jakub Mádr ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
614,48466, Ladislav Tyll ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
615,48466, Miloš Zapadlo ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
616,48466, Filip Weber ,0,1,1,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
617,48466, Adam Štefánik ,1,0,1,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
618,48466, Václav Rides ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
619,48466, Adam Bardún ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
620,48466, Lukáš Benda ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
621,48466, Štěpán Trousil ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
622,48466, Jakub Nováček ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
623,48466, Roman Žampach ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
624,48466, Ctibor Chmelař ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
625,48466, Zdeněk Máčel ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
626,48466, Zdeněk Karásek ,0,0,0,2011/2012,SK Florbal Benešov C,FBC Ressler boys,0,23.10.2011, PH+SČ soutěž mužů
627,50281, Martin Elišák ,0,0,0,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
628,50281, Jakub Mádr ,0,0,0,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
629,50281, Ladislav Tyll ,1,0,1,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
630,50281, Miloš Zapadlo ,2,1,3,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
631,50281, Filip Weber ,0,1,1,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
632,50281, Václav Rides ,1,0,1,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
633,50281, Adam Štefánik ,0,0,0,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
634,50281, Štěpán Trousil ,2,0,2,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
635,50281, Jakub Nováček ,0,1,1,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
636,50281, Roman Žampach ,0,0,0,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
637,50281, Ctibor Chmelař ,0,1,1,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
638,50281, Zdeněk Máčel ,0,0,0,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
639,50281, Zdeněk Karásek ,0,0,0,2011/2012,FBC Hornets Praha,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
640,50278, Martin Elišák ,0,1,1,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
641,50278, Jakub Mádr ,0,0,0,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
642,50278, Ladislav Tyll ,1,0,1,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
643,50278, Miloš Zapadlo ,1,1,2,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
644,50278, Filip Weber ,0,1,1,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
645,50278, Václav Rides ,0,0,0,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
646,50278, Adam Štefánik ,0,0,0,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
647,50278, Štěpán Trousil ,2,1,3,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
648,50278, Jakub Nováček ,0,0,0,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
649,50278, Roman Žampach ,0,0,0,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
650,50278, Ctibor Chmelař ,1,0,1,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
651,50278, Zdeněk Máčel ,0,0,0,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
652,50278, Zdeněk Karásek ,0,0,0,2011/2012,TJ Sokol Královské Vinohrady C,FBC Ressler boys,0,19.11.2011, PH+SČ soutěž mužů
653,52514, Martin Elišák ,0,0,0,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
654,52514, Jakub Mádr ,0,1,1,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
655,52514, Ladislav Tyll ,1,1,2,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
656,52514, Miloš Zapadlo ,0,0,0,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
657,52514, Filip Weber ,0,0,0,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
658,52514, Václav Rides ,2,2,4,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
659,52514, Adam Bardún ,0,0,0,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
660,52514, Adam Štefánik ,0,1,1,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
661,52514, Štěpán Trousil ,0,0,0,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
662,52514, Jakub Nováček ,2,0,2,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
663,52514, Roman Žampach ,0,1,1,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
664,52514, Ctibor Chmelař ,1,0,1,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
665,52514, Zdeněk Máčel ,1,0,1,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
666,52514, Zdeněk Karásek ,0,0,0,2011/2012,TJ Kyje,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
667,52510, Martin Elišák ,0,1,1,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
668,52510, Jakub Mádr ,0,0,0,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
669,52510, Ladislav Tyll ,1,0,1,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
670,52510, Miloš Zapadlo ,0,2,2,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
671,52510, Filip Weber ,0,1,1,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
672,52510, Václav Rides ,0,1,1,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
673,52510, Adam Bardún ,0,0,0,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
674,52510, Adam Štefánik ,0,0,0,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
675,52510, Štěpán Trousil ,3,0,3,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,1,10.12.2011, PH+SČ soutěž mužů
676,52510, Jakub Nováček ,0,1,1,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
677,52510, Roman Žampach ,0,0,0,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
678,52510, Ctibor Chmelař ,2,0,2,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
679,52510, Zdeněk Máčel ,0,0,0,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
680,52510, Zdeněk Karásek ,0,0,0,2011/2012,FbC Xichties - POHYB JE ŽIVOT,FBC Ressler boys,0,10.12.2011, PH+SČ soutěž mužů
681,53206, Martin Elišák ,0,0,0,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
682,53206, Jakub Mádr ,0,0,0,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
683,53206, Ladislav Tyll ,0,0,0,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
684,53206, Miloš Zapadlo ,0,4,4,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
685,53206, Filip Weber ,0,0,0,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
686,53206, Václav Rides ,1,1,2,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
687,53206, Adam Bardún ,0,1,1,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
688,53206, Adam Štefánik ,0,1,1,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
689,53206, Štěpán Trousil ,4,0,4,2011/2012,Goalbusters Bystřice,FBC Ressler boys,1,07.01.2012, PH+SČ soutěž mužů
690,53206, Jakub Nováček ,1,0,1,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
691,53206, Roman Žampach ,0,1,1,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
692,53206, Ctibor Chmelař ,2,0,2,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
693,53206, Zdeněk Máčel ,0,0,0,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
694,53206, Zdeněk Karásek ,1,0,1,2011/2012,Goalbusters Bystřice,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
695,53208, Martin Elišák ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
696,53208, Jakub Mádr ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
697,53208, Ladislav Tyll ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
698,53208, Miloš Zapadlo ,1,0,1,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
699,53208, Filip Weber ,0,1,1,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
700,53208, Václav Rides ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
701,53208, Adam Bardún ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
702,53208, Adam Štefánik ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
703,53208, Štěpán Trousil ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
704,53208, Jakub Nováček ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
705,53208, Roman Žampach ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
706,53208, Ctibor Chmelař ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
707,53208, Zdeněk Máčel ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
708,53208, Zdeněk Karásek ,0,0,0,2011/2012,FBK Vosy Praha,FBC Ressler boys,0,07.01.2012, PH+SČ soutěž mužů
709,55810, Martin Elišák ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,04.02.2012, PH+SČ soutěž mužů
710,55810, Jakub Mádr ,0,0,0,2011/2012,FKMP Praha B,FBC Ressler boys,0,04.02.2012, PH+SČ soutěž mužů
