,Id,Player,G,A,PTS,Season,Team_against,Team_for
1,242540,5 Lucie Kisugite (U),0,0,0,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
2,242540,6 Šimon Smrček (U),0,0,0,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
3,242540,15 Jan Jiráň (O),0,1,1,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
4,242540,22 Jaroslav Drahotínský (O),0,0,0,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
5,242540,23 Martin Bosák (U),0,0,0,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
6,242540,28 Libor Hrach (U),2,0,2,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
7,242540,42 Jan Novák (O),0,0,0,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
8,242540,92 Jakub Vilim (U),0,0,0,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
9,242540,99 Petr Zahradník (U),0,0,0,2018/2019,FBK Vosy Praha DDM P2 C,FBC Mobydick Praha
0,244641,3 Aleš Martínek (O),1,0,1,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
1,244641,5 Lucie Kisugite (U),0,0,0,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
2,244641,6 Šimon Smrček (O),0,0,0,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
3,244641,15 Jan Jiráň (O),0,1,1,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
4,244641,17 Martin Fojtík (U),4,1,5,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
5,244641,22 Jaroslav Drahotínský (O),0,0,0,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
6,244641,23 Martin Bosák (U),1,2,3,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
7,244641,68 Jakub Kalfiřt (U),0,0,0,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
8,244641,81 Jakub Horyna (U),2,2,4,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
9,244641,92 Jakub Vilim (U),1,2,3,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
10,244641,99 Petr Zahradník (U),1,1,2,2018/2019,FLORBAL RIDERS,FBC Mobydick Praha
0,244484,3 Aleš Martínek (O),2,1,3,2018/2019,FBC Majklar,FBC Mobydick Praha
1,244484,5 Lucie Kisugite (U),0,1,1,2018/2019,FBC Majklar,FBC Mobydick Praha
2,244484,6 Šimon Smrček (O),0,0,0,2018/2019,FBC Majklar,FBC Mobydick Praha
3,244484,15 Jan Jiráň (O),0,2,2,2018/2019,FBC Majklar,FBC Mobydick Praha
