,Id,Period,Time,Player,TM,Foul,Season
0,144401,1. část,04:48,8 Filip Weber,2,901 sekání,2015/2016
1,144401,3. část,05:46,4 Jakub Mádr,2,901 sekání,2015/2016
0,144406,3. část,01:36,8 Filip Weber,2,901 sekání,2015/2016
1,144406,3. část,03:59,4 Jakub Mádr,2,901 sekání,2015/2016
0,145415,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2015/2016
0,145420,1. část,08:10,77 Ctibor Chmelař,2,901 sekání,2015/2016
0,150361,1. část,04:22,11 Martin Elišák,2,901 sekání,2015/2016
1,150361,1. část,11:11,88 Michal Rosí,2,908 vražení zády,2015/2016
0,150367,3. část,03:09,21 Štěpán Trousil,2,915 nedovolená vzdálenost,2015/2016
1,150367,3. část,10:58,10 Miloš Zapadlo,5,909 hrubost,2015/2016
2,150367,3. část,11:01,88 Michal Rosí,2,915 nedovolená vzdálenost,2015/2016
0,151930,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2015/2016
0,151965,1. část,08:29,21 Štěpán Trousil,2,903 nadzvedávání hokejky,2015/2016
1,151965,3. část,07:29,14 Roman Žampach,2,901 sekání,2015/2016
0,154870,3. část,04:58,14 Roman Žampach,2,914 hra v malém brankovišti,2015/2016
0,154873,1. část,08:26,4 Jakub Mádr,2,919 hra na zemi,2015/2016
1,154873,2. část,07:06,77 Ctibor Chmelař,10,925 nesportovní chování,2015/2016
2,154873,2. část,07:06,77 Ctibor Chmelař,2,901 sekání,2015/2016
3,154873,2. část,07:06,77 Ctibor Chmelař,2,925 nesportovní chování,2015/2016
4,154873,3. část,05:32,14 Roman Žampach,2,926 hra bez hokejky,2015/2016
0,158141,3. část,05:59,88 Michal Rosí,2,915 nedovolená vzdálenost,2016/2017
0,158158,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,160699,1. část,11:03,21 Štěpán Trousil,2,901 sekání,2016/2017
1,160699,1. část,11:59,49 Filip Trousil,2,909 hrubost,2016/2017
2,160699,2. část,10:09,21 Štěpán Trousil,2,911 bránění ve hře,2016/2017
3,160699,3. část,09:07,21 Štěpán Trousil,2,901 sekání,2016/2017
0,160702,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,165178,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,165181,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,167705,1. část,09:44,10 Miloš Zapadlo,2,925 nesportovní chování,2016/2017
1,167705,2. část,02:34,88 Michal Rosí,2,908 vražení zády,2016/2017
2,167705,3. část,04:54,21 Štěpán Trousil,2,911 bránění ve hře,2016/2017
0,167707,1. část,10:20,88 Michal Rosí,2,907 nedovolené vrážení,2016/2017
1,167707,2. část,06:46,21 Štěpán Trousil,5,909 hrubost,2016/2017
2,167707,2. část,06:46,49 Filip Trousil,2,925 nesportovní chování,2016/2017
0,170887,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,170890,2. část,04:03,13 Marek Václavík,2,901 sekání,2016/2017
1,170890,3. část,10:55,10 Miloš Zapadlo,2,911 bránění ve hře,2016/2017
0,173014,3. část,01:39,86 Zdeněk Karásek,2,901 sekání,2016/2017
0,173022,3. část,06:19,86 Zdeněk Karásek,2,901 sekání,2016/2017
0,177660,2. část,04:31,8 Filip Weber,2,901 sekání,2016/2017
1,177660,2. část,06:07,87 Jakub Edr,2,901 sekání,2016/2017
2,177660,3. část,04:19,88 Michal Rosí,2,911 bránění ve hře,2016/2017
0,177076,1. část,11:30,10 Miloš Zapadlo,2,925 nesportovní chování,2016/2017
1,177076,1. část,11:30,10 Miloš Zapadlo,10,925 nesportovní chování,2016/2017
2,177076,2. část,09:46,88 Michal Rosí,2,909 hrubost,2016/2017
3,177076,3. část,07:09,13 Marek Václavík,2,911 bránění ve hře,2016/2017
0,178883,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,178896,2. část,11:38,77 Ctibor Chmelař,2,911 bránění ve hře,2016/2017
1,178896,3. část,09:36,11 Martin Elišák,2,922 špatné střídání,2016/2017
0,181137,2. část,00:40,13 Marek Václavík,2,901 sekání,2016/2017
1,181137,2. část,11:44,88 Michal Rosí,2,902 blokování hokejky,2016/2017
0,181141,3. část,03:53,14 Roman Žampach,2,916 hra ve výskoku,2016/2017
0,184420,2. část,11:26,88 Michal Rosí,2,920 hra rukou,2016/2017
0,184422,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2016/2017
0,188166,1. část,01:26,11 Martin Elišák,2,922 špatné střídání,2017/2018
0,188172,3. část,10:07,88 Michal Rosí,5,928 neuvedení v sestavě,2017/2018
0,189796,3. část,10:00,87 Jakub Edr,2,902 blokování hokejky,2017/2018
0,189799,1. část,11:39,14 Roman Žampach,2,901 sekání,2017/2018
0,190317,2. část,00:40,87 Jakub Edr,2,907 nedovolené vrážení,2017/2018
1,190317,2. část,11:08,22 Jakub Nováček,2,909 hrubost,2017/2018
2,190317,3. část,10:03,88 Michal Rosí,5,909 hrubost,2017/2018
0,190321,1. část,01:47,11 Martin Elišák,2,922 špatné střídání,2017/2018
0,196450,2. část,09:24,13 Marek Václavík,2,921 hra hlavou,2017/2018
0,196944,1. část,11:39,77 Ctibor Chmelař,2,925 nesportovní chování,2017/2018
0,198727,2. část,10:22,12 Adam Bardún,2,901 sekání,2017/2018
1,198727,3. část,02:40,13 Marek Václavík,2,902 blokování hokejky,2017/2018
0,198731,2. část,08:19,13 Marek Václavík,2,901 sekání,2017/2018
1,198731,3. část,09:25,21 Štěpán Trousil,2,925 nesportovní chování,2017/2018
0,202148,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,202161,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,207535,3. část,04:16,12 Adam Bardún,2,901 sekání,2017/2018
0,207533,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,213224,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2017/2018
0,213222,2. část,10:38,13 Marek Václavík,2,911 bránění ve hře,2017/2018
0,215894,2. část,05:20,88 Michal Rosí,2,904 vysoká hokejka,2017/2018
0,215892,2. část,07:48,11 Martin Elišák,2,911 bránění ve hře,2017/2018
0,217370,1. část,08:12,94 Štěpán Trousil,2,902 blokování hokejky,2017/2018
1,217370,2. část,04:21,14 Roman Žampach,2,911 bránění ve hře,2017/2018
0,217372,1. část,07:00,13 Marek Václavík,2,902 blokování hokejky,2017/2018
0,222022,3. část,01:11,88 Michal Rosí,2,915 nedovolená vzdálenost,2018/2019
1,222022,3. část,04:04,8 Filip Weber,2,901 sekání,2018/2019
2,222022,3. část,06:54,22 Jakub Nováček,2,901 sekání,2018/2019
0,222084,1. část,06:01,14 Roman Žampach,2,910 držení,2018/2019
1,222084,2. část,06:32,49 Filip Trousil,2,925 nesportovní chování,2018/2019
0,225350,1. část,04:50,13 Marek Václavík,2,922 špatné střídání,2018/2019
1,225350,3. část,04:42,17 Radek Mošnička,2,911 bránění ve hře,2018/2019
0,225349,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,229025,3. část,07:20,87 Jakub Edr,2,901 sekání,2018/2019
0,229022,1. část,02:48,87 Jakub Edr,2,901 sekání,2018/2019
1,229022,3. část,07:18,61 Pavel Trbušek,2,922 špatné střídání,2018/2019
0,229429,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,232669,2. část,05:08,77 Ctibor Chmelař,2,902 blokování hokejky,2018/2019
1,232669,3. část,07:37,17 Radek Mošnička,2,902 blokování hokejky,2018/2019
0,235066,1. část,03:05,88 Michal Rosí,2,901 sekání,2018/2019
1,235066,1. část,08:54,22 Jakub Nováček,2,901 sekání,2018/2019
2,235066,2. část,05:32,88 Michal Rosí,2,926 hra bez hokejky,2018/2019
3,235066,3. část,07:53,13 Marek Václavík,2,901 sekání,2018/2019
4,235066,3. část,10:58,77 Ctibor Chmelař,2,909 hrubost,2018/2019
0,235062,3. část,06:21,61 Pavel Trbušek,2,919 hra na zemi,2018/2019
0,237796,1. část,05:30,4 Jakub Mádr,2,902 blokování hokejky,2018/2019
1,237796,3. část,07:39,77 Ctibor Chmelař,2,901 sekání,2018/2019
0,237794,2. část,00:29,77 Ctibor Chmelař,2,904 vysoká hokejka,2018/2019
0,241681,1. část,10:48,13 Marek Václavík,2,901 sekání,2018/2019
1,241681,2. část,00:46,77 Ctibor Chmelař,2,901 sekání,2018/2019
2,241681,3. část,07:42,13 Marek Václavík,2,901 sekání,2018/2019
0,241679,3. část,04:10,94 Jan Hanuš,2,911 bránění ve hře,2018/2019
0,244656,2. část,00:40,13 Marek Václavík,2,901 sekání,2018/2019
0,244654,3. část,11:38,88 Michal Rosí,2,915 nedovolená vzdálenost,2018/2019
0,247475,3. část,02:53,13 Marek Václavík,2,902 blokování hokejky,2018/2019
1,247475,3. část,09:39,10 Miloš Zapadlo,2,907 nedovolené vrážení,2018/2019
0,247472,1. část,04:15,94 Štefan Záležák,2,922 špatné střídání,2018/2019
1,247472,1. část,06:41,9 Jan Hanuš,2,907 nedovolené vrážení,2018/2019
0,233120,1. část,02:32,8 Filip Weber,2,911 bránění ve hře,2018/2019
1,233120,1. část,08:36,13 Marek Václavík,2,904 vysoká hokejka,2018/2019
2,233120,2. část,01:12,14 Roman Žampach,2,920 hra rukou,2018/2019
0,250976,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2018/2019
0,255307,1. část,11:12,88 Michal Rosí,2,919 hra na zemi,2019/2020
1,255307,2. část,07:30,8 Filip Weber,2,911 bránění ve hře,2019/2020
2,255307,3. část,05:35,14 Roman Žampach,2,902 blokování hokejky,2019/2020
0,257489,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,257484,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,260191,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,260187,2. část,03:38,8 Filip Weber,2,901 sekání,2019/2020
0,263242,3. část,06:53,4 Jakub Mádr,2,902 blokování hokejky,2019/2020
1,263242,3. část,08:16,12 Adam Bardún,2,901 sekání,2019/2020
0,263237,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,266162,3. část,03:56,87 Jakub Edr,2,901 sekání,2019/2020
0,266158,3. část,03:49,22 Jakub Nováček,2,911 bránění ve hře,2019/2020
0,271020,2. část,03:40,5 Michael Obrtel,2,920 hra rukou,2019/2020
1,271020,2. část,11:33,12 Adam Bardún,2,903 nadzvedávání hokejky,2019/2020
0,278201,3. část,04:51,14 Roman Žampach,2,901 sekání,2019/2020
0,278200,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2019/2020
0,284054,1. část,08:23,4 Jakub Mádr,2,901 sekání,2020/2021
1,284054,3. část,02:10,94 Michael Obrtel,2,919 hra na zemi,2020/2021
0,284058,2. část,11:01,21 Michael Obrtel,2,901 sekání,2020/2021
1,284058,3. část,07:59,98 Matěj Soukup,2,908 vražení zády,2020/2021
0,287591,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2020/2021
0,287905,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,ŽÁDNÉ VYLOUČENÍ,2020/2021
