,Id,Player,G,A,PTS,Season,Team_against,Team_for
1,19348,16 Filip Bělský (U),3,1,4,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
2,19348,21 Milan Votrubec (U),1,0,1,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
3,19348,22 Jakub Pavel (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
4,19348,27 David Taufer (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
5,19348,49 Jan Zahálka (U),0,1,1,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
6,19348,77 Tomáš Dedek (U),1,0,1,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
7,19348,79 Jakub Trmota (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
8,19348,83 Pavel Kuchynka (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
9,19348,99 Martin Doležal (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
0,19350,7 Jan Pokorný (U),0,0,0,2009/2010,FBC Ressler boys,FK Spartak Praha B
1,19350,10 Matouš Novosad (U),0,1,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
2,19350,12 Michal Tuma (U),0,1,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
3,19350,13 Tomáš Růta (U),0,0,0,2009/2010,FBC Ressler boys,FK Spartak Praha B
4,19350,17 Ondřej Novotný (U),1,0,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
5,19350,21 Michal Koníček (U),0,0,0,2009/2010,FBC Ressler boys,FK Spartak Praha B
6,19350,24 Jan Vitík (U),0,0,0,2009/2010,FBC Ressler boys,FK Spartak Praha B
7,19350,27 Jan Kořínek (U),1,0,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
8,19350,30 Lukáš Grygar (U),1,0,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
9,19350,47 Václav Boček (U),0,0,0,2009/2010,FBC Ressler boys,FK Spartak Praha B
0,21084,6 Jan Zapadlo (U),0,1,1,2009/2010,FBC Ressler boys,FBC Start98 B
1,21084,7 Jan Bambas (U),1,0,1,2009/2010,FBC Ressler boys,FBC Start98 B
2,21084,10 Petr Popelka (U),0,2,2,2009/2010,FBC Ressler boys,FBC Start98 B
3,21084,11 Tomáš Vintr (U),0,0,0,2009/2010,FBC Ressler boys,FBC Start98 B
4,21084,13 Martin Vaniš (U),0,0,0,2009/2010,FBC Ressler boys,FBC Start98 B
5,21084,14 Michal Šik (U),2,0,2,2009/2010,FBC Ressler boys,FBC Start98 B
6,21084,15 Martin Sekerka (U),0,0,0,2009/2010,FBC Ressler boys,FBC Start98 B
7,21084,17 Lukáš Boček (U),0,0,0,2009/2010,FBC Ressler boys,FBC Start98 B
8,21084,68 Marek Mandler (U),0,1,1,2009/2010,FBC Ressler boys,FBC Start98 B
9,21084,87 Jan Kučera (U),1,0,1,2009/2010,FBC Ressler boys,FBC Start98 B
0,21821,2 Daniel Kubát (U),2,1,3,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
1,21821,10 Tomáš Schuch (U),1,0,1,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
2,21821,12 Jaroslav Krupička (U),0,1,1,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
3,21821,23 Jakub Michalik (U),0,1,1,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
4,21821,32 Jiří Novák (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
5,21821,37 Roman Bezouška (U),0,1,1,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
6,21821,61 Jindřich Kratochvíl (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
7,21821,77 Michal Kulhánek (U),0,1,1,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
8,21821,86 Lukáš Knížek (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
9,21821,88 Tomáš Klimt (U),2,0,2,2009/2010,FBC Ressler boys,FBC Vlci Tatran Kostelec
0,21824,2 Radek Trojan (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
1,21824,3 Jaroslav Hotěk (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
2,21824,4 Jan Kněžínek (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
3,21824,5 Radek Tázler (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
4,21824,19 Jan Škop (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
5,21824,21 Roman Šeiner (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
6,21824,22 Karel Sita (U),0,3,3,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
7,21824,23 Jiří Halásek (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
8,21824,24 Jan Tománek (U),1,0,1,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
9,21824,72 Michal Zítek (U),0,0,0,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
10,21824,98 Petr Brychta (U),3,0,3,2009/2010,FBC Ressler boys,FBC Vinořská Zvěř
0,23281,2 Marek Pucholt (U),1,1,2,2009/2010,FBC Ressler boys,Sokol Rudná
1,23281,3 Michal Kučera (U),1,0,1,2009/2010,FBC Ressler boys,Sokol Rudná
2,23281,8 Marek Mojžíš (U),1,0,1,2009/2010,FBC Ressler boys,Sokol Rudná
3,23281,9 Pavel Cihla (U),0,0,0,2009/2010,FBC Ressler boys,Sokol Rudná
4,23281,12 Lukáš Koťátko (U),0,1,1,2009/2010,FBC Ressler boys,Sokol Rudná
5,23281,15 Miroslav Kaplan (U),2,2,4,2009/2010,FBC Ressler boys,Sokol Rudná
6,23281,16 Jan Hruška (U),1,1,2,2009/2010,FBC Ressler boys,Sokol Rudná
7,23281,18 Martin Tuček (U),0,1,1,2009/2010,FBC Ressler boys,Sokol Rudná
8,23281,19 Jiří Blažek (U),0,0,0,2009/2010,FBC Ressler boys,Sokol Rudná
9,23281,20 Ladislav Špák (U),0,0,0,2009/2010,FBC Ressler boys,Sokol Rudná
0,23278,2 Vojtěch Šamšula (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
1,23278,3 Jan Čížek (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
2,23278,4 Martin Czeczinkar (U),0,1,1,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
3,23278,5 Lukáš Kuba (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
4,23278,9 Jakub Dvořák (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
5,23278,10 Aleš Těhle (U),1,0,1,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
6,23278,11 Ota Hauptmann (U),0,1,1,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
7,23278,13 Martin Kalous (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
8,23278,33 Hynek Hampl (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
9,23278,55 Milan Štěrba (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
10,23278,69 David Mráz (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
11,23278,71 Ervín Landauer (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
12,23278,78 Jan Kosek (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
13,23278,87 Michal Soukup (U),0,0,0,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
14,23278,96 Martin Král (U),1,0,1,2009/2010,FBC Ressler boys,FBC Žraloci Příbram
0,24752,5 Jan Papoušek (U),0,0,0,2009/2010,FBC Ressler boys,Pragsport
1,24752,7 Jan Žolčák (U),0,0,0,2009/2010,FBC Ressler boys,Pragsport
2,24752,10 Jan Kůs (U),0,0,0,2009/2010,FBC Ressler boys,Pragsport
3,24752,13 Petr Borovec (U),1,1,2,2009/2010,FBC Ressler boys,Pragsport
4,24752,14 Tomáš Vendl (U),0,0,0,2009/2010,FBC Ressler boys,Pragsport
5,24752,17 Jakub Žolčák (U),0,2,2,2009/2010,FBC Ressler boys,Pragsport
6,24752,18 Zdeněk Novák (U),2,0,2,2009/2010,FBC Ressler boys,Pragsport
7,24752,20 Ondřej Himmer (U),0,0,0,2009/2010,FBC Ressler boys,Pragsport
0,24754,3 Kamil Štanda (U),0,0,0,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
1,24754,6 Patrik Čeliš (U),2,0,2,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
2,24754,7 Jan Vážný (U),1,0,1,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
3,24754,8 Miroslav Müller (U),0,0,0,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
4,24754,12 Tomáš Grigar (U),2,4,6,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
5,24754,16 Adam Podrázský (U),0,1,1,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
6,24754,18 Robert Sysala (U),1,0,1,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
7,24754,33 Aleš Vyjidák (U),0,0,0,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
8,24754,47 Šimon Skala (U),0,0,0,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
9,24754,69 Michal Černý (U),1,0,1,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
10,24754,77 Lukáš Fulín (U),1,0,1,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
11,24754,79 Ondřej Lukeš (U),0,0,0,2009/2010,FBC Ressler boys,FbŠ Bohemians BANG team D
0,25954,7 Michal Pletánek (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
1,25954,10 Josef Slavík (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
2,25954,12 Vojtěch Novák (U),0,1,1,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
3,25954,20 František Schirl (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
4,25954,21 Milan Kouba (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
5,25954,25 Michal Zvára (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
6,25954,30 Jiří Tománek (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
7,25954,39 Adam Pažout (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
8,25954,50 Lukáš Fietzek (U),1,0,1,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
9,25954,66 Martin Karlovský (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
10,25954,89 Jakub Toušek (U),0,0,0,2009/2010,FBC Ressler boys,FT Sokol Břevnov B
0,25950,16 Filip Bělský (U),2,2,4,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
1,25950,21 Milan Votrubec (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
2,25950,22 Jakub Pavel (U),1,1,2,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
3,25950,27 David Taufer (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
4,25950,49 Jan Zahálka (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
5,25950,77 Tomáš Dedek (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
6,25950,79 Jakub Trmota (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
7,25950,83 Pavel Kuchynka (U),1,0,1,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
8,25950,99 Martin Doležal (U),0,0,0,2009/2010,FBC Ressler boys,FbK TJ Sokol Žižkov II
0,27336,9 Lukáš Franz (U),1,1,2,2009/2010,FBC Ressler boys,FK Spartak Praha B
1,27336,10 Matouš Novosad (U),0,1,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
2,27336,12 Michal Tuma (U),0,1,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
3,27336,13 Tomáš Růta (U),3,0,3,2009/2010,FBC Ressler boys,FK Spartak Praha B
4,27336,16 Petr Janský (U),1,1,2,2009/2010,FBC Ressler boys,FK Spartak Praha B
5,27336,21 Michal Koníček (U),0,1,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
6,27336,24 Jan Vitík (U),0,1,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
7,27336,27 Jan Kořínek (U),2,0,2,2009/2010,FBC Ressler boys,FK Spartak Praha B
8,27336,41 Lukáš Pokorný (U),1,0,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
9,27336,88 Martin Staněk (U),0,1,1,2009/2010,FBC Ressler boys,FK Spartak Praha B
0,29252,3 Václav Kvita (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
1,29252,5 Vojtěch Skopový (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
2,29252,6 Václav Skopový (U),0,2,2,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
3,29252,7 Petr Dvořák (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
4,29252,8 Tomáš Kružík (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
5,29252,17 Petr Káda (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
6,29252,28 Libor Vilímec (U),1,1,2,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
7,29252,42 Štěpán Pavelka (U),2,0,2,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
8,29252,83 Vojtěch Hynek (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
9,29252,89 Filip Šejvl (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
0,29250,3 Martin Neumann (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
1,29250,7 Petr Zeman (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
2,29250,9 Petr Nevšímal (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
3,29250,12 Jan Švejda (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
4,29250,13 Roman Málek (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
5,29250,17 Michal Kuklík (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
6,29250,25 Jiří Matějka (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
7,29250,55 Jan Tůma (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
8,29250,79 Jiří Filip (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
9,29250,87 Jan Bašta (U),2,0,2,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
0,30521,2 Miroslav Špaček (U),1,1,2,2010/2011,FBC Ressler boys,Goalbusters Bystřice
1,30521,11 Jan Urbanec (U),0,1,1,2010/2011,FBC Ressler boys,Goalbusters Bystřice
2,30521,12 Ivan Preisler (U),2,1,3,2010/2011,FBC Ressler boys,Goalbusters Bystřice
3,30521,13 Michal Slaba (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
4,30521,14 Jiří Pomahač (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
5,30521,16 Jan Klimus (U),0,1,1,2010/2011,FBC Ressler boys,Goalbusters Bystřice
6,30521,22 Jaroslav Mikoláš (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
7,30521,24 Michal Klíma (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
8,30521,28 Petr Klíma (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
9,30521,39 Jiří Žilinský (U),1,1,2,2010/2011,FBC Ressler boys,Goalbusters Bystřice
10,30521,69 Vít Vrtiška (U),1,0,1,2010/2011,FBC Ressler boys,Goalbusters Bystřice
11,30521,76 Jaroslav Český (U),1,1,2,2010/2011,FBC Ressler boys,Goalbusters Bystřice
0,30518,10 Jan Kadlec (U),1,0,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
1,30518,12 Micheal Čečetka (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
2,30518,14 Michal Kolář (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
3,30518,15 Jakub Kricner (U),1,1,2,2010/2011,FBC Ressler boys,FbK Olymp Praha B
4,30518,45 Martin Kašík (U),2,1,3,2010/2011,FBC Ressler boys,FbK Olymp Praha B
5,30518,50 Jan Rychtařík (U),1,0,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
6,30518,66 Petr Slezák (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
7,30518,71 Jan Maňák (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
8,30518,79 Jan Hruška (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
9,30518,86 Tomáš Chmel (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
10,30518,91 Jan Šik (U),0,1,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
0,31231,3 Lenka Kubisková (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
1,31231,4 Martin Reichelt (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
2,31231,6 Petr Brabenec (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
3,31231,9 Kateřina Holubová (U),0,1,1,2010/2011,FBC Ressler boys,FBC Uhříněves
4,31231,11 Andrea Nováková (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
5,31231,13 Petr Mašek (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
6,31231,19 Petr Dupač (U),1,0,1,2010/2011,FBC Ressler boys,FBC Uhříněves
7,31231,20 Vít Lederer (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
8,31231,24 Filip Friedberger (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
9,31231,31 Jan Srb (U),0,1,1,2010/2011,FBC Ressler boys,FBC Uhříněves
10,31231,33 Jan Handl (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
11,31231,44 Klára Zelenková (U),0,0,0,2010/2011,FBC Ressler boys,FBC Uhříněves
12,31231,78 Martin Matoška (U),1,0,1,2010/2011,FBC Ressler boys,FBC Uhříněves
0,31228,5 Stanislav Heřman (U),1,0,1,2010/2011,FBC Ressler boys,FBC Merkur Praha B
1,31228,7 Lubomír Mrazík (U),0,1,1,2010/2011,FBC Ressler boys,FBC Merkur Praha B
2,31228,10 Lukáš Bokr (U),1,1,2,2010/2011,FBC Ressler boys,FBC Merkur Praha B
3,31228,12 Pavel Klemera (U),0,0,0,2010/2011,FBC Ressler boys,FBC Merkur Praha B
4,31228,15 Petr Umlauf (U),0,0,0,2010/2011,FBC Ressler boys,FBC Merkur Praha B
5,31228,23 Filip Kraus (U),0,0,0,2010/2011,FBC Ressler boys,FBC Merkur Praha B
6,31228,77 Jan Čapek (U),0,0,0,2010/2011,FBC Ressler boys,FBC Merkur Praha B
7,31228,78 Václav Hrubý (U),1,1,2,2010/2011,FBC Ressler boys,FBC Merkur Praha B
0,32999,3 Kryštof Kocot (U),0,0,0,2010/2011,FBC Ressler boys,FbC Panthers F
1,32999,11 Martin Zíma (U),0,0,0,2010/2011,FBC Ressler boys,FbC Panthers F
2,32999,13 Barbora Huřtáková (U),0,0,0,2010/2011,FBC Ressler boys,FbC Panthers F
3,32999,17 Jiří Vacek (U),0,0,0,2010/2011,FBC Ressler boys,FbC Panthers F
4,32999,21 Lukáš Jenšík (U),1,0,1,2010/2011,FBC Ressler boys,FbC Panthers F
5,32999,25 Jakub Dajčar (U),0,0,0,2010/2011,FBC Ressler boys,FbC Panthers F
6,32999,33 Rudolf Kovář (U),0,0,0,2010/2011,FBC Ressler boys,FbC Panthers F
7,32999,40 Sebastian Sticzay (U),0,1,1,2010/2011,FBC Ressler boys,FbC Panthers F
8,32999,41 Karel Kovács (U),1,0,1,2010/2011,FBC Ressler boys,FbC Panthers F
9,32999,47 Petr Benedikt (U),0,0,0,2010/2011,FBC Ressler boys,FbC Panthers F
0,32921,5 Radek Vichta (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
1,32921,14 Aleš Chod (U),5,0,5,2010/2011,FBC Ressler boys,SK Florbal Benešov C
2,32921,19 Matyáš Pokorný (U),1,3,4,2010/2011,FBC Ressler boys,SK Florbal Benešov C
3,32921,25 Tomáš Vacek (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
4,32921,29 Adam Vyhnal (U),1,0,1,2010/2011,FBC Ressler boys,SK Florbal Benešov C
5,32921,31 Miroslav Pokorný (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
6,32921,33 Lukáš Krupička (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
7,32921,36 Daniel Seifert (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
8,32921,41 Jan Stibůrek (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
9,32921,47 Vladimír Zdeněk (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
10,32921,53 Jan Kouba (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
11,32921,55 Tomáš Pícha (U),0,3,3,2010/2011,FBC Ressler boys,SK Florbal Benešov C
12,32921,68 Oldřich Svoboda (U),0,0,0,2010/2011,FBC Ressler boys,SK Florbal Benešov C
0,34411,2 Tomáš Bízek (U),1,0,1,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
1,34411,7 Vojtěch Bienek (U),0,0,0,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
2,34411,9 Rudolf Gregor (U),0,0,0,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
3,34411,10 Oldřich Wirth (U),0,0,0,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
4,34411,13 Robert Kučírka (U),1,1,2,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
5,34411,19 Miroslav Dvořák (U),0,0,0,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
6,34411,22 Radek Pavel (U),0,0,0,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
7,34411,26 Jakub Terkoš (U),0,0,0,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
8,34411,28 Jakub Kopecký (U),0,0,0,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
9,34411,96 Jiří Čala (U),0,1,1,2010/2011,FBC Ressler boys,FBK Prokrastinators Praha
0,35918,3 Václav Kvita (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
1,35918,5 Vojtěch Skopový (U),2,1,3,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
2,35918,6 Václav Skopový (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
3,35918,7 Petr Dvořák (U),0,1,1,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
4,35918,8 Tomáš Kružík (U),1,1,2,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
5,35918,10 Zdeněk Burian (U),1,0,1,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
6,35918,17 Petr Káda (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
7,35918,28 Libor Vilímec (U),1,0,1,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
8,35918,42 Štěpán Pavelka (U),0,1,1,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
9,35918,82 Vojtěch Hynek (U),1,1,2,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
10,35918,89 Filip Šejvl (U),0,0,0,2010/2011,FBC Ressler boys,FBC Falcons Žižkov
0,35915,7 Petr Zeman (U),1,0,1,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
1,35915,9 Petr Nevšímal (U),0,1,1,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
2,35915,10 Oldřich Jarmar (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
3,35915,12 Jan Švejda (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
4,35915,13 Roman Málek (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
5,35915,14 Ondřej Pícha (U),1,0,1,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
6,35915,17 Michal Kuklík (U),0,1,1,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
7,35915,25 Jiří Matějka (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
8,35915,92 Jaromír Zákostelný (U),0,0,0,2010/2011,FBC Ressler boys,FBK Sokol Vlašim
0,38225,6 Stanislav Zajíček (U),1,0,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
1,38225,7 Michal Res (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
2,38225,10 Jan Kadlec (U),0,1,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
3,38225,14 Michal Kolář (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
4,38225,15 Jakub Kricner (U),1,0,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
5,38225,40 Matouš Holý (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
6,38225,50 Jiří Kundrata (U),0,1,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
7,38225,66 Petr Slezák (U),1,0,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
8,38225,69 Jan Rychtařík (U),0,1,1,2010/2011,FBC Ressler boys,FbK Olymp Praha B
9,38225,71 Jan Maňák (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
10,38225,79 Jan Hruška (U),2,1,3,2010/2011,FBC Ressler boys,FbK Olymp Praha B
11,38225,91 Jan Šik (U),0,0,0,2010/2011,FBC Ressler boys,FbK Olymp Praha B
12,38225,92 Jakub Votruba (U),1,1,2,2010/2011,FBC Ressler boys,FbK Olymp Praha B
0,38223,2 Miroslav Špaček (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
1,38223,11 Jan Urbanec (U),1,0,1,2010/2011,FBC Ressler boys,Goalbusters Bystřice
2,38223,13 Michal Slaba (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
3,38223,14 Jiří Pomahač (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
4,38223,16 Jan Klimus (U),0,1,1,2010/2011,FBC Ressler boys,Goalbusters Bystřice
5,38223,22 Jaroslav Mikoláš (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
6,38223,24 Michal Klíma (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
7,38223,28 Petr Klíma (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
8,38223,39 Jiří Žilinský (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
9,38223,69 Vít Vrtiška (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
10,38223,76 Jaroslav Český (U),0,0,0,2010/2011,FBC Ressler boys,Goalbusters Bystřice
