,Id,Player,G,A,PTS,Season,Team_against,Team_for
5,48470,13 Jakub Barták (U),2,2,4,2011/2012,FBC Ressler boys,Mosquitos
6,48470,15 Vojtěch Moravec (U),1,0,1,2011/2012,FBC Ressler boys,Mosquitos
7,48470,19 Jakub Bilík (U),1,1,2,2011/2012,FBC Ressler boys,Mosquitos
8,48470,77 Václav Římal (U),0,2,2,2011/2012,FBC Ressler boys,Mosquitos
0,48466,5 Radek Vichta (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
1,48466,14 Michal Hlaváček (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
2,48466,19 Aleš Chod (U),0,1,1,2011/2012,FBC Ressler boys,SK Florbal Benešov C
3,48466,25 Jan Kouba (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
4,48466,29 Adam Vyhnal (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
5,48466,31 Miroslav Pokorný (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
6,48466,33 Karel Hlaváček (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
7,48466,41 Jan Coufal (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
8,48466,45 Jan Hrabě (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
9,48466,47 Matyáš Pokorný (U),1,0,1,2011/2012,FBC Ressler boys,SK Florbal Benešov C
10,48466,53 Pavel Hrabě (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
11,48466,55 Tomáš Pícha (U),1,1,2,2011/2012,FBC Ressler boys,SK Florbal Benešov C
12,48466,68 Vladimír Suk (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
0,50281,2 Petr Vinopal (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
1,50281,3 Petr Horák (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
2,50281,5 Petr Šimek (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
3,50281,6 Ondřej Krejza (U),0,1,1,2011/2012,FBC Ressler boys,FBC Hornets Praha
4,50281,9 Aleš Bílek (U),0,1,1,2011/2012,FBC Ressler boys,FBC Hornets Praha
5,50281,10 Tomáš Formánek (U),2,0,2,2011/2012,FBC Ressler boys,FBC Hornets Praha
6,50281,11 Michal Mikeš (U),1,1,2,2011/2012,FBC Ressler boys,FBC Hornets Praha
7,50281,27 Jaroslav Biskup (U),0,1,1,2011/2012,FBC Ressler boys,FBC Hornets Praha
8,50281,32 Lukáš Vránek (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
9,50281,71 Tomáš Horák (U),1,0,1,2011/2012,FBC Ressler boys,FBC Hornets Praha
0,50278,9 Jakub Skořepa (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
1,50278,31 Petr Matolín (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
2,50278,36 Miroslav Šíp (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
3,50278,49 Jakub Černý (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
4,50278,53 Oldřich Pešek (U),2,1,3,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
5,50278,66 Tomáš Grznár (U),1,2,3,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
6,50278,70 František Vintr (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
7,50278,77 Jan Šíp (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
8,50278,87 Jan Voříšek (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
9,50278,99 Oldřich Pilecký (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
0,52514,4 Jaroslav Krbec (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
1,52514,7 Ondřej Šplíchal (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
2,52514,15 Petr Kasal (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
3,52514,18 Vojtěch Pulec (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
4,52514,19 Petr Vančo (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
5,52514,21 Ondřej Hendrych (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
6,52514,22 Bohuslav Bek (U),1,0,1,2011/2012,FBC Ressler boys,TJ Kyje
7,52514,41 Josef Bartoš (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
8,52514,73 Jakub Hokr (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
9,52514,75 Robert Hochmuth (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
10,52514,77 Martin Chýle (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
11,52514,94 Petr Chýle (U),0,1,1,2011/2012,FBC Ressler boys,TJ Kyje
12,52514,96 Tomáš Pražák (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
0,52510,4 Štěpán Jandl (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
1,52510,5 František Pok (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
2,52510,7 Luboš Dlouhý (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
3,52510,8 Tomáš Veselý (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
4,52510,10 Jakub Horáček (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
5,52510,13 Roman Brož (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
6,52510,14 Martin Štumpf (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
7,52510,20 Robert Taussig (O),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
8,52510,39 Jan Čapek (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
9,52510,44 Jakub Sváda (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
10,52510,47 Martin Klimt (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
11,52510,55 Štěpán Herčík (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
12,52510,69 Roman Pytlíček (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
13,52510,87 Matěj Prihara (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
0,53206,2 Miroslav Špaček (U),0,1,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
1,53206,10 Tomáš Doležal (U),0,1,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
2,53206,11 Jan Urbanec (U),1,0,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
3,53206,12 Ivan Preisler (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
4,53206,13 Michal Slaba (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
5,53206,23 Miroslav Mašek (U),1,0,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
6,53206,28 Petr Klíma (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
7,53206,69 Vít Vrtiška (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
8,53206,76 Jaroslav Český (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
0,53208,3 Jan Pulec (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
1,53208,6 Jan Miler (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
2,53208,13 Daniel Kadlec (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
3,53208,22 David Křivánek (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
4,53208,24 Ladislav Stehlík (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
5,53208,26 Robin Franče (U),1,0,1,2011/2012,FBC Ressler boys,FBK Vosy Praha
6,53208,36 Michal Karban (U),0,1,1,2011/2012,FBC Ressler boys,FBK Vosy Praha
7,53208,47 Michal Kocourek (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
8,53208,52 Vladimír Cipra (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
9,53208,65 Martin Hruška (O),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
10,53208,66 Jakub Mintal (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
0,55810,2 Oskar Bábek (U),1,1,2,2011/2012,FBC Ressler boys,FKMP Praha B
1,55810,6 Martin Hák (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
2,55810,7 Tomáš Vrabec (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
3,55810,9 David Kohout (U),1,0,1,2011/2012,FBC Ressler boys,FKMP Praha B
4,55810,10 Lukáš Malý (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
5,55810,11 Aleš Chludil (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
6,55810,13 Jiří Zajdl (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
7,55810,20 Vít Karlíček (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
8,55810,33 Jan Vrabec (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
9,55810,47 Martin Červený (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
10,55810,69 Lukáš Dlouhý (U),0,0,0,2011/2012,FBC Ressler boys,FKMP Praha B
0,56545,4 Jan Havránek (U),0,0,0,2011/2012,FBC Ressler boys,Mosquitos
1,56545,6 Václav Vykus (U),0,0,0,2011/2012,FBC Ressler boys,Mosquitos
2,56545,8 Petr Procházka (U),0,0,0,2011/2012,FBC Ressler boys,Mosquitos
3,56545,10 Viktor Pavlíček (U),0,0,0,2011/2012,FBC Ressler boys,Mosquitos
4,56545,11 Jiří Adam (U),2,0,2,2011/2012,FBC Ressler boys,Mosquitos
5,56545,13 Jakub Barták (U),0,1,1,2011/2012,FBC Ressler boys,Mosquitos
6,56545,19 Jakub Bilík (U),0,0,0,2011/2012,FBC Ressler boys,Mosquitos
7,56545,20 Martin Čermák (U),0,0,0,2011/2012,FBC Ressler boys,Mosquitos
8,56545,77 Václav Římal (U),0,1,1,2011/2012,FBC Ressler boys,Mosquitos
0,56541,5 Radek Vichta (U),1,0,1,2011/2012,FBC Ressler boys,SK Florbal Benešov C
1,56541,19 Filip Horálek (U),3,0,3,2011/2012,FBC Ressler boys,SK Florbal Benešov C
2,56541,25 Tomáš Vacek (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
3,56541,31 Jan Coufal (U),0,1,1,2011/2012,FBC Ressler boys,SK Florbal Benešov C
4,56541,36 Tomáš Jedlička (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
5,56541,44 Martin Mičlo (U),1,2,3,2011/2012,FBC Ressler boys,SK Florbal Benešov C
6,56541,45 Adam Vyhnal (U),0,0,0,2011/2012,FBC Ressler boys,SK Florbal Benešov C
7,56541,47 Matyáš Pokorný (U),0,1,1,2011/2012,FBC Ressler boys,SK Florbal Benešov C
0,58485,4 Petr Ježek (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
1,58485,10 Daniel Kern (O),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
2,58485,36 Miroslav Šíp (U),1,0,1,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
3,58485,46 Lukáš Frydrych (U),0,1,1,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
4,58485,53 Oldřich Pešek (U),1,0,1,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
5,58485,66 Tomáš Grznár (U),1,0,1,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
6,58485,70 František Vintr (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
7,58485,72 Jakub Skořepa (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
8,58485,83 Filip Špůr (U),0,0,0,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
9,58485,87 Jan Voříšek (U),0,1,1,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
10,58485,99 Oldřich Pilecký (U),1,1,2,2011/2012,FBC Ressler boys,TJ Sokol Královské Vinohrady C
0,58483,3 Petr Horák (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
1,58483,5 Petr Šimek (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
2,58483,6 Ondřej Krejza (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
3,58483,8 Michal Majzner (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
4,58483,9 Aleš Bílek (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
5,58483,11 Michal Mikeš (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
6,58483,27 Jaroslav Biskup (O),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
7,58483,32 Lukáš Vránek (U),0,0,0,2011/2012,FBC Ressler boys,FBC Hornets Praha
8,58483,71 Tomáš Horák (U),1,0,1,2011/2012,FBC Ressler boys,FBC Hornets Praha
0,59987,7 Ondřej Šplíchal (U),0,1,1,2011/2012,FBC Ressler boys,TJ Kyje
1,59987,15 Petr Kasal (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
2,59987,18 Vojtěch Pulec (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
3,59987,22 Bohuslav Bek (U),0,2,2,2011/2012,FBC Ressler boys,TJ Kyje
4,59987,25 Boris Černý (U),2,0,2,2011/2012,FBC Ressler boys,TJ Kyje
5,59987,73 Jakub Hokr (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
6,59987,77 Martin Chýle (U),1,0,1,2011/2012,FBC Ressler boys,TJ Kyje
7,59987,94 Petr Chýle (U),1,1,2,2011/2012,FBC Ressler boys,TJ Kyje
8,59987,96 Tomáš Pražák (U),0,0,0,2011/2012,FBC Ressler boys,TJ Kyje
0,59990,4 Štěpán Jandl (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
1,59990,5 František Pok (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
2,59990,8 Tomáš Veselý (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
3,59990,13 Roman Brož (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
4,59990,20 Robert Taussig (O),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
5,59990,21 Jakub Sváda (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
6,59990,39 Jan Čapek (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
7,59990,44 David Mesenský (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
8,59990,55 Štěpán Herčík (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
9,59990,87 Matěj Prihara (U),0,0,0,2011/2012,FBC Ressler boys,FbC Xichties - POHYB JE ŽIVOT
0,61490,6 Jan Miler (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
1,61490,13 Daniel Kadlec (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
2,61490,22 David Křivánek (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
3,61490,24 Ladislav Stehlík (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
4,61490,26 Robin Franče (U),1,2,3,2011/2012,FBC Ressler boys,FBK Vosy Praha
5,61490,36 Michal Karban (U),1,1,2,2011/2012,FBC Ressler boys,FBK Vosy Praha
6,61490,40 Petr Bína (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
7,61490,47 Michal Kocourek (U),1,1,2,2011/2012,FBC Ressler boys,FBK Vosy Praha
8,61490,65 Martin Hruška (O),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
9,61490,66 Jakub Mintal (U),1,0,1,2011/2012,FBC Ressler boys,FBK Vosy Praha
10,61490,96 Jakub Jirka (U),0,0,0,2011/2012,FBC Ressler boys,FBK Vosy Praha
0,61483,1 Luboš Urbanec (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
1,61483,2 Miroslav Špaček (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
2,61483,11 Jan Urbanec (U),0,1,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
3,61483,13 Michal Slaba (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
4,61483,22 Jaroslav Mikoláš (U),0,0,0,2011/2012,FBC Ressler boys,Goalbusters Bystřice
5,61483,23 Miroslav Mašek (U),1,0,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
6,61483,69 Vít Vrtiška (U),1,0,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
7,61483,76 Jaroslav Český (U),0,1,1,2011/2012,FBC Ressler boys,Goalbusters Bystřice
0,64575,10 Josef Slavík (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
1,64575,17 Ondřej Daniš (U),0,1,1,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
2,64575,21 Milan Kouba (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
3,64575,25 Michal Zvára (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
4,64575,39 Tomáš Pilař (O),1,1,2,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
5,64575,50 Lukáš Fietzek (U),2,0,2,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
6,64575,57 Jakub Milion (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
7,64575,66 Jan Turek (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
8,64575,82 Jakub Toušek (U),0,0,0,2012/2013,FBC Ressler boys,FT Sokol Břevnov B
0,64573,2 Viktor Černoch (U),0,0,0,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
1,64573,3 Luboš Kučera (U),0,0,0,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
2,64573,5 Kamil Kočí (U),0,0,0,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
3,64573,8 Tomáš Jeřábek (U),1,1,2,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
4,64573,13 Tomáš Jelínek (U),0,1,1,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
5,64573,24 Martin Uher (U),2,0,2,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
0,66191,2 Luboš Fischer (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
1,66191,3 Martin Smetana (U),1,1,2,2012/2013,FBC Ressler boys,FBC Dynamis
2,66191,7 Tomáš Pospíchal (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
3,66191,8 David Martynek (U),1,0,1,2012/2013,FBC Ressler boys,FBC Dynamis
4,66191,10 Martin Bezchleba (U),0,1,1,2012/2013,FBC Ressler boys,FBC Dynamis
5,66191,14 Vítek Vančura (O),1,0,1,2012/2013,FBC Ressler boys,FBC Dynamis
6,66191,15 Vít Zahradník (U),0,0,0,2012/2013,FBC Ressler boys,FBC Dynamis
0,66193,3 Tomáš Skácel (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
1,66193,4 Jaroslav Vlček (U),3,1,4,2012/2013,FBC Ressler boys,FbK 1996 Příbram
2,66193,10 Pavel Zeman (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
3,66193,11 Jaroslav Skácel (U),2,1,3,2012/2013,FBC Ressler boys,FbK 1996 Příbram
4,66193,12 Tomáš Ekl (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
5,66193,14 Jan Slabý (U),0,1,1,2012/2013,FBC Ressler boys,FbK 1996 Příbram
6,66193,15 Petr Jačka (U),0,0,0,2012/2013,FBC Ressler boys,FbK 1996 Příbram
7,66193,16 Martin Sičár (U),0,2,2,2012/2013,FBC Ressler boys,FbK 1996 Příbram
0,67676,3 Vít Kašpar (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
1,67676,4 Petr Veselý (U),1,0,1,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
2,67676,5 Evžen Teringl (U),1,1,2,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
3,67676,9 Vladimír Drnec (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
4,67676,10 Jaroslav Šimek (U),1,1,2,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
5,67676,12 Jakub Brabec (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
6,67676,13 Petr Švancar (U),1,0,1,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
7,67676,16 Vojtěch Paul (U),0,1,1,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
8,67676,17 Jan Vrba (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
9,67676,18 Tomáš Kadlec (U),0,0,0,2012/2013,FBC Ressler boys,TJ Sokol Dobříš
0,67674,3 Jakub Valchář (U),0,1,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
1,67674,9 Adam Šimáček (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
2,67674,14 David Palán (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
3,67674,17 Milan Šimáček (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
4,67674,18 Marek Bíl (U),1,0,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
5,67674,27 Marek Vrána (U),1,0,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
6,67674,29 Martin Špaček (U),0,1,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
7,67674,35 Michal Uher (U),0,0,0,2012/2013,FBC Ressler boys,BLACK ANGELS B
8,67674,45 Lukáš Recht (U),1,0,1,2012/2013,FBC Ressler boys,BLACK ANGELS B
9,67674,87 Daniel Šonský (U),1,1,2,2012/2013,FBC Ressler boys,BLACK ANGELS B
10,67674,91 Martin Kostiha (U),2,1,3,2012/2013,FBC Ressler boys,BLACK ANGELS B
0,69444,3 Roman Nebel (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
1,69444,5 Luboš Jindřich (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
2,69444,14 Ondřej Karnet (U),2,0,2,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
3,69444,38 Michal Mošna (U),0,0,0,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
4,69444,48 Tomáš Košulič (U),1,1,2,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
5,69444,55 Radim Špejra (O),0,2,2,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
6,69444,69 Tomáš Prokop (U),0,1,1,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
7,69444,89 Michal Stome (U),1,0,1,2012/2013,FBC Ressler boys,Fbk Buldoci GOP Radotín
0,69442,2 David Soukup (U),1,0,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
1,69442,5 David Louda (U),2,1,3,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
2,69442,9 Václav Bendl (U),0,0,0,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
3,69442,12 Aleš Hrdina (U),1,0,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
4,69442,18 Michal Kalista (U),1,2,3,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
5,69442,26 Jiří Kroulík (U),0,1,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
6,69442,27 Dalibor Koman (U),1,0,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
7,69442,54 Jakub Košler (U),1,1,2,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
8,69442,55 Vladimír Pinc (U),0,1,1,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
9,69442,74 Jakub Svoboda (U),4,3,7,2012/2013,FBC Ressler boys,AC Sparta Praha Florbal B
0,69398,4 Adam Nekola (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
1,69398,7 Radek Hosnedl (U),1,0,1,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
2,69398,8 Pavel Kuchynka (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
3,69398,15 Jan Klesnil (U),0,1,1,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
4,69398,17 Jakub Mulač (O),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
5,69398,21 Vojtěch Dlouhý (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
6,69398,22 Daniel Lerch (U),1,0,1,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
7,69398,38 Jan Chuděj (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
8,69398,79 Jakub Trmota (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
9,69398,90 Martin Skalický (U),0,0,0,2012/2013,FBC Ressler boys,FbK Wildcats Praha B
0,69401,4 Martin Švehla (U),1,0,1,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
1,69401,8 Jiří Dohnal (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
2,69401,11 David Kefurt (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
3,69401,12 Josef Bradáč (U),2,0,2,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
4,69401,13 Lukáš Ruda (U),1,0,1,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
5,69401,19 Jan Maťátko (U),0,1,1,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
6,69401,20 Rudolf Müller (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
7,69401,69 Václav Skála (U),0,0,0,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
8,69401,77 Roman Tauš (U),0,2,2,2012/2013,FBC Ressler boys,FC Bourbon SK Praha 4
0,72096,2 Ondřej Tauš (U),0,0,0,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
1,72096,3 Luboš Kučera (U),0,0,0,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
2,72096,7 Michal Truneček (U),0,0,0,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
3,72096,8 Tomáš Jeřábek (U),0,0,0,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
4,72096,13 Tomáš Jelínek (U),2,0,2,2012/2013,FBC Ressler boys,FBK VŠSK PedF UK
