,Id,Period,Time,Type,Goal,Assist,Season,Minute,Seconds,Seconds_all
0,79499,2,04:42,-, Miloš Zapadlo, Jakub Majerčin,2012/2013,4,42,282
1,79499,2,06:58,-, Zdeněk Karásek, Jakub Majerčin,2012/2013,6,58,418
2,79499,2,08:24,-, Ctibor Chmelař,,2012/2013,8,24,504
3,79499,3,04:28,-, Jakub Nováček, Filip Trousil,2012/2013,4,28,268
4,79499,3,06:04,-, Jakub Majerčin, Miloš Zapadlo,2012/2013,6,4,364
5,79499,3,09:32,-, Jakub Nováček, Ladislav Tyll,2012/2013,9,32,572
6,79499,3,10:26,-, Ladislav Tyll, Štěpán Trousil,2012/2013,10,26,626
0,79497,2,03:23,-, Ctibor Chmelař, Miloš Zapadlo,2012/2013,3,23,203
1,79497,3,04:11,-, Ctibor Chmelař,,2012/2013,4,11,251
2,79497,3,08:39,-, Zdeněk Karásek,,2012/2013,8,39,519
0,80013,1,09:54,-, Ctibor Chmelař, Štěpán Trousil,2012/2013,9,54,594
0,83412,1,00:50,-, Ctibor Chmelař, Roman Žampach,2013/2014,0,50,50
1,83412,3,11:28,-, Štěpán Trousil, Ladislav Tyll,2013/2014,11,28,688
0,84452,2,00:27,-, Karel Pernica, Martin Elišák,2013/2014,0,27,27
1,84452,2,05:55,PS, Karel Pernica,,2013/2014,5,55,355
2,84452,3,09:10,-, Karel Pernica, Miloš Zapadlo,2013/2014,9,10,550
0,84460,1,10:50,PP, Ladislav Tyll, Miloš Zapadlo,2013/2014,10,50,650
1,84460,2,07:12,-, Štěpán Trousil, Miloš Zapadlo,2013/2014,7,12,432
2,84460,3,02:32,-, Ctibor Chmelař, Zdeněk Máčel,2013/2014,2,32,152
0,87600,1,11:47,-, Ctibor Chmelař, Jakub Mádr,2013/2014,11,47,707
1,87600,3,02:53,-, Miloš Zapadlo, Štěpán Trousil,2013/2014,2,53,173
0,87604,3,04:34,-, Zdeněk Karásek, Jakub Mádr,2013/2014,4,34,274
1,87604,3,07:58,-, Ladislav Tyll, Roman Žampach,2013/2014,7,58,478
0,88227,1,05:14,-, Jakub Nováček, Ladislav Tyll,2013/2014,5,14,314
1,88227,1,10:18,-, Ladislav Tyll, Jakub Nováček,2013/2014,10,18,618
2,88227,3,06:02,-, Ctibor Chmelař,,2013/2014,6,2,362
0,88234,1,02:12,-, Ctibor Chmelař, Miloš Zapadlo,2013/2014,2,12,132
1,88234,1,08:46,-, Miloš Zapadlo, Filip Trousil,2013/2014,8,46,526
2,88234,2,11:44,-, Martin Elišák, Jakub Nováček,2013/2014,11,44,704
3,88234,3,07:08,-, Štěpán Trousil, Miloš Zapadlo,2013/2014,7,8,428
0,91900,2,01:20,-, Miloš Zapadlo, Ctibor Chmelař,2013/2014,1,20,80
1,91900,2,09:30,-, Ctibor Chmelař, Jakub Nováček,2013/2014,9,30,570
0,91905,1,06:33,-, Ctibor Chmelař, Martin Elišák,2013/2014,6,33,393
1,91905,1,11:03,PS, Miloš Zapadlo,,2013/2014,11,3,663
2,91905,2,03:57,-, Ctibor Chmelař, Filip Trousil,2013/2014,3,57,237
3,91905,3,03:00,-, Ladislav Tyll, Štěpán Trousil,2013/2014,3,0,180
4,91905,3,04:39,-, Zdeněk Karásek, Ladislav Tyll,2013/2014,4,39,279
0,95454,2,03:47,PP, Ctibor Chmelař, Štěpán Trousil,2013/2014,3,47,227
1,95454,2,03:58,-, Ladislav Tyll, Jakub Nováček,2013/2014,3,58,238
0,95459,1,04:04,-, Roman Žampach, Štěpán Trousil,2013/2014,4,4,244
1,95459,2,06:14,-, Štěpán Trousil, Miloš Zapadlo,2013/2014,6,14,374
2,95459,2,07:24,-, Martin Elišák, Jakub Nováček,2013/2014,7,24,444
3,95459,3,11:28,-, Ctibor Chmelař, Michal Rosí,2013/2014,11,28,688
0,95526,2,08:21,-, Štěpán Trousil, Ctibor Chmelař,2013/2014,8,21,501
1,95526,3,08:55,-, Ctibor Chmelař, Filip Weber,2013/2014,8,55,535
0,98495,1,02:02,-, Štěpán Trousil, Filip Trousil,2013/2014,2,2,122
1,98495,1,05:04,-, Karel Pernica, Štěpán Trousil,2013/2014,5,4,304
2,98495,1,10:42,-, Miloš Zapadlo, Adam Bardún,2013/2014,10,42,642
3,98495,2,08:10,-, Štěpán Trousil, Zdeněk Karásek,2013/2014,8,10,490
4,98495,3,06:43,-, Filip Weber, Ctibor Chmelař,2013/2014,6,43,403
0,101360,2,11:56,-, Štěpán Trousil, Miloš Zapadlo,2013/2014,11,56,716
1,101360,3,00:19,-, Michal Rosí,,2013/2014,0,19,19
2,101360,3,02:44,-, Miloš Zapadlo,,2013/2014,2,44,164
0,101363,1,00:20,-, Štěpán Trousil, Ctibor Chmelař,2013/2014,0,20,20
1,101363,1,06:01,-, Miloš Zapadlo, Štěpán Trousil,2013/2014,6,1,361
2,101363,1,07:47,-, Michal Rosí, Karel Pernica,2013/2014,7,47,467
3,101363,3,08:41,SH, Jakub Majerčin, Miloš Zapadlo,2013/2014,8,41,521
4,101363,3,10:31,PP, Štěpán Trousil, Karel Pernica,2013/2014,10,31,631
0,102043,2,11:31,PP, Roman Žampach, Miloš Zapadlo,2013/2014,11,31,691
1,102043,3,11:15,-, Miloš Zapadlo, Filip Weber,2013/2014,11,15,675
0,102037,2,03:13,-, Ctibor Chmelař, Štěpán Trousil,2013/2014,3,13,193
1,102037,2,04:15,-, Michal Rosí, Ladislav Tyll,2013/2014,4,15,255
2,102037,3,06:14,-, Ctibor Chmelař, Filip Weber,2013/2014,6,14,374
3,102037,3,06:40,-, Roman Žampach, Karel Pernica,2013/2014,6,40,400
4,102037,3,10:08,-, Karel Pernica, Filip Weber,2013/2014,10,8,608
0,106305,1,02:28,-, Michal Rosí, Ladislav Tyll,2014/2015,2,28,148
1,106305,1,06:44,PP, Miloš Zapadlo, Martin Elišák,2014/2015,6,44,404
2,106305,1,06:56,-, Michal Rosí, Roman Žampach,2014/2015,6,56,416
3,106305,1,07:35,-, Jakub Mádr, Michal Rosí,2014/2015,7,35,455
4,106305,2,05:33,-, Štěpán Trousil, Filip Trousil,2014/2015,5,33,333
0,106307,1,07:16,-, Ladislav Tyll, Filip Trousil,2014/2015,7,16,436
1,106307,2,08:43,-, Miloš Zapadlo, Ctibor Chmelař,2014/2015,8,43,523
2,106307,3,00:24,PP, Jakub Hruška, Filip Weber,2014/2015,0,24,24
3,106307,3,09:55,PP, Miloš Zapadlo, Filip Trousil,2014/2015,9,55,595
0,107938,2,00:41,-, Miloš Zapadlo, Zdeněk Karásek,2014/2015,0,41,41
1,107938,2,05:47,-, Filip Weber, Jakub Nováček,2014/2015,5,47,347
2,107938,3,04:31,-, Jakub Nováček,,2014/2015,4,31,271
0,109353,1,09:49,-, Michal Rosí,,2014/2015,9,49,589
1,109353,2,03:28,PS, Michal Rosí,,2014/2015,3,28,208
2,109353,3,02:44,PP, Miloš Zapadlo, Ctibor Chmelař,2014/2015,2,44,164
3,109353,3,04:08,-, Michal Rosí, Filip Weber,2014/2015,4,8,248
4,109353,3,07:42,-, Ctibor Chmelař,,2014/2015,7,42,462
0,111025,2,05:45,-, Štěpán Trousil, Miloš Zapadlo,2014/2015,5,45,345
1,111025,3,07:59,-, Štěpán Trousil, Ctibor Chmelař,2014/2015,7,59,479
0,111027,1,11:07,-, Ctibor Chmelař, Štěpán Trousil,2014/2015,11,7,667
1,111027,2,02:54,PS, Michal Rosí,,2014/2015,2,54,174
2,111027,2,06:59,-, Jakub Hruška, Michal Rosí,2014/2015,6,59,419
3,111027,2,08:06,-, Miloš Zapadlo,,2014/2015,8,6,486
4,111027,3,04:42,-, Ctibor Chmelař, Miloš Zapadlo,2014/2015,4,42,282
0,113887,3,06:59,-, Miloš Zapadlo, Štěpán Trousil,2014/2015,6,59,419
0,113892,1,04:52,-, Michal Rosí, Jakub Hruška,2014/2015,4,52,292
1,113892,3,05:12,-, Štěpán Trousil,,2014/2015,5,12,312
0,115955,1,07:27,-, Michal Rosí,,2014/2015,7,27,447
1,115955,2,04:47,-, Ladislav Tyll,,2014/2015,4,47,287
2,115955,2,04:58,-, Štěpán Trousil, Miloš Zapadlo,2014/2015,4,58,298
3,115955,3,03:25,-, Ladislav Tyll, Michal Rosí,2014/2015,3,25,205
4,115955,3,11:58,-, Miloš Zapadlo, Filip Weber,2014/2015,11,58,718
0,116088,3,06:39,-, Michal Rosí, Ladislav Tyll,2014/2015,6,39,399
1,116088,3,08:28,-, Michal Rosí, Jakub Mádr,2014/2015,8,28,508
0,120429,2,00:50,-, Zdeněk Máčel, Martin Elišák,2014/2015,0,50,50
1,120429,2,07:18,-, Michal Rosí, Štěpán Trousil,2014/2015,7,18,438
0,120431,3,09:11,PP, Michal Rosí, Ladislav Tyll,2014/2015,9,11,551
0,125857,2,08:34,PP, Roman Žampach, Miloš Zapadlo,2014/2015,8,34,514
1,125857,3,09:00,PS, Ctibor Chmelař,,2014/2015,9,0,540
0,125859,1,04:40,-, Ladislav Tyll, Filip Trousil,2014/2015,4,40,280
1,125859,2,10:18,-, Štěpán Trousil, Miloš Zapadlo,2014/2015,10,18,618
2,125859,3,09:53,-, Jakub Nováček, Ladislav Tyll,2014/2015,9,53,593
0,127351,1,04:08,-, Michal Rosí, Ladislav Tyll,2014/2015,4,8,248
1,127351,3,04:43,-, Michal Rosí, Štěpán Trousil,2014/2015,4,43,283
0,127354,3,00:14,-, Ladislav Tyll,,2014/2015,0,14,14
0,130050,1,03:07,-, Michal Rosí, Filip Trousil,2015/2016,3,7,187
1,130050,3,11:02,-, Michal Rosí, Roman Žampach,2015/2016,11,2,662
0,130052,2,02:05,-, Marek Václavík, Michal Rosí,2015/2016,2,5,125
1,130052,2,08:02,-, Miloš Zapadlo, Štěpán Trousil,2015/2016,8,2,482
2,130052,3,06:15,-, Jakub Edr, Adam Bardún,2015/2016,6,15,375
3,130052,3,08:24,-, Štěpán Trousil, Miloš Zapadlo,2015/2016,8,24,504
0,132892,3,01:24,-, Michal Rosí, Miloš Zapadlo,2015/2016,1,24,84
0,132901,1,11:06,-, Filip Weber, Michal Rosí,2015/2016,11,6,666
1,132901,3,03:26,-, Filip Weber, Miloš Zapadlo,2015/2016,3,26,206
2,132901,3,06:38,-, Štěpán Trousil, Roman Žampach,2015/2016,6,38,398
0,134348,1,07:18,-, Jakub Edr, Michal Rosí,2015/2016,7,18,438
1,134348,2,01:13,-, Michal Rosí, Jakub Mádr,2015/2016,1,13,73
2,134348,2,03:18,-, Michal Rosí, Jakub Edr,2015/2016,3,18,198
3,134348,2,08:49,-, Michal Rosí, Filip Weber,2015/2016,8,49,529
0,134351,1,02:59,-, Michal Rosí, Jakub Edr,2015/2016,2,59,179
1,134351,1,04:46,-, Miloš Zapadlo, Roman Žampach,2015/2016,4,46,286
2,134351,2,00:18,OG, Viktor Filip,,2015/2016,0,18,18
0,137002,3,05:49,-, Miloš Zapadlo, Štěpán Trousil,2015/2016,5,49,349
1,137002,3,09:06,-, Jakub Edr, Marek Václavík,2015/2016,9,6,546
0,144401,2,04:57,PP, Miloš Zapadlo, Martin Elišák,2015/2016,4,57,297
0,144406,2,10:36,-, Ctibor Chmelař, Jakub Nováček,2015/2016,10,36,636
1,144406,2,11:35,-, Roman Žampach, Štěpán Trousil,2015/2016,11,35,695
0,145420,1,03:28,-, Jakub Edr, Roman Žampach,2015/2016,3,28,208
1,145420,2,00:37,-, Štěpán Trousil,,2015/2016,0,37,37
0,150361,2,06:58,PP, Marek Václavík, Michal Rosí,2015/2016,6,58,418
1,150361,3,03:47,-, Marek Václavík, Jakub Nováček,2015/2016,3,47,227
0,150367,2,00:42,-, Filip Weber, Miloš Zapadlo,2015/2016,0,42,42
0,151930,3,02:54,-, Ctibor Chmelař, Miloš Zapadlo,2015/2016,2,54,174
1,151930,3,05:37,-, Radek Mošnička, Martin Elišák,2015/2016,5,37,337
0,151965,1,02:45,-, Michal Rosí, Miloš Zapadlo,2015/2016,2,45,165
1,151965,1,03:53,-, Marek Václavík, Martin Elišák,2015/2016,3,53,233
2,151965,1,09:18,SH, Michal Rosí, Miloš Zapadlo,2015/2016,9,18,558
3,151965,2,05:37,-, Miloš Zapadlo, Štěpán Trousil,2015/2016,5,37,337
4,151965,2,11:09,-, Miloš Zapadlo, Michal Rosí,2015/2016,11,9,669
5,151965,3,05:30,-, Ctibor Chmelař, Roman Žampach,2015/2016,5,30,330
0,154870,1,04:16,-, Michal Rosí, Filip Trousil,2015/2016,4,16,256
1,154870,2,04:43,-, Michal Rosí, Miloš Zapadlo,2015/2016,4,43,283
2,154870,2,06:17,-, Miloš Zapadlo, Ctibor Chmelař,2015/2016,6,17,377
0,154873,1,03:16,-, Miloš Zapadlo, Roman Žampach,2015/2016,3,16,196
1,154873,2,00:32,-, Miloš Zapadlo, Ctibor Chmelař,2015/2016,0,32,32
2,154873,2,11:04,PP, Miloš Zapadlo, Michal Rosí,2015/2016,11,4,664
3,154873,3,07:47,-, Miloš Zapadlo, Roman Žampach,2015/2016,7,47,467
4,154873,3,10:38,-, Ctibor Chmelař, Miloš Zapadlo,2015/2016,10,38,638
0,158141,1,03:48,-, Zdeněk Karásek, Marek Václavík,2016/2017,3,48,228
1,158141,1,04:38,-, Ctibor Chmelař, Roman Žampach,2016/2017,4,38,278
2,158141,3,03:58,-, Ctibor Chmelař, Štěpán Trousil,2016/2017,3,58,238
0,158158,1,00:26,-, Ctibor Chmelař,,2016/2017,0,26,26
1,158158,1,04:14,-, Jakub Nováček, Marek Václavík,2016/2017,4,14,254
2,158158,2,05:51,-, Roman Žampach,,2016/2017,5,51,351
0,160699,2,05:11,-, Michal Rosí, Roman Žampach,2016/2017,5,11,311
1,160699,3,11:40,PP, Štěpán Trousil, Michal Rosí,2016/2017,11,40,700
0,160702,1,11:30,-, Martin Elišák, Filip Weber,2016/2017,11,30,690
1,160702,2,06:35,-, Martin Elišák, Michal Rosí,2016/2017,6,35,395
2,160702,2,11:59,-, Marek Václavík, Štěpán Trousil,2016/2017,11,59,719
0,165178,1,09:47,-, Miloš Zapadlo, Roman Žampach,2016/2017,9,47,587
1,165178,2,04:56,-, Ctibor Chmelař, Jakub Edr,2016/2017,4,56,296
2,165178,3,04:00,-, Ctibor Chmelař, Adam Bardún,2016/2017,4,0,240
0,165181,2,11:08,-, Michal Rosí, Martin Elišák,2016/2017,11,8,668
0,167705,1,03:50,-, Marek Václavík, Michal Rosí,2016/2017,3,50,230
1,167705,1,06:50,-, Marek Václavík, Ctibor Chmelař,2016/2017,6,50,410
2,167705,3,11:32,-, Miloš Zapadlo, Michal Rosí,2016/2017,11,32,692
0,167707,1,03:07,PP, Michal Rosí, Martin Elišák,2016/2017,3,7,187
1,167707,3,04:01,-, Michal Rosí, Filip Weber,2016/2017,4,1,241
2,167707,3,11:53,-, Filip Weber, Ctibor Chmelař,2016/2017,11,53,713
0,170887,2,01:40,-, Miloš Zapadlo, Filip Trousil,2016/2017,1,40,100
1,170887,3,04:55,-, Štěpán Trousil, Roman Žampach,2016/2017,4,55,295
2,170887,3,07:54,-, Štěpán Trousil, Miloš Zapadlo,2016/2017,7,54,474
0,170890,1,03:27,-, Ctibor Chmelař, Martin Elišák,2016/2017,3,27,207
1,170890,1,10:46,PP, Zdeněk Karásek, Filip Weber,2016/2017,10,46,646
2,170890,2,08:31,-, Michal Rosí, Zdeněk Karásek,2016/2017,8,31,511
3,170890,3,06:09,-, Zdeněk Karásek, Radek Mošnička,2016/2017,6,9,369
4,170890,3,11:55,PP, Miloš Zapadlo, Zdeněk Karásek,2016/2017,11,55,715
0,173014,2,08:43,-, Jakub Nováček, Filip Trousil,2016/2017,8,43,523
1,173014,2,09:03,-, Miloš Zapadlo, Roman Žampach,2016/2017,9,3,543
0,173022,1,02:59,PS, Miloš Zapadlo,,2016/2017,2,59,179
1,173022,2,04:51,-, Miloš Zapadlo, Ctibor Chmelař,2016/2017,4,51,291
2,173022,2,06:01,-, Miloš Zapadlo, Zdeněk Karásek,2016/2017,6,1,361
3,173022,2,07:04,-, Jakub Nováček, Michal Rosí,2016/2017,7,4,424
4,173022,2,10:33,-, Michal Rosí, Filip Trousil,2016/2017,10,33,633
5,173022,3,05:10,-, Miloš Zapadlo, Zdeněk Karásek,2016/2017,5,10,310
6,173022,3,11:57,EN, Michal Rosí, Jakub Nováček,2016/2017,11,57,717
0,177660,1,07:59,-, Michal Rosí, Filip Trousil,2016/2017,7,59,479
1,177660,3,09:40,-, Radek Mošnička, Miloš Zapadlo,2016/2017,9,40,580
0,177076,1,02:00,-, Jakub Edr, Miloš Zapadlo,2016/2017,2,0,120
1,177076,3,03:39,-, Radek Mošnička, Marek Václavík,2016/2017,3,39,219
0,178896,1,05:16,-, Marek Václavík, Ctibor Chmelař,2016/2017,5,16,316
0,181137,1,09:29,-, Ctibor Chmelař, Miloš Zapadlo,2016/2017,9,29,569
1,181137,2,02:04,SH, Michal Rosí, Miloš Zapadlo,2016/2017,2,4,124
2,181137,2,06:54,-, Marek Václavík, Jakub Nováček,2016/2017,6,54,414
3,181137,2,07:51,-, Miloš Zapadlo, Ctibor Chmelař,2016/2017,7,51,471
4,181137,3,01:08,SH, Radek Mošnička, Miloš Zapadlo,2016/2017,1,8,68
5,181137,3,02:45,-, Jakub Nováček, Michal Rosí,2016/2017,2,45,165
0,181141,2,03:13,-, Roman Žampach, Jakub Nováček,2016/2017,3,13,193
0,184420,1,08:28,-, Jakub Nováček, Miloš Zapadlo,2016/2017,8,28,508
1,184420,1,10:46,-, Jakub Nováček, Roman Žampach,2016/2017,10,46,646
2,184420,2,07:13,-, Michal Rosí, Filip Weber,2016/2017,7,13,433
3,184420,2,09:13,-, Ctibor Chmelař, Roman Žampach,2016/2017,9,13,553
4,184420,3,09:27,-, Michal Rosí, Ctibor Chmelař,2016/2017,9,27,567
0,184422,1,08:13,-, Ctibor Chmelař, Jakub Mádr,2016/2017,8,13,493
1,184422,3,04:48,-, Jakub Nováček, Miloš Zapadlo,2016/2017,4,48,288
2,184422,3,05:05,-, Michal Rosí, Jakub Mádr,2016/2017,5,5,305
3,184422,3,10:22,-, Miloš Zapadlo, Roman Žampach,2016/2017,10,22,622
0,188166,1,06:48,-, Michal Rosí, Filip Trousil,2017/2018,6,48,408
1,188166,2,06:40,-, Ctibor Chmelař, Filip Weber,2017/2018,6,40,400
2,188166,2,07:47,-, Martin Elišák, Miloš Zapadlo,2017/2018,7,47,467
3,188166,2,08:03,-, Pavel Trbušek,,2017/2018,8,3,483
4,188166,3,01:00,-, Michal Rosí, Jakub Mádr,2017/2018,1,0,60
5,188166,3,04:23,-, Marek Václavík, Jakub Mádr,2017/2018,4,23,263
6,188166,3,05:21,-, Ctibor Chmelař, Roman Žampach,2017/2018,5,21,321
0,188172,2,05:17,-, Radek Mošnička, Marek Václavík,2017/2018,5,17,317
1,188172,3,10:06,-, Michal Rosí, Martin Elišák,2017/2018,10,6,606
0,189796,1,06:48,-, Ctibor Chmelař, Roman Žampach,2017/2018,6,48,408
1,189796,2,11:03,-, Pavel Trbušek, Roman Žampach,2017/2018,11,3,663
2,189796,3,04:20,-, Ctibor Chmelař, Filip Trousil,2017/2018,4,20,260
0,189799,1,11:48,-, Martin Elišák, Roman Žampach,2017/2018,11,48,708
1,189799,2,03:11,-, Martin Elišák, Marek Václavík,2017/2018,3,11,191
0,190317,3,04:36,-, Michal Rosí,,2017/2018,4,36,276
0,190321,1,02:51,-, Ctibor Chmelař,,2017/2018,2,51,171
1,190321,1,09:38,-, Jakub Edr, Jakub Nováček,2017/2018,9,38,578
2,190321,2,09:00,-, Marek Václavík, Pavel Trbušek,2017/2018,9,0,540
3,190321,2,11:49,-, Ctibor Chmelař,,2017/2018,11,49,709
0,196450,2,04:21,-, Štěpán Trousil, Jakub Mádr,2017/2018,4,21,261
1,196450,3,01:08,-, Štěpán Trousil, Filip Trousil,2017/2018,1,8,68
0,196944,1,08:41,-, Štěpán Trousil,,2017/2018,8,41,521
1,196944,3,00:07,-, Štěpán Trousil, Roman Žampach,2017/2018,0,7,7
2,196944,3,11:47,-, Ctibor Chmelař, Roman Žampach,2017/2018,11,47,707
0,198727,3,06:54,-, Ctibor Chmelař, Štěpán Trousil,2017/2018,6,54,414
0,198731,1,01:03,-, Ctibor Chmelař,,2017/2018,1,3,63
1,198731,1,07:10,-, Ctibor Chmelař, Adam Bardún,2017/2018,7,10,430
2,198731,2,00:35,-, Adam Bardún,,2017/2018,0,35,35
3,198731,2,01:57,-, Ctibor Chmelař, Filip Trousil,2017/2018,1,57,117
0,202161,2,02:12,-, Ctibor Chmelař,,2017/2018,2,12,132
1,202161,2,05:52,-, Ctibor Chmelař,,2017/2018,5,52,352
2,202161,2,08:51,-, Ctibor Chmelař, Jakub Nováček,2017/2018,8,51,531
3,202161,3,01:16,-, Ctibor Chmelař, Filip Trousil,2017/2018,1,16,76
4,202161,3,02:57,-, Radek Mošnička, Michal Rosí,2017/2018,2,57,177
5,202161,3,05:32,-, Marek Václavík,,2017/2018,5,32,332
6,202161,3,09:25,-, Jakub Nováček, Radek Mošnička,2017/2018,9,25,565
0,207535,2,06:07,-, Jakub Nováček, Michal Rosí,2017/2018,6,7,367
0,207533,1,11:25,-, Roman Žampach,,2017/2018,11,25,685
1,207533,3,03:11,-, Martin Elišák, Ctibor Chmelař,2017/2018,3,11,191
0,213224,2,04:01,-, Michal Rosí, Filip Weber,2017/2018,4,1,241
1,213224,2,07:22,-, Marek Václavík,,2017/2018,7,22,442
0,215894,2,00:46,-, Ctibor Chmelař,,2017/2018,0,46,46
1,215894,3,07:36,-, Ctibor Chmelař, Adam Bardún,2017/2018,7,36,456
0,215892,1,02:58,-, Ctibor Chmelař, Pavel Trbušek,2017/2018,2,58,178
1,215892,3,04:03,PP, Michal Rosí, Marek Václavík,2017/2018,4,3,243
0,217372,2,07:01,-, Ctibor Chmelař, Filip Trousil,2017/2018,7,1,421
1,217372,3,10:02,-, Ctibor Chmelař,,2017/2018,10,2,602
0,222022,1,03:07,-, Michal Rosí, Jakub Nováček,2018/2019,3,7,187
1,222022,1,08:43,-, Ctibor Chmelař,,2018/2019,8,43,523
2,222022,2,09:19,-, Jakub Nováček, Jakub Mádr,2018/2019,9,19,559
3,222022,3,11:11,-, Jakub Nováček, Michal Rosí,2018/2019,11,11,671
0,222084,1,05:59,-, Michal Rosí, Jakub Mádr,2018/2019,5,59,359
1,222084,2,03:24,-, Marek Václavík, Ctibor Chmelař,2018/2019,3,24,204
2,222084,2,07:35,SH, Roman Žampach,,2018/2019,7,35,455
3,222084,2,09:41,-, Roman Žampach, Jakub Nováček,2018/2019,9,41,581
4,222084,3,00:26,-, Roman Žampach,,2018/2019,0,26,26
0,225350,2,10:41,-, Ctibor Chmelař, Jakub Edr,2018/2019,10,41,641
1,225350,3,00:57,-, Michal Rosí, Pavel Trbušek,2018/2019,0,57,57
2,225350,3,06:38,SH, Pavel Trbušek, Michal Rosí,2018/2019,6,38,398
3,225350,3,11:52,-, Michal Rosí, Ctibor Chmelař,2018/2019,11,52,712
0,225349,1,10:07,-, Pavel Trbušek,,2018/2019,10,7,607
1,225349,2,05:37,-, Michal Rosí, Ctibor Chmelař,2018/2019,5,37,337
2,225349,3,00:31,-, Ctibor Chmelař,,2018/2019,0,31,31
3,225349,3,01:13,-, Michal Rosí, Filip Trousil,2018/2019,1,13,73
4,225349,3,11:08,-, Marek Václavík, Michal Rosí,2018/2019,11,8,668
0,229025,1,10:36,-, Michal Rosí, Radek Mošnička,2018/2019,10,36,636
1,229025,2,00:58,-, Ctibor Chmelař, Miloš Zapadlo,2018/2019,0,58,58
2,229025,2,08:00,PP, Ctibor Chmelař,,2018/2019,8,0,480
0,229022,1,05:14,-, Ctibor Chmelař, Miloš Zapadlo,2018/2019,5,14,314
1,229022,3,03:11,-, Michal Rosí, Ctibor Chmelař,2018/2019,3,11,191
2,229022,3,10:57,-, Michal Rosí, Miloš Zapadlo,2018/2019,10,57,657
3,229022,3,11:50,-, Marek Václavík, Michal Rosí,2018/2019,11,50,710
0,229429,1,09:25,-, Radek Mošnička, Michal Rosí,2018/2019,9,25,565
1,229429,3,02:47,-, Michal Rosí, Jakub Mádr,2018/2019,2,47,167
2,229429,3,11:57,EN, Pavel Trbušek,,2018/2019,11,57,717
0,232669,1,00:16,PP, Ctibor Chmelař, Jakub Mádr,2018/2019,0,16,16
0,235066,1,01:48,-, Marek Václavík, Ctibor Chmelař,2018/2019,1,48,108
1,235066,3,02:10,-, Jakub Nováček, Jakub Mádr,2018/2019,2,10,130
2,235066,3,03:05,-, Adam Bardún, Ctibor Chmelař,2018/2019,3,5,185
0,235062,1,11:20,-, Radek Mošnička, Adam Bardún,2018/2019,11,20,680
1,235062,2,11:10,PP, Filip Weber, Roman Žampach,2018/2019,11,10,670
2,235062,3,00:28,-, Pavel Trbušek, Roman Žampach,2018/2019,0,28,28
3,235062,3,04:08,PS, Michal Rosí,,2018/2019,4,8,248
0,237796,1,02:54,-, Ctibor Chmelař, Jakub Mádr,2018/2019,2,54,174
1,237796,1,03:34,-, Jan Hanuš, Filip Trousil,2018/2019,3,34,214
2,237796,1,11:06,-, Jan Hanuš, Jakub Nováček,2018/2019,11,6,666
3,237796,2,00:55,-, Jan Hanuš, Ctibor Chmelař,2018/2019,0,55,55
4,237796,2,05:38,PS, Jan Hanuš,,2018/2019,5,38,338
5,237796,2,08:19,-, Jakub Nováček, Michal Rosí,2018/2019,8,19,499
6,237796,2,11:07,-, Ctibor Chmelař, Jan Hanuš,2018/2019,11,7,667
7,237796,3,01:05,-, Ctibor Chmelař, Michal Rosí,2018/2019,1,5,65
0,237794,1,05:38,PP, Jan Hanuš, Filip Weber,2018/2019,5,38,338
1,237794,2,01:28,-, Ctibor Chmelař, Jan Hanuš,2018/2019,1,28,88
2,237794,3,05:36,-, Michal Rosí, Jan Hanuš,2018/2019,5,36,336
3,237794,3,08:44,-, Jan Hanuš, Filip Weber,2018/2019,8,44,524
0,241681,1,04:28,-, Michal Rosí, Jan Hanuš,2018/2019,4,28,268
1,241681,1,04:47,-, Ctibor Chmelař, Marek Václavík,2018/2019,4,47,287
2,241681,2,07:43,PP, Štefan Záležák, Jakub Mádr,2018/2019,7,43,463
3,241681,3,05:54,-, Jan Hanuš,,2018/2019,5,54,354
4,241681,3,08:09,SH, Ctibor Chmelař, Filip Trousil,2018/2019,8,9,489
0,241679,1,04:14,-, Štefan Záležák, Jan Hanuš,2018/2019,4,14,254
1,241679,3,08:04,-, Marek Václavík, Jan Hanuš,2018/2019,8,4,484
2,241679,3,10:46,-, Pavel Trbušek, Jakub Mádr,2018/2019,10,46,646
0,244656,2,02:53,PP, Roman Žampach, Pavel Trbušek,2018/2019,2,53,173
1,244656,2,08:52,-, Michal Rosí, Ctibor Chmelař,2018/2019,8,52,532
2,244656,3,11:58,-, Jan Hanuš, Jakub Mádr,2018/2019,11,58,718
0,244654,1,02:48,-, Michal Rosí, Jakub Mádr,2018/2019,2,48,168
1,244654,1,08:55,-, Jan Hanuš,,2018/2019,8,55,535
2,244654,1,09:20,-, Jan Hanuš, Pavel Trbušek,2018/2019,9,20,560
3,244654,2,02:32,-, Ctibor Chmelař, Radek Mošnička,2018/2019,2,32,152
4,244654,2,04:33,-, Jan Hanuš, Marek Václavík,2018/2019,4,33,273
5,244654,2,06:40,-, Jan Hanuš, Filip Weber,2018/2019,6,40,400
6,244654,3,06:16,-, Jan Hanuš, Ctibor Chmelař,2018/2019,6,16,376
0,247475,1,04:47,-, Jan Hanuš, Michal Rosí,2018/2019,4,47,287
1,247475,1,06:57,-, Jan Hanuš, Ctibor Chmelař,2018/2019,6,57,417
2,247475,1,09:32,-, Jan Hanuš, Filip Weber,2018/2019,9,32,572
