,Id,Period,Time,Type,Goal,Assist,Season,Minute,Seconds,Seconds_all
3,77841,2,02:23,-, Václav Bendl, Vladimír Pinc,2012/2013,2,23,143
4,77841,2,03:46,-, Aleš Hrdina, Vladimír Pinc,2012/2013,3,46,226
5,77841,2,11:14,-, Jiří Kroulík, Jakub Košler,2012/2013,11,14,674
6,77841,3,03:41,-, David Soukup, Aleš Hrdina,2012/2013,3,41,221
0,77839,1,06:48,-, Jan Vrba,,2012/2013,6,48,408
1,77839,1,08:04,-, Vojtěch Paul, Jan Vrba,2012/2013,8,4,484
2,77839,2,02:42,-, Evžen Teringl, Jan Vrba,2012/2013,2,42,162
3,77839,2,02:50,-, Evžen Teringl, Tomáš Kadlec,2012/2013,2,50,170
4,77839,2,05:39,-, Jan Vrba, Jaroslav Šimek,2012/2013,5,39,339
5,77839,2,07:44,-, Vladimír Drnec, Jan Vrba,2012/2013,7,44,464
6,77839,3,10:28,-, Jan Vrba, Jaroslav Šimek,2012/2013,10,28,628
0,79499,2,06:22,-, Jiří Dohnal, Václav Skála,2012/2013,6,22,382
1,79499,3,05:06,-, Martin Švehla, Karel Trnobranský,2012/2013,5,6,306
2,79499,3,09:54,PP, Václav Skála, Martin Švehla,2012/2013,9,54,594
0,79497,2,02:20,-, Radim Špejra,,2012/2013,2,20,140
0,80013,1,06:10,-, Daniel Lerch, Jakub Trmota,2012/2013,6,10,370
1,80013,2,02:31,-, Martin Tomek, Daniel Lerch,2012/2013,2,31,151
2,80013,2,05:10,-, Martin Tomek, Jakub Trmota,2012/2013,5,10,310
3,80013,2,06:17,-, Jan Klesnil, Radek Hosnedl,2012/2013,6,17,377
0,83399,1,03:34,-, Jakub Lukavský, Dušan Valo,2013/2014,3,34,214
1,83399,1,04:29,-, Jiří Vašák,,2013/2014,4,29,269
2,83399,2,09:54,-, Jiří Vašák, Dušan Valo,2013/2014,9,54,594
3,83399,2,10:08,-, Dušan Valo, Antonín Spal,2013/2014,10,8,608
4,83399,3,00:55,-, Jonáš Farář, Jakub Lukavský,2013/2014,0,55,55
5,83399,3,02:18,-, Dušan Valo, Jiří Vašák,2013/2014,2,18,138
6,83399,3,06:08,PS, Milan Kubík,,2013/2014,6,8,368
0,83412,1,00:17,-, Jiří Břeh, Martin Oliva,2013/2014,0,17,17
1,83412,3,03:57,-, Jiří Břeh, Martin Oliva,2013/2014,3,57,237
2,83412,3,04:10,-, Lubomír Mrazík,,2013/2014,4,10,250
3,83412,3,09:45,PS, Stanislav Heřman,,2013/2014,9,45,585
0,84452,1,04:57,-, Jan Pilař, Jakub Milion,2013/2014,4,57,297
1,84452,2,07:57,-, Ondřej Rabiňák, Jakub Milion,2013/2014,7,57,477
2,84452,3,08:14,-, Milan Kouba, Jan Turek,2013/2014,8,14,494
0,84460,1,02:00,-, Bořek Sláma, Jan Vítkovský,2013/2014,2,0,120
1,84460,1,06:03,-, Josef Kardoš, Pavel Špirit,2013/2014,6,3,363
2,84460,1,07:28,PP, Jiří Svoboda, Bořek Sláma,2013/2014,7,28,448
0,87600,2,09:30,-, David Havlík, Marek Michálek,2013/2014,9,30,570
1,87600,3,02:42,-, Jan Keresteš, Radek Sunkovský,2013/2014,2,42,162
0,87604,1,06:39,-, Jakub Šedina,,2013/2014,6,39,399
1,87604,2,10:39,-, Michal Tripes,,2013/2014,10,39,639
2,87604,3,03:05,-, Michal Tripes, Jindřich Bareš,2013/2014,3,5,185
3,87604,3,05:08,-, Michal Tripes, Jindřich Bareš,2013/2014,5,8,308
4,87604,3,09:56,-, Jakub Šedina, Jindřich Bareš,2013/2014,9,56,596
0,88227,3,05:05,-, Libor Vilímec, Michal Myšík,2013/2014,5,5,305
1,88227,3,08:47,PP, Michal Kocour, Václav Kvita,2013/2014,8,47,527
0,88234,1,10:29,PP, Daniel Škvor,,2013/2014,10,29,629
1,88234,2,08:35,-, Štěpán Hanzl,,2013/2014,8,35,515
0,91900,1,07:30,-, Tomáš Balcar, Filip Kraus,2013/2014,7,30,450
1,91900,2,02:02,-, Martin Čermák,,2013/2014,2,2,122
2,91900,2,07:56,-, Lukáš Bokr, Petr Umlauf,2013/2014,7,56,476
0,91905,2,05:04,-, Jan Hrušovský,,2013/2014,5,4,304
1,91905,2,06:36,-, Filip Podstavka, Petr Kubuš,2013/2014,6,36,396
2,91905,3,01:49,-, Petr Kubuš, Jan Hrušovský,2013/2014,1,49,109
0,95454,1,05:52,-, Ivan Darebný, Richard Černý,2013/2014,5,52,352
1,95454,2,05:38,-, Richard Černý, Jan Rambousek,2013/2014,5,38,338
2,95454,2,10:58,-, Richard Černý, Daniel Tuček,2013/2014,10,58,658
3,95454,2,11:24,-, Jan Šimon, Daniel Masopust,2013/2014,11,24,684
0,95459,2,04:19,-, Martin Chýle, Petr Chýle,2013/2014,4,19,259
0,95507,1,05:06,-, Dušan Valo, Jiří Vašák,2013/2014,5,6,306
1,95507,1,06:18,-, Dušan Valo, Peter Sopko,2013/2014,6,18,378
2,95507,1,09:05,PP, Jiří Vašák, Jakub Lukavský,2013/2014,9,5,545
3,95507,2,03:58,-, Dominik Kebrle, Martin Kameš,2013/2014,3,58,238
4,95507,2,09:48,-, Dušan Valo, Martin Kameš,2013/2014,9,48,588
5,95507,2,11:31,-, Martin Kameš, Jakub Lukavský,2013/2014,11,31,691
6,95507,2,11:53,-, Martin Kameš, Vojtěch Plecitý,2013/2014,11,53,713
7,95507,3,03:53,-, Jiří Vašák, Dušan Valo,2013/2014,3,53,233
0,95526,1,02:58,-, Martin Kostřica, Štěpán Hanzl,2013/2014,2,58,178
1,95526,1,05:59,-, Štěpán Hanzl, Martin Šáda,2013/2014,5,59,359
2,95526,2,06:13,-, Štěpán Hanzl, Martin Denk,2013/2014,6,13,373
3,95526,3,02:24,-, Matěj Lubenský, Jaroslav Janoušek,2013/2014,2,24,144
4,95526,3,04:30,-, Pavel Dvořák,,2013/2014,4,30,270
5,95526,3,09:13,-, Štěpán Hanzl, Martin Šáda,2013/2014,9,13,553
6,95526,3,11:22,-, Matěj Lubenský, Jaroslav Janoušek,2013/2014,11,22,682
0,98495,1,06:03,-, Daniel Masopust, David Šmatlák,2013/2014,6,3,363
1,98495,2,05:17,-, Marek Stýblo, Daniel Masopust,2013/2014,5,17,317
2,98495,3,01:02,-, Jan Šimon, Jan Kosina,2013/2014,1,2,62
3,98495,3,05:16,-, Jakub Huml, Jan Kosina,2013/2014,5,16,316
4,98495,3,09:56,-, Jan Kosina, Ondřej Svoboda,2013/2014,9,56,596
0,101360,1,04:07,-, Štěpán Pavelka, Zdeněk Burian,2013/2014,4,7,247
1,101360,3,03:23,OG, Jakub Mádr,,2013/2014,3,23,203
2,101360,3,11:31,-, Václav Kvita, Štěpán Pavelka,2013/2014,11,31,691
0,101363,1,01:55,-, Jan Komenda, Jan Mičko,2013/2014,1,55,115
1,101363,1,05:34,-, Jan Mičko, Jan Vrba,2013/2014,5,34,334
2,101363,2,08:41,-, Jan Komenda, Jan Mičko,2013/2014,8,41,521
3,101363,2,09:15,-, Jan Komenda,,2013/2014,9,15,555
4,101363,3,02:05,-, Jiří Svoboda, Jakub Ksandr,2013/2014,2,5,125
5,101363,3,03:14,-, Jan Mičko, Jaroslav Rendla,2013/2014,3,14,194
6,101363,3,04:02,-, Jakub Ksandr, Jiří Svoboda,2013/2014,4,2,242
7,101363,3,09:52,-, Pavel Špirit, Jan Mičko,2013/2014,9,52,592
0,102043,1,08:18,-, Petr Madzura,,2013/2014,8,18,498
0,102037,3,04:24,-, Petr Chýle,,2013/2014,4,24,264
0,106305,1,05:11,-, Matěj Richter, Zdeněk Konečný,2014/2015,5,11,311
1,106305,1,09:03,-, Vítězslav Novák, Filip Dolejší,2014/2015,9,3,543
2,106305,1,09:20,-, Filip Dolejší, Matěj Richter,2014/2015,9,20,560
3,106305,1,10:06,-, Jiří Rafaj, Ladislav Jelen,2014/2015,10,6,606
4,106305,2,11:14,-, Vítězslav Novák, David Kozlík,2014/2015,11,14,674
0,107925,1,03:42,PP, Lukáš Brynda, Ondřej Hrdlička,2014/2015,3,42,222
1,107925,1,10:20,-, Lukáš Brynda, Karel Libert,2014/2015,10,20,620
2,107925,1,11:18,-, Michal Plzák, Ondřej Hrdlička,2014/2015,11,18,678
3,107925,2,02:01,-, Marek Šmolík, Michal Plzák,2014/2015,2,1,121
4,107925,2,07:08,-, Marek Šmolík, Michal Plzák,2014/2015,7,8,428
5,107925,3,07:34,-, Jakub Řehoř, Jakub Krtička,2014/2015,7,34,454
6,107925,3,09:41,-, Ondřej Jaroš, Marek Šmolík,2014/2015,9,41,581
7,107925,3,09:53,-, Ondřej Hrdlička, Jakub Řehoř,2014/2015,9,53,593
0,107938,1,05:00,-, Petr Káda,,2014/2015,5,0,300
1,107938,2,02:57,-, Tomáš Kružík, Filip Šejvl,2014/2015,2,57,177
0,109356,1,01:44,-, Jiří Polívka, Stanislav Prokop,2014/2015,1,44,104
1,109356,2,01:54,-, Stanislav Prokop, Jaroslav Macík,2014/2015,1,54,114
2,109356,3,00:21,-, Jaroslav Macík, Stanislav Prokop,2014/2015,0,21,21
3,109356,3,08:56,-, Jiří Polívka, Stanislav Prokop,2014/2015,8,56,536
0,109353,1,09:28,-, Jan Baloun, Pavel Steigerwald,2014/2015,9,28,568
1,109353,2,11:57,PS, Bohuslav Novák,,2014/2015,11,57,717
0,111025,1,00:30,-, Pavel Žďárský,,2014/2015,0,30,30
1,111025,1,10:03,-, Richard Ťoupek, Jakub Polívka,2014/2015,10,3,603
2,111025,2,03:59,PP, Filip Pacan, Pavel Žďárský,2014/2015,3,59,239
3,111025,2,11:46,-, Filip Pacan, Pavel Žďárský,2014/2015,11,46,706
4,111025,3,04:41,-, Jakub Květoň, Petr Žďárský,2014/2015,4,41,281
5,111025,3,05:04,-, Pavel Žďárský, Jakub Květoň,2014/2015,5,4,304
6,111025,3,09:08,-, David Roušal, Filip Pacan,2014/2015,9,8,548
7,111025,3,10:37,-, Pavel Žďárský, Jakub Květoň,2014/2015,10,37,637
0,111027,2,01:14,-, Pavel Kolář, Lukáš Putyra,2014/2015,1,14,74
1,111027,3,01:04,-, Adam Líbal, Daniel Orolín,2014/2015,1,4,64
2,111027,3,03:58,PP, Adam Líbal, Pavel Křiklan,2014/2015,3,58,238
0,113887,1,03:05,-, Vítězslav Novák, Filip Dolejší,2014/2015,3,5,185
1,113887,1,04:14,-, Jiří Rafaj, Ladislav Jelen,2014/2015,4,14,254
2,113887,1,05:47,-, Jan Protiva, Zdeněk Konečný,2014/2015,5,47,347
3,113887,1,06:40,-, Michal Štěpánek, Jiří Budil,2014/2015,6,40,400
4,113887,2,10:10,-, Filip Dolejší, Zdeněk Konečný,2014/2015,10,10,610
5,113887,2,10:48,-, Ladislav Jelen, Filip Dolejší,2014/2015,10,48,648
6,113887,3,02:31,PP, Michal Štěpánek, Ladislav Jelen,2014/2015,2,31,151
7,113887,3,06:10,-, Ladislav Jelen, Jiří Rafaj,2014/2015,6,10,370
0,113892,2,00:22,-, Josef Němeček, Martin Hovořák,2014/2015,0,22,22
1,113892,2,09:26,-, Jan Šíp, Josef Němeček,2014/2015,9,26,566
2,113892,2,11:33,-, Michal Kymlička, Martin Hovořák,2014/2015,11,33,693
0,115955,1,02:41,-, Roman Eder, Petr Novák,2014/2015,2,41,161
1,115955,1,08:35,-, Matěj Soukup, Roman Eder,2014/2015,8,35,515
2,115955,2,02:47,-, Pavel Steigerwald, Dung Nguyen Thanh,2014/2015,2,47,167
3,115955,2,08:37,-, Roman Eder, Vladimír Jambor,2014/2015,8,37,517
4,115955,3,00:37,-, Vladimír Jambor, Petr Novák,2014/2015,0,37,37
0,116088,1,00:53,-, Jaroslav Macík, Stanislav Bořek,2014/2015,0,53,53
1,116088,2,02:11,-, Filip Švojgr, Jakub Hříbal,2014/2015,2,11,131
2,116088,2,08:39,-, Jiří Polívka, Stanislav Bořek,2014/2015,8,39,519
3,116088,2,09:00,-, Robert Hahn, Tomáš Pichner,2014/2015,9,0,540
4,116088,2,10:58,-, Jiří Polívka, Stanislav Prokop,2014/2015,10,58,658
5,116088,3,00:27,-, Jaroslav Macík, Stanislav Prokop,2014/2015,0,27,27
6,116088,3,08:21,-, Stanislav Prokop, Jaroslav Macík,2014/2015,8,21,501
7,116088,3,09:01,-, Tomáš Pichner, Filip Švojgr,2014/2015,9,1,541
8,116088,3,09:08,-, Jaroslav Macík, František Štiller,2014/2015,9,8,548
9,116088,3,09:55,-, Jiří Polívka, Jaroslav Macík,2014/2015,9,55,595
0,119728,1,11:00,-, Josef Němeček, Vilém Svoboda,2014/2015,11,0,660
1,119728,2,04:59,-, Jan Šíp, Vilém Svoboda,2014/2015,4,59,299
0,119733,1,10:20,-, Jan Vítek, Matěj Turek,2014/2015,10,20,620
0,120429,1,04:07,-, Jakub Šach, Martin Tučný,2014/2015,4,7,247
1,120429,1,04:52,-, Jakub Květoň, Filip Pacan,2014/2015,4,52,292
2,120429,2,05:55,-, Jakub Květoň, David Roušal,2014/2015,5,55,355
3,120429,2,06:19,-, Petr Žďárský, Filip Pacan,2014/2015,6,19,379
4,120429,2,10:44,-, Filip Pacan, Jakub Květoň,2014/2015,10,44,644
5,120429,3,08:44,-, Filip Pacan, David Roušal,2014/2015,8,44,524
6,120429,3,11:30,-, Filip Pacan, Jakub Květoň,2014/2015,11,30,690
0,120431,1,04:44,-, Radek Mencl, Aleš Zahálka,2014/2015,4,44,284
1,120431,1,06:55,SH, Miloslav Zapletal,,2014/2015,6,55,415
2,120431,2,03:40,-, Miloslav Zapletal,,2014/2015,3,40,220
3,120431,2,07:04,-, Josef Kurka, Miloslav Zapletal,2014/2015,7,4,424
4,120431,2,08:12,-, Miloslav Zapletal,,2014/2015,8,12,492
5,120431,3,10:57,PP, Josef Kurka, Lukáš Lhotský,2014/2015,10,57,657
6,120431,3,11:16,-, Josef Kurka, Aleš Zahálka,2014/2015,11,16,676
0,125857,1,00:30,-, Daniel Orolín, Adam Líbal,2014/2015,0,30,30
1,125857,2,00:29,-, Daniel Orolín, Adam Líbal,2014/2015,0,29,29
2,125857,2,02:23,-, Jakub Císař, Daniel Orolín,2014/2015,2,23,143
3,125857,2,02:56,PP, Vladimír Havlíček, Daniel Orolín,2014/2015,2,56,176
4,125857,2,06:24,-, Daniel Orolín, Adam Líbal,2014/2015,6,24,384
5,125857,2,06:56,-, Lukáš Putyra, Vladimír Havlíček,2014/2015,6,56,416
6,125857,3,05:12,-, Jakub Císař, Adam Líbal,2014/2015,5,12,312
7,125857,3,06:50,PP, Daniel Orolín, Josef Spurný,2014/2015,6,50,410
0,125859,1,00:42,-, Marek Šmolík, Ondřej Jaroš,2014/2015,0,42,42
1,125859,1,10:00,-, Marek Šmolík, Ondřej Jaroš,2014/2015,10,0,600
2,125859,2,02:03,PP, Ondřej Jaroš, Lukáš Brynda,2014/2015,2,3,123
3,125859,2,04:14,-, Ondřej Jaroš, Jonáš Křepelka,2014/2015,4,14,254
4,125859,2,04:58,-, Ondřej Jaroš, Jonáš Křepelka,2014/2015,4,58,298
5,125859,3,07:31,PS, Ondřej Hrdlička,,2014/2015,7,31,451
6,125859,3,08:29,-, Ondřej Jaroš, Jonáš Křepelka,2014/2015,8,29,509
7,125859,3,10:25,-, Ondřej Jaroš, Marek Šmolík,2014/2015,10,25,625
8,125859,3,10:47,-, Marek Šmolík, Ondřej Jaroš,2014/2015,10,47,647
9,125859,3,11:40,-, Ondřej Hrdlička, Michal Plzák,2014/2015,11,40,700
0,127351,3,09:27,-, Miroslav Šteffl, Radek Mencl,2014/2015,9,27,567
0,127354,1,09:41,-, Milan Černil, Matěj Turek,2014/2015,9,41,581
1,127354,2,03:01,PP, Jakub Rok, Matěj Turek,2014/2015,3,1,181
2,127354,3,09:42,-, Jan Sobotka, Jan Krejčí,2014/2015,9,42,582
3,127354,3,10:52,-, Michal Vališ, Jakub Rok,2014/2015,10,52,652
0,130050,1,01:10,-, Jan Šotola, Patrik Čeliš,2015/2016,1,10,70
0,130052,1,07:17,-, Pavel Knol, Michal Filippi,2015/2016,7,17,437
1,130052,1,08:28,-, Michal Trnavský, Jiří Šutta,2015/2016,8,28,508
2,130052,3,03:45,-, Richard Lučan, Michal Trnavský,2015/2016,3,45,225
3,130052,3,05:13,-, Vojtěch Bludský, Michal Filippi,2015/2016,5,13,313
4,130052,3,05:44,-, Pavel Knol, Vojtěch Bludský,2015/2016,5,44,344
0,132892,1,06:27,-, Jiří Schwarz, Jakub Jedlička,2015/2016,6,27,387
1,132892,1,11:48,-, Jiří Schwarz, Jakub Jedlička,2015/2016,11,48,708
2,132892,2,03:04,-, Pavel Netolický, Petr Baťa,2015/2016,3,4,184
3,132892,2,09:27,-, Jiří Schwarz,,2015/2016,9,27,567
4,132892,3,10:33,PP, Pavel Janeček, Jan Dušek,2015/2016,10,33,633
0,132901,1,10:42,-, Jakub Marčiny, Jan Čížek,2015/2016,10,42,642
0,134348,1,00:18,-, Svatopluk Hybš,,2015/2016,0,18,18
1,134348,1,00:26,-, Adam Hlaváček, Martin Janský,2015/2016,0,26,26
2,134348,2,00:47,-, Svatopluk Hybš, Vladimír Štván,2015/2016,0,47,47
3,134348,2,06:26,-, Svatopluk Hybš, Ondřej Kraus,2015/2016,6,26,386
4,134348,2,09:20,-, Svatopluk Hybš, Vladimír Štván,2015/2016,9,20,560
5,134348,2,10:29,-, Ondřej Kraus, Martin Janský,2015/2016,10,29,629
6,134348,3,01:29,-, Vladimír Štván, Svatopluk Hybš,2015/2016,1,29,89
7,134348,3,02:09,-, Martin Janský, Vladimír Štván,2015/2016,2,9,129
8,134348,3,08:29,-, Svatopluk Hybš, Ondřej Kraus,2015/2016,8,29,509
0,134351,1,05:42,-, Jan Čížek, Adam Líbal,2015/2016,5,42,342
1,134351,1,09:04,-, Tomáš Solar, Jan Čížek,2015/2016,9,4,544
2,134351,3,00:22,-, Josef Spurný,,2015/2016,0,22,22
3,134351,3,04:56,-, Adam Líbal, Jakub Císař,2015/2016,4,56,296
0,137002,1,05:36,-, Vladimír Červinka, František Jantač,2015/2016,5,36,336
0,137005,1,02:27,PS, Boleslav Kytka,,2015/2016,2,27,147
1,137005,1,06:13,-, Boleslav Kytka, Filip Horák,2015/2016,6,13,373
2,137005,2,04:10,-, Michal Zitko, Martin Wolf,2015/2016,4,10,250
3,137005,2,09:14,-, Ondřej Kadaník, Adam Kešeľák,2015/2016,9,14,554
4,137005,3,06:03,-, Ondřej Kadaník, Adam Kešeľák,2015/2016,6,3,363
0,144401,1,04:08,-, Svatopluk Hybš, Ondřej Kraus,2015/2016,4,8,248
1,144401,1,05:27,PP, Ondřej Kraus, Svatopluk Hybš,2015/2016,5,27,327
2,144401,1,11:50,-, Svatopluk Hybš, Ondřej Kraus,2015/2016,11,50,710
3,144401,2,00:46,-, Ondřej Kraus, Martin Janský,2015/2016,0,46,46
4,144401,2,06:27,-, Ondřej Kraus, Jiří Kolář,2015/2016,6,27,387
5,144401,2,08:11,-, Martin Janský, Jiří Kolář,2015/2016,8,11,491
6,144401,2,08:34,-, Vladimír Štván, Ondřej Kraus,2015/2016,8,34,514
7,144401,2,10:43,-, Svatopluk Hybš, Ondřej Kraus,2015/2016,10,43,643
8,144401,2,11:18,-, Svatopluk Hybš, Vladimír Štván,2015/2016,11,18,678
9,144401,3,02:29,-, Martin Janský, Svatopluk Hybš,2015/2016,2,29,149
10,144401,3,03:34,SH, Ondřej Kraus, Svatopluk Hybš,2015/2016,3,34,214
11,144401,3,05:24,-, Vladimír Štván, Martin Janský,2015/2016,5,24,324
12,144401,3,07:07,PP, Ondřej Kraus, Svatopluk Hybš,2015/2016,7,7,427
13,144401,3,07:44,-, Ondřej Kraus, Martin Janský,2015/2016,7,44,464
14,144401,3,07:55,-, Svatopluk Hybš, Ondřej Kraus,2015/2016,7,55,475
15,144401,3,08:19,-, Svatopluk Hybš, Ondřej Kraus,2015/2016,8,19,499
16,144401,3,09:23,-, Martin Janský, Ondřej Kraus,2015/2016,9,23,563
17,144401,3,11:10,-, Martin Janský, Svatopluk Hybš,2015/2016,11,10,670
0,144406,1,09:30,-, Vojtěch Bludský, Pavel Knol,2015/2016,9,30,570
1,144406,1,11:26,-, Pavel Knol, Zdeněk Sadílek,2015/2016,11,26,686
2,144406,3,06:41,-, Michal Trnavský,,2015/2016,6,41,401
0,145415,1,04:23,-, Miroslav Zrno, Miloš Vojtíšek,2015/2016,4,23,263
1,145415,1,06:11,-, Marcel Cikánek, Patrik Houštecký,2015/2016,6,11,371
2,145415,2,03:21,-, David Lukáš, Miloš Vojtíšek,2015/2016,3,21,201
3,145415,2,05:44,-, David Lukáš, Zbyněk Chmúra,2015/2016,5,44,344
4,145415,3,00:13,-, Patrik Mareš, Michal Koukl,2015/2016,0,13,13
5,145415,3,08:34,-, David Lukáš, Marcel Cikánek,2015/2016,8,34,514
6,145415,3,08:57,-, Michal Koukl, Patrik Mareš,2015/2016,8,57,537
0,145420,1,06:45,-, Daniel Koleška, Zdeňek Chlupáč,2015/2016,6,45,405
1,145420,1,11:19,-, Jakub Dvořák, Ondřej Novotný,2015/2016,11,19,679
2,145420,2,01:17,-, Martin Jirka,,2015/2016,1,17,77
3,145420,2,11:42,-, Jakub Dvořák, Vilém Kubáč,2015/2016,11,42,702
4,145420,3,04:56,-, Jakub Dvořák, Miroslav Korous,2015/2016,4,56,296
5,145420,3,07:53,-, Jakub Dvořák, Zdeňek Chlupáč,2015/2016,7,53,473
6,145420,3,08:38,-, Zdeněk Podzemný, Ondřej Šašek,2015/2016,8,38,518
7,145420,3,09:53,-, Zdeňek Chlupáč, Daniel Koleška,2015/2016,9,53,593
8,145420,3,10:26,-, Miroslav Korous, Ondřej Novotný,2015/2016,10,26,626
9,145420,3,11:13,-, David Wurst, Martin Jirka,2015/2016,11,13,673
10,145420,3,11:29,-, Zdeněk Podzemný, Miroslav Korous,2015/2016,11,29,689
0,150361,1,00:55,-, Jan Kareš, Martin Blahník,2015/2016,0,55,55
1,150361,1,06:13,PP, Jan Dojčiak, Jan Mašín,2015/2016,6,13,373
2,150361,1,08:33,-, Martin Blahník, Pavel Janeček,2015/2016,8,33,513
3,150361,2,09:24,-, Jan Kareš, Martin Blahník,2015/2016,9,24,564
4,150361,3,07:16,-, Štěpán Bochníček, Jan Kareš,2015/2016,7,16,436
5,150361,3,09:37,-, Marek Reithar, Michal Hruška,2015/2016,9,37,577
6,150361,3,10:09,-, Jan Kareš, Martin Blahník,2015/2016,10,9,609
7,150361,3,11:59,-, Jan Mašín, Marek Reithar,2015/2016,11,59,719
0,150367,1,01:40,-, Jakub Dvořák, Ondřej Novotný,2015/2016,1,40,100
1,150367,1,09:30,-, Martin Kulma, Zdeněk Podzemný,2015/2016,9,30,570
2,150367,1,10:04,-, Vilém Kubáč, Miroslav Korous,2015/2016,10,4,604
3,150367,2,01:27,-, Vilém Kubáč, Jakub Dvořák,2015/2016,1,27,87
4,150367,2,10:36,-, Ondřej Novotný, Martin Kulma,2015/2016,10,36,636
5,150367,3,06:42,-, Vilém Kubáč, Jakub Dvořák,2015/2016,6,42,402
6,150367,3,08:45,-, Zdeňek Chlupáč,,2015/2016,8,45,525
0,151930,1,05:19,-, Tomáš Bárta, Adam Kešeľák,2015/2016,5,19,319
1,151930,1,07:43,-, Jakub Pecha, Gustav Ondrejčík,2015/2016,7,43,463
2,151930,1,10:32,-, Petr Blažej, Jakub Pecha,2015/2016,10,32,632
3,151930,2,05:26,-, Jakub Pecha, Aleš Stavjaňa,2015/2016,5,26,326
4,151930,2,06:42,-, Adam Kešeľák, Jakub Vrzák,2015/2016,6,42,402
0,151965,1,10:31,-, Daniel Dupkala, Michal Řehák,2015/2016,10,31,631
1,151965,3,05:32,-, Adam Chuděj, Filip Slavík,2015/2016,5,32,332
0,154870,1,11:53,-, Jan Čížek, Adam Líbal,2015/2016,11,53,713
1,154870,2,02:06,-, Jan Čížek, Adam Líbal,2015/2016,2,6,126
2,154870,2,02:48,-, Petr Votava, Lukáš Putyra,2015/2016,2,48,168
3,154870,2,06:27,-, Jakub Císař, Vladimír Havlíček,2015/2016,6,27,387
4,154870,2,09:59,-, Jakub Císař, Adam Líbal,2015/2016,9,59,599
5,154870,3,11:26,EN, Jan Čížek,,2015/2016,11,26,686
0,154873,1,09:26,PP, Michal Koukl, Tomáš Pícha,2015/2016,9,26,566
1,154873,1,10:07,-, Patrik Houštecký, Miroslav Zrno,2015/2016,10,7,607
2,154873,1,11:02,-, Tomáš Pícha, Michal Koukl,2015/2016,11,2,662
3,154873,2,07:46,PP, Martin Strnad, Martin Jaeger,2015/2016,7,46,466
4,154873,3,07:22,PP, Luboš Příkop, Tomáš Pícha,2015/2016,7,22,442
0,158141,2,07:40,-, Michal Čermák, Tomáš Dlouhý,2016/2017,7,40,460
1,158141,2,08:13,-, Petr Hejda, Lukáš Pichner,2016/2017,8,13,493
2,158141,2,10:32,-, Lukáš Müller, Lukáš Pichner,2016/2017,10,32,632
0,158158,1,05:11,-, Jiří Müller, Jiří Novák,2016/2017,5,11,311
1,158158,2,00:56,-, David Musil, Michal Zeman,2016/2017,0,56,56
2,158158,2,02:31,-, Daniel Kvěch, David Musil,2016/2017,2,31,151
3,158158,2,11:37,-, Daniel Kvěch, David Musil,2016/2017,11,37,697
4,158158,2,11:59,PS, David Musil,,2016/2017,11,59,719
0,160699,1,10:48,-, David Laho, Jiří Houžvička,2016/2017,10,48,648
0,160702,1,08:29,-, Oldřich Pilecký, Petr Ježek,2016/2017,8,29,509
1,160702,3,07:47,-, Miroslav Šíp, Jakub Vrzák,2016/2017,7,47,467
0,165178,1,10:58,-, Jakub Klement, Martin Bukovič,2016/2017,10,58,658
1,165178,3,07:55,-, Ondřej Zeman, Josef Kopecký,2016/2017,7,55,475
0,165181,1,09:39,-, Pavel Hušák, Michal Šmíd,2016/2017,9,39,579
0,167705,1,04:10,-, Luboš Berka, Martin Balák,2016/2017,4,10,250
1,167705,1,10:40,-, Richard Filikar, Kryštof Kocot,2016/2017,10,40,640
2,167705,2,02:14,-, Jakub Havlík, Richard Filikar,2016/2017,2,14,134
3,167705,3,10:47,EN, Dominik Korolus, Petr Benedikt,2016/2017,10,47,647
0,167707,1,02:02,-, Jindřich Hašek, Antonín Krudenc,2016/2017,2,2,122
1,167707,1,03:53,-, Jindřich Hašek, Antonín Krudenc,2016/2017,3,53,233
2,167707,2,02:11,-, David Ranš, Michael Tichý,2016/2017,2,11,131
3,167707,2,03:51,-, Antonín Krudenc, Jindřich Hašek,2016/2017,3,51,231
4,167707,2,05:00,-, Jakub Sládek, David Ranš,2016/2017,5,0,300
5,167707,2,09:11,PP, Jindřich Hašek, Tomáš Pažout,2016/2017,9,11,551
6,167707,2,09:53,PP, Antonín Krudenc, Jan Flaška,2016/2017,9,53,593
7,167707,2,10:59,PP, Jakub Sládek, David Ranš,2016/2017,10,59,659
0,170887,1,02:34,-, Jan Paulovič, Pavel Kohout,2016/2017,2,34,154
1,170887,2,05:38,-, Michal Kuruc, Jan Prušák,2016/2017,5,38,338
2,170887,3,00:54,-, Petr Kohout, Pavel Kohout,2016/2017,0,54,54
3,170887,3,02:13,-, David Haring, Jan Prušák,2016/2017,2,13,133
4,170887,3,04:03,-, David Haring, Michal Kuruc,2016/2017,4,3,243
5,170887,3,07:36,-, Pavel Kohout, Petr Kohout,2016/2017,7,36,456
0,170890,1,04:13,-, Kryštof Hoch, Ondřej Zeman,2016/2017,4,13,253
1,170890,1,08:00,-, Jakub Hruška, Ondřej Zeman,2016/2017,8,0,480
2,170890,2,02:10,-, Jakub Hruška, Ondřej Zeman,2016/2017,2,10,130
3,170890,3,11:37,PP, Vojtěch Brávek, Filip Terč,2016/2017,11,37,697
